train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/optimizer/base_learning_rate
0.5,0.5,0.0002,0.0004,0.4996,0.6948698101899563,216.79938077926636,0.5,0.5,0.0002,0.0004,0.49907,0.6948548052638484,217.48955404758453,1715718357,,False,1,bd25e636,2024-05-14_22-25-57,65.93117642402649,65.93117642402649,54940,AT-MB-PC-E13,127.0.0.1,65.93117642402649,1,128,10,0.001
0.83494,0.80478,0.88442,0.84272,0.94244,0.2909439763971024,90.77452063589595,1.0,1.0,1.0,1.0,1.0,2.6658856231546752e-05,0.008344222000474133,1715718396,,False,2,bd25e636,2024-05-14_22-26-36,38.6162645816803,104.54744100570679,54940,AT-MB-PC-E13,127.0.0.1,104.54744100570679,2,128,10,0.001
1.0,1.0,1.0,1.0,1.0,1.0347698401315707e-05,0.0032284819012105004,1.0,1.0,1.0,1.0,1.0,6.589524183163375e-06,0.0020625210693301366,1715718426,,False,3,bd25e636,2024-05-14_22-27-06,30.613699436187744,135.16114044189453,54940,AT-MB-PC-E13,127.0.0.1,135.16114044189453,3,128,10,0.001
1.0,1.0,1.0,1.0,1.0,3.255038616398625e-06,0.001015572048316371,1.0,1.0,1.0,1.0,1.0,3.852417561269516e-06,0.0012058066966773584,1715718453,,False,4,bd25e636,2024-05-14_22-27-33,26.987423419952393,162.14856386184692,54940,AT-MB-PC-E13,127.0.0.1,162.14856386184692,4,128,10,0.001
0.99975,0.9996,0.9999,0.99975,1.0,0.0008108683809793508,0.25299093486555746,1.0,1.0,1.0,1.0,1.0,7.188667203160491e-07,0.00022500528345892334,1715718482,,False,5,bd25e636,2024-05-14_22-28-02,28.75310230255127,190.9016661643982,54940,AT-MB-PC-E13,127.0.0.1,190.9016661643982,5,128,10,0.001
1.0,1.0,1.0,1.0,1.0,2.91873183259158e-07,9.10644331768573e-05,1.0,1.0,1.0,1.0,1.0,1.0795051078597233e-07,3.378850987600934e-05,1715718510,,False,6,bd25e636,2024-05-14_22-28-30,28.082208156585693,218.9838743209839,54940,AT-MB-PC-E13,127.0.0.1,218.9838743209839,6,128,10,0.001
1.0,1.0,1.0,1.0,1.0,3.4690188362198675e-08,1.0823338769005986e-05,1.0,1.0,1.0,1.0,1.0,3.5214710889576304e-08,1.1022204508437383e-05,1715718538,,False,7,bd25e636,2024-05-14_22-28-58,28.125790119171143,247.10966444015503,54940,AT-MB-PC-E13,127.0.0.1,247.10966444015503,7,128,10,0.001
1.0,1.0,1.0,1.0,1.0,1.2447311004920723e-08,3.8835610335352655e-06,1.0,1.0,1.0,1.0,1.0,4.128421527818804e-08,1.2921959382072856e-05,1715718566,,False,8,bd25e636,2024-05-14_22-29-26,28.34640383720398,275.456068277359,54940,AT-MB-PC-E13,127.0.0.1,275.456068277359,8,128,10,0.001
1.0,1.0,1.0,1.0,1.0,2.0010703265345324e-08,6.243339418787741e-06,1.0,1.0,1.0,1.0,1.0,4.986813652115021e-09,1.5608726731120015e-06,1715718595,,False,9,bd25e636,2024-05-14_22-29-55,28.5107901096344,303.9668583869934,54940,AT-MB-PC-E13,127.0.0.1,303.9668583869934,9,128,10,0.001
1.0,1.0,1.0,1.0,1.0,1.5939909289221268e-09,4.973251698237036e-07,1.0,1.0,1.0,1.0,1.0,4.367932533238746e-09,1.3671628829037274e-06,1715718623,,True,10,bd25e636,2024-05-14_22-30-23,27.665355682373047,331.63221406936646,54940,AT-MB-PC-E13,127.0.0.1,331.63221406936646,10,128,10,0.001
