train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/optimizer/base_learning_rate
0.4989,0.49943,0.97236,0.65991,0.52658,0.6930285470607953,216.22490668296814,0.4984,0.49918,0.9696,0.65905,0.52729,0.6930285831228994,216.9179465174675,1715719801,,False,1,0bf68b68,2024-05-14_22-50-01,42.52017784118652,42.52017784118652,54940,AT-MB-PC-E13,127.0.0.1,42.52017784118652,1,256,3,0.001
0.96124,0.95522,0.96785,0.96149,0.99618,0.17783708399787054,55.485170207335614,1.0,1.0,1.0,1.0,1.0,0.0006572679129649347,0.20572485675802454,1715719827,,False,2,0bf68b68,2024-05-14_22-50-27,25.59969162940979,68.11986947059631,54940,AT-MB-PC-E13,127.0.0.1,68.11986947059631,2,256,3,0.001
1.0,1.0,1.0,1.0,1.0,0.00015241081913093998,0.04755217556885327,1.0,1.0,1.0,1.0,1.0,2.6776721946758064e-05,0.008381113969335274,1715719852,,False,3,0bf68b68,2024-05-14_22-50-52,25.29184079170227,93.41171026229858,54940,AT-MB-PC-E13,127.0.0.1,93.41171026229858,3,256,3,0.001
1.0,1.0,1.0,1.0,1.0,8.86763519557777e-06,0.002766702181020264,1.0,1.0,1.0,1.0,1.0,3.7847146787722527e-06,0.0011846156944557151,1715719877,,False,4,0bf68b68,2024-05-14_22-51-17,24.91158366203308,118.32329392433167,54940,AT-MB-PC-E13,127.0.0.1,118.32329392433167,4,256,3,0.001
1.0,1.0,1.0,1.0,1.0,2.3035479834732087e-06,0.0007187069708436411,1.0,1.0,1.0,1.0,1.0,1.6681312392295668e-06,0.0005221250778788544,1715719903,,False,5,0bf68b68,2024-05-14_22-51-43,25.4643292427063,143.78762316703796,54940,AT-MB-PC-E13,127.0.0.1,143.78762316703796,5,256,3,0.001
1.0,1.0,1.0,1.0,1.0,1.1719251077944539e-06,0.0003656406336318696,1.0,1.0,1.0,1.0,1.0,9.420552640704365e-07,0.0002948632976540466,1715719928,,False,6,0bf68b68,2024-05-14_22-52-08,25.183708429336548,168.9713315963745,54940,AT-MB-PC-E13,127.0.0.1,168.9713315963745,6,256,3,0.001
1.0,1.0,1.0,1.0,1.0,6.88186744787126e-07,0.00021471426437358332,1.0,1.0,1.0,1.0,1.0,5.950098981133234e-07,0.00018623809810947023,1715719954,,False,7,0bf68b68,2024-05-14_22-52-34,25.715211629867554,194.68654322624207,54940,AT-MB-PC-E13,127.0.0.1,194.68654322624207,7,256,3,0.001
1.0,1.0,1.0,1.0,1.0,4.2975235235400186e-07,0.00013408273393444858,1.0,1.0,1.0,1.0,1.0,3.7746321417036067e-07,0.00011814598603532289,1715719979,,False,8,0bf68b68,2024-05-14_22-52-59,25.642492294311523,220.3290355205536,54940,AT-MB-PC-E13,127.0.0.1,220.3290355205536,8,256,3,0.001
1.0,1.0,1.0,1.0,1.0,2.7680567163828736e-07,8.636336955114565e-05,1.0,1.0,1.0,1.0,1.0,2.511538334840355e-07,7.86111498805031e-05,1715720004,,False,9,0bf68b68,2024-05-14_22-53-24,24.91023540496826,245.23927092552185,54940,AT-MB-PC-E13,127.0.0.1,245.23927092552185,9,256,3,0.001
1.0,1.0,1.0,1.0,1.0,1.8565762088308715e-07,5.792517771552319e-05,1.0,1.0,1.0,1.0,1.0,1.7349227360172947e-07,5.430308163734132e-05,1715720029,,True,10,0bf68b68,2024-05-14_22-53-49,25.387056589126587,270.62632751464844,54940,AT-MB-PC-E13,127.0.0.1,270.62632751464844,10,256,3,0.001
