train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/optimizer/base_learning_rate
0.5,0.5,0.99379,0.66528,0.49819,0.6950459390496596,216.8543329834938,0.5,0.5,0.992,0.66488,0.49821,0.6950422382583252,217.5482205748558,1715719795,,False,1,1a071916,2024-05-14_22-49-55,45.43060755729675,45.43060755729675,33880,AT-MB-PC-E13,127.0.0.1,45.43060755729675,1,128,6,0.001
0.8746,0.90991,0.83153,0.86896,0.96302,0.3046192019342132,95.04119100347452,1.0,1.0,1.0,1.0,1.0,0.0001267435283296163,0.039670724367169896,1715719823,,False,2,1a071916,2024-05-14_22-50-23,27.73297905921936,73.16358661651611,33880,AT-MB-PC-E13,127.0.0.1,73.16358661651611,2,128,6,0.001
1.0,1.0,1.0,1.0,1.0,2.589696979362963e-05,0.008079854575612444,1.0,1.0,1.0,1.0,1.0,3.152977755665091e-06,0.0009868820375231735,1715719850,,False,3,1a071916,2024-05-14_22-50-50,26.824827432632446,99.98841404914856,33880,AT-MB-PC-E13,127.0.0.1,99.98841404914856,3,128,6,0.001
1.0,1.0,1.0,1.0,1.0,1.5664663819756277e-06,0.0004887375111763959,1.0,1.0,1.0,1.0,1.0,7.587754943721903e-07,0.00023749672973849556,1715719876,,False,4,1a071916,2024-05-14_22-51-16,25.660576105117798,125.64899015426636,33880,AT-MB-PC-E13,127.0.0.1,125.64899015426636,4,128,6,0.001
1.0,1.0,1.0,1.0,1.0,4.6639888564342505e-07,0.0001455164523207486,1.0,1.0,1.0,1.0,1.0,2.4919911665190335e-07,7.799932351204575e-05,1715719902,,False,5,1a071916,2024-05-14_22-51-42,25.96593689918518,151.61492705345154,33880,AT-MB-PC-E13,127.0.0.1,151.61492705345154,5,128,6,0.001
1.0,1.0,1.0,1.0,1.0,1.6470258191195543e-07,5.138720555653009e-05,1.0,1.0,1.0,1.0,1.0,9.778534338379588e-08,3.060681247912811e-05,1715719928,,False,6,1a071916,2024-05-14_22-52-08,26.4549880027771,178.06991505622864,33880,AT-MB-PC-E13,127.0.0.1,178.06991505622864,6,128,6,0.001
1.0,1.0,1.0,1.0,1.0,6.873139437612287e-08,2.1444195045350334e-05,1.0,1.0,1.0,1.0,1.0,1.1801838418710705e-07,3.6939754250564505e-05,1715719955,,False,7,1a071916,2024-05-14_22-52-35,26.70554542541504,204.77546048164368,33880,AT-MB-PC-E13,127.0.0.1,204.77546048164368,7,128,6,0.001
1.0,1.0,1.0,1.0,1.0,4.1084853137818577e-08,1.2818474178999395e-05,1.0,1.0,1.0,1.0,1.0,2.7433727107542825e-08,8.586756584660904e-06,1715719981,,False,8,1a071916,2024-05-14_22-53-01,26.543511390686035,231.3189718723297,33880,AT-MB-PC-E13,127.0.0.1,231.3189718723297,8,128,6,0.001
1.0,1.0,1.0,1.0,1.0,2.525873085725884e-08,7.880724027464758e-06,1.0,1.0,1.0,1.0,1.0,1.886441681955407e-08,5.904562464520424e-06,1715720008,,False,9,1a071916,2024-05-14_22-53-28,26.370779991149902,257.6897518634796,33880,AT-MB-PC-E13,127.0.0.1,257.6897518634796,9,128,6,0.001
1.0,1.0,1.0,1.0,1.0,2.36171145674168e-08,7.368539745034042e-06,1.0,1.0,1.0,1.0,1.0,1.950712694180858e-08,6.1057307327860855e-06,1715720034,,True,10,1a071916,2024-05-14_22-53-54,26.553205251693726,284.24295711517334,33880,AT-MB-PC-E13,127.0.0.1,284.24295711517334,10,128,6,0.001
