train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/modules/1/times
0.4998,0.49981,0.53175,0.51529,0.50005,0.7053322304899876,220.06365591287613,0.5,0.5,0.5462,0.52208,0.50006,0.7043678935724326,220.4671506881714,1716022151,,False,1,e2a79b57,2024-05-18_10-49-11,545.4179401397705,545.4179401397705,57164,AT-MB-PC-E13,127.0.0.1,545.4179401397705,1,3
0.55844,0.56256,0.52554,0.54342,0.59839,0.6634296100491133,206.99003833532333,0.7544,0.7541,0.755,0.75455,0.84865,0.48520466770988685,151.86906099319458,1716022698,,False,2,e2a79b57,2024-05-18_10-58-18,546.4337687492371,1091.8517088890076,57164,AT-MB-PC-E13,127.0.0.1,1091.8517088890076,2,3
0.86989,0.87341,0.86518,0.86928,0.95435,0.26919433949754024,83.98863392323256,0.9001,0.87967,0.927,0.90272,0.9739,0.21593299160559717,67.58702637255192,1716023341,,False,3,e2a79b57,2024-05-18_11-09-01,643.6037518978119,1735.4554607868195,57164,AT-MB-PC-E13,127.0.0.1,1735.4554607868195,3,3
0.91256,0.9075,0.91877,0.9131,0.97785,0.19088929497565216,59.55746003240347,0.9257,0.89585,0.9634,0.9284,0.98709,0.15751009146733502,49.30065862927586,1716023931,,False,4,e2a79b57,2024-05-18_11-18-51,589.9741721153259,2325.4296329021454,57164,AT-MB-PC-E13,127.0.0.1,2325.4296329021454,4,3
0.9367,0.93435,0.9394,0.93687,0.98804,0.14127120496227574,44.07661594823003,0.9378,0.91791,0.9616,0.93925,0.98923,0.13696955086978765,42.871469422243536,1716024490,,False,5,e2a79b57,2024-05-18_11-28-10,558.9787890911102,2884.4084219932556,57164,AT-MB-PC-E13,127.0.0.1,2884.4084219932556,5,3
0.94832,0.94769,0.94902,0.94835,0.99207,0.11400183582923208,35.56857277872041,0.9326,0.95157,0.9116,0.93115,0.98745,0.16433325221839423,51.436307944357395,1716025053,,False,6,e2a79b57,2024-05-18_11-37-33,562.6362817287445,3447.044703722,57164,AT-MB-PC-E13,127.0.0.1,3447.044703722,6,3
0.95433,0.95188,0.95703,0.95445,0.99337,0.10367137730123105,32.34546971798409,0.9521,0.95492,0.949,0.95195,0.99305,0.11949774226695954,37.402793329558335,1716025615,,False,7,e2a79b57,2024-05-18_11-46-55,562.6426594257355,4009.6873631477356,57164,AT-MB-PC-E13,127.0.0.1,4009.6873631477356,7,3
0.95588,0.9562,0.95553,0.95586,0.99394,0.09892053261118679,30.863206174690276,0.9473,0.97273,0.9204,0.94584,0.9931,0.11636579006716175,36.422492291021626,1716026177,,False,8,e2a79b57,2024-05-18_11-56-17,561.6928803920746,4571.38024353981,57164,AT-MB-PC-E13,127.0.0.1,4571.38024353981,8,3
0.95693,0.95803,0.95573,0.95688,0.99428,0.09506141008788314,29.65915994741954,0.9421,0.92306,0.9646,0.94337,0.99108,0.1535122296283804,48.04932787368307,1716026743,,False,9,e2a79b57,2024-05-18_12-05-43,566.2464525699615,5137.626696109772,57164,AT-MB-PC-E13,127.0.0.1,5137.626696109772,9,3
0.95533,0.95707,0.95343,0.95524,0.99365,0.10033884606374881,31.30571997188963,0.9316,0.91887,0.9468,0.93262,0.98504,0.19412982388854788,60.76263487711549,1716027309,,True,10,e2a79b57,2024-05-18_12-15-09,565.7963283061981,5703.42302441597,57164,AT-MB-PC-E13,127.0.0.1,5703.42302441597,10,3
