train_accuracy-0_0,train_accuracy-0_5,train_ap,train_auc,train_mean_loss,train_sum_loss,val_accuracy-0_0,val_accuracy-0_5,val_ap,val_auc,val_mean_loss,val_sum_loss,test_accuracy-0_0,test_accuracy-0_5,test_ap,test_auc,test_mean_loss,test_sum_loss
0.08,0.6,0.09,0.49,0.7023980389623081,119.40766662359238,0.07,0.6,0.11,0.53,0.6953218460083008,17.38304615020752,0.08,0.61,0.11,0.49,0.6973421573638916,34.16976571083069
0.08,0.9,0.09,0.52,0.3427144947297433,58.26146410405636,0.07,0.92,0.13,0.57,0.291715499162674,7.292887479066849,0.08,0.91,0.13,0.54,0.31313490958846346,15.34361056983471
0.08,0.92,0.14,0.62,0.27846301855409844,47.33871315419674,0.07,0.92,0.17,0.62,0.26238164722919466,6.559541180729866,0.08,0.92,0.16,0.62,0.2865661452619397,14.041741117835045
0.08,0.92,0.17,0.65,0.26584310347543044,45.19332759082317,0.07,0.92,0.18,0.63,0.2642413353919983,6.606033384799957,0.08,0.92,0.19,0.63,0.275785716516631,13.513500109314919
0.08,0.92,0.19,0.66,0.25746955003808525,43.769823506474495,0.07,0.93,0.2,0.63,0.2669868063926697,6.674670159816742,0.08,0.92,0.22,0.67,0.2796846932294417,13.704549968242645
0.08,0.92,0.21,0.7,0.245674926656134,41.76473753154278,0.07,0.93,0.22,0.7,0.25582436680793763,6.3956091701984406,0.08,0.92,0.23,0.68,0.2697127427981824,13.215924397110939
0.08,0.92,0.21,0.69,0.24591721305075814,41.80592621862888,0.07,0.92,0.2,0.65,0.2744249773025513,6.860624432563782,0.08,0.92,0.23,0.67,0.2802135284457888,13.73046289384365
0.08,0.92,0.24,0.72,0.23680757823235848,40.25728829950094,0.07,0.93,0.22,0.68,0.2495717629790306,6.239294074475765,0.08,0.92,0.25,0.7,0.26304714777031724,12.889310240745544
0.08,0.93,0.24,0.71,0.23933726693777477,40.68733537942171,0.07,0.93,0.22,0.67,0.2411048763990402,6.0276219099760056,0.08,0.92,0.23,0.68,0.26555059880626447,13.011979341506958
0.08,0.92,0.23,0.72,0.23511006266755216,39.96871065348387,0.07,0.93,0.26,0.73,0.22889631152153014,5.722407788038254,0.08,0.92,0.25,0.72,0.24480188896461408,11.99529255926609
0.08,0.92,0.23,0.72,0.23522593080997467,39.988408237695694,0.07,0.92,0.2,0.68,0.23225539684295654,5.806384921073914,0.08,0.92,0.24,0.7,0.2498923625264849,12.24472576379776
0.08,0.92,0.24,0.73,0.2346159043995773,39.88470374792814,0.07,0.93,0.23,0.69,0.2329598206281662,5.823995515704155,0.08,0.92,0.24,0.69,0.261608220484792,12.818802803754807
0.08,0.92,0.24,0.74,0.22874479328884798,38.88661485910416,0.07,0.93,0.24,0.69,0.23909758426249028,5.977439606562257,0.08,0.92,0.26,0.71,0.2669294786696531,13.079544454813004
0.08,0.93,0.27,0.75,0.22616989226902232,38.448881685733795,0.07,0.93,0.27,0.73,0.22354960888624192,5.588740222156048,0.08,0.92,0.28,0.74,0.23763638613175372,11.644182920455933
0.08,0.93,0.28,0.76,0.22196298114517155,37.733706794679165,0.07,0.93,0.22,0.7,0.22794308364391327,5.698577091097832,0.08,0.92,0.27,0.71,0.23933991941870475,11.727656051516533
0.08,0.93,0.29,0.76,0.2196961768409785,37.34835006296635,0.07,0.93,0.27,0.74,0.22212514400482178,5.553128600120544,0.08,0.92,0.32,0.75,0.2296570804046125,11.253196939826012
0.08,0.93,0.28,0.78,0.21620854139328002,36.755452036857605,0.07,0.93,0.32,0.76,0.21730939984321596,5.432734996080399,0.08,0.92,0.33,0.77,0.22547832465901665,11.048437908291817
0.08,0.93,0.3,0.78,0.2152490128927371,36.59233219176531,0.07,0.93,0.3,0.74,0.2198194682598114,5.495486706495285,0.08,0.92,0.32,0.76,0.23482659550345675,11.50650317966938
