train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/optimizer/base_learning_rate
0.5,0.5,0.99379,0.66528,0.49819,0.6950459398138218,216.85433322191238,0.5,0.5,0.992,0.66488,0.49821,0.6950422363540235,217.54821997880936,1715719438,,False,1,570a34cc,2024-05-14_22-43-58,45.55522871017456,45.55522871017456,33880,AT-MB-PC-E13,127.0.0.1,45.55522871017456,1,128,6,0.001
0.87455,0.90981,0.83153,0.86891,0.963,0.3043411971713608,94.95445351746457,1.0,1.0,1.0,1.0,1.0,0.0001374380392455362,0.04301810628385283,1715719465,,False,2,570a34cc,2024-05-14_22-44-25,26.45223116874695,72.00745987892151,33880,AT-MB-PC-E13,127.0.0.1,72.00745987892151,2,128,6,0.001
1.0,1.0,1.0,1.0,1.0,1.7049249342959134e-05,0.00531936579500325,1.0,1.0,1.0,1.0,1.0,1.3997870198476705e-06,0.00043813333721232084,1715719494,,False,3,570a34cc,2024-05-14_22-44-54,29.38522171974182,101.39268159866333,33880,AT-MB-PC-E13,127.0.0.1,101.39268159866333,3,128,6,0.001
1.0,1.0,1.0,1.0,1.0,5.098543931605985e-07,0.00015907457066610675,1.0,1.0,1.0,1.0,1.0,1.7891946106297051e-07,5.600179131270977e-05,1715719521,,False,4,570a34cc,2024-05-14_22-45-21,26.497700929641724,127.89038252830505,33880,AT-MB-PC-E13,127.0.0.1,127.89038252830505,4,128,6,0.001
1.0,1.0,1.0,1.0,1.0,9.440101741441644e-08,2.9453117433297926e-05,1.0,1.0,1.0,1.0,1.0,4.346546069818521e-08,1.3604689198531972e-05,1715719548,,False,5,570a34cc,2024-05-14_22-45-48,27.069427728652954,154.959810256958,33880,AT-MB-PC-E13,127.0.0.1,154.959810256958,5,128,6,0.001
1.0,1.0,1.0,1.0,1.0,3.3043504283575416e-08,1.030957333647553e-05,1.0,1.0,1.0,1.0,1.0,2.444640782599957e-08,7.651725649537866e-06,1715719574,,False,6,570a34cc,2024-05-14_22-46-14,26.296613454818726,181.25642371177673,33880,AT-MB-PC-E13,127.0.0.1,181.25642371177673,6,128,6,0.001
1.0,1.0,1.0,1.0,1.0,1.5862224385483518e-08,4.949014008270858e-06,1.0,1.0,1.0,1.0,1.0,2.798124493840321e-08,8.758129665720205e-06,1715719601,,False,7,570a34cc,2024-05-14_22-46-41,27.310574531555176,208.5669982433319,33880,AT-MB-PC-E13,127.0.0.1,208.5669982433319,7,128,6,0.001
1.0,1.0,1.0,1.0,1.0,9.056473774975256e-09,2.8256198177922798e-06,1.0,1.0,1.0,1.0,1.0,6.438914184938951e-09,2.0153801398858917e-06,1715719628,,False,8,570a34cc,2024-05-14_22-47-08,26.47204852104187,235.03904676437378,33880,AT-MB-PC-E13,127.0.0.1,235.03904676437378,8,128,6,0.001
1.0,1.0,1.0,1.0,1.0,5.062561486121252e-09,1.5795191836698308e-06,1.0,1.0,1.0,1.0,1.0,4.510811189252076e-09,1.4118839022358998e-06,1715719655,,False,9,570a34cc,2024-05-14_22-47-35,26.88170027732849,261.92074704170227,33880,AT-MB-PC-E13,127.0.0.1,261.92074704170227,9,128,6,0.001
0.98187,0.98843,0.97516,0.98175,0.99297,0.2685741655556818,83.79513965337273,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715719681,,True,10,570a34cc,2024-05-14_22-48-01,26.37978720664978,288.30053424835205,33880,AT-MB-PC-E13,127.0.0.1,288.30053424835205,10,128,6,0.001
