train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/optimizer/base_learning_rate
0.5,0.5,0.99379,0.66528,0.49819,0.6950459392407001,216.85433304309845,0.5,0.5,0.992,0.66488,0.49821,0.6950422355923028,217.54821974039078,1715719515,,False,1,01dd54e4,2024-05-14_22-45-15,43.98476004600525,43.98476004600525,54940,AT-MB-PC-E13,127.0.0.1,43.98476004600525,1,256,6,0.001
0.8746,0.90991,0.83153,0.86896,0.963,0.3045521604371271,95.02027405638364,1.0,1.0,1.0,1.0,1.0,0.00014693985411695713,0.04599217433860758,1715719542,,False,2,01dd54e4,2024-05-14_22-45-42,27.099828481674194,71.08458852767944,54940,AT-MB-PC-E13,127.0.0.1,71.08458852767944,2,256,6,0.001
1.0,1.0,1.0,1.0,1.0,6.727153373439693e-05,0.020988718525131844,1.0,1.0,1.0,1.0,1.0,6.727250192039202e-06,0.00210562931010827,1715719569,,False,3,01dd54e4,2024-05-14_22-46-09,26.18904423713684,97.27363276481628,54940,AT-MB-PC-E13,127.0.0.1,97.27363276481628,3,256,6,0.001
1.0,1.0,1.0,1.0,1.0,3.84807875574412e-06,0.0012006005717921653,1.0,1.0,1.0,1.0,1.0,1.1175513436545082e-06,0.00034979357056386107,1715719595,,False,4,01dd54e4,2024-05-14_22-46-35,26.84341263771057,124.11704540252686,54940,AT-MB-PC-E13,127.0.0.1,124.11704540252686,4,256,6,0.001
1.0,1.0,1.0,1.0,1.0,5.607460812949118e-07,0.0001749527773640125,1.0,1.0,1.0,1.0,1.0,2.585115984237759e-07,8.091413030664185e-05,1715719622,,False,5,01dd54e4,2024-05-14_22-47-02,26.419403076171875,150.53644847869873,54940,AT-MB-PC-E13,127.0.0.1,150.53644847869873,5,256,6,0.001
0.99745,0.9994,0.99549,0.99744,0.99993,0.011821745660773585,3.6883846461613583,1.0,1.0,1.0,1.0,1.0,1.6388537650138944e-08,5.12961228449349e-06,1715719649,,False,6,01dd54e4,2024-05-14_22-47-29,26.89213228225708,177.4285807609558,54940,AT-MB-PC-E13,127.0.0.1,177.4285807609558,6,256,6,0.001
1.0,1.0,1.0,1.0,1.0,5.3312012838501435e-09,1.6633348005612447e-06,1.0,1.0,1.0,1.0,1.0,3.760971727874034e-09,1.1771841508245728e-06,1715719675,,False,7,01dd54e4,2024-05-14_22-47-55,26.169838905334473,203.59841966629028,54940,AT-MB-PC-E13,127.0.0.1,203.59841966629028,7,256,6,0.001
1.0,1.0,1.0,1.0,1.0,1.5462319049785442e-09,4.824243543533058e-07,1.0,1.0,1.0,1.0,1.0,1.4996331070796613e-09,4.69385162515934e-07,1715719703,,False,8,01dd54e4,2024-05-14_22-48-23,28.57931351661682,232.1777331829071,54940,AT-MB-PC-E13,127.0.0.1,232.1777331829071,8,256,6,0.001
1.0,1.0,1.0,1.0,1.0,6.089413044320688e-10,1.899896869828055e-07,1.0,1.0,1.0,1.0,1.0,6.307990431027608e-10,1.9744010049116412e-07,1715719730,,False,9,01dd54e4,2024-05-14_22-48-50,26.507187128067017,258.6849203109741,54940,AT-MB-PC-E13,127.0.0.1,258.6849203109741,9,256,6,0.001
1.0,1.0,1.0,1.0,1.0,2.388005897013538e-10,7.45057839868224e-08,1.0,1.0,1.0,1.0,1.0,3.0944880381953086e-10,9.685747559551316e-08,1715719759,,True,10,01dd54e4,2024-05-14_22-49-19,28.68652057647705,287.3714408874512,54940,AT-MB-PC-E13,127.0.0.1,287.3714408874512,10,256,6,0.001
