train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/optimizer/base_learning_rate
0.4989,0.49943,0.97236,0.65991,0.52658,0.6930285462966332,216.22490644454956,0.4984,0.49918,0.9696,0.65905,0.52729,0.6930285819803184,216.91794615983963,1715718452,,False,1,3af3c7ef,2024-05-14_22-27-32,42.98013615608215,42.98013615608215,33880,AT-MB-PC-E13,127.0.0.1,42.98013615608215,1,64,3,0.001
0.95373,0.94807,0.96004,0.95402,0.99305,0.1818028130008502,56.722477656265255,1.0,1.0,1.0,1.0,1.0,0.0006251269304297697,0.19566472922451794,1715718478,,False,2,3af3c7ef,2024-05-14_22-27-58,25.805843114852905,68.78597927093506,33880,AT-MB-PC-E13,127.0.0.1,68.78597927093506,2,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.00013495674369178,0.04210650403183536,1.0,1.0,1.0,1.0,1.0,2.1052351859308922e-05,0.006589386131963693,1715718505,,False,3,3af3c7ef,2024-05-14_22-28-25,26.305087327957153,95.09106659889221,33880,AT-MB-PC-E13,127.0.0.1,95.09106659889221,3,64,3,0.001
1.0,1.0,1.0,1.0,1.0,8.622516386134148e-06,0.002690225112473854,1.0,1.0,1.0,1.0,1.0,3.5152957083389776e-06,0.0011002875567101,1715718530,,False,4,3af3c7ef,2024-05-14_22-28-50,25.056058645248413,120.14712524414062,33880,AT-MB-PC-E13,127.0.0.1,120.14712524414062,4,64,3,0.001
1.0,1.0,1.0,1.0,1.0,1.9197611904039545e-06,0.0005989654914060338,1.0,1.0,1.0,1.0,1.0,1.0026944612483942e-06,0.0003138433663707474,1715718555,,False,5,3af3c7ef,2024-05-14_22-29-15,25.293778896331787,145.4409041404724,33880,AT-MB-PC-E13,127.0.0.1,145.4409041404724,5,64,3,0.001
1.0,1.0,1.0,1.0,1.0,5.895507292153504e-07,0.00018393982751518934,1.0,1.0,1.0,1.0,1.0,3.515332872504936e-07,0.0001100299189094045,1715718581,,False,6,3af3c7ef,2024-05-14_22-29-41,25.64937949180603,171.09028363227844,33880,AT-MB-PC-E13,127.0.0.1,171.09028363227844,6,64,3,0.001
1.0,1.0,1.0,1.0,1.0,2.0409909787885064e-07,6.36789185382014e-05,1.0,1.0,1.0,1.0,1.0,1.818220002815296e-07,5.691028608811877e-05,1715718606,,False,7,3af3c7ef,2024-05-14_22-30-06,25.38296604156494,196.47324967384338,33880,AT-MB-PC-E13,127.0.0.1,196.47324967384338,7,64,3,0.001
1.0,1.0,1.0,1.0,1.0,1.0944701195052075e-07,3.4147467728562475e-05,1.0,1.0,1.0,1.0,1.0,7.150526518499512e-08,2.2381148002903473e-05,1715718633,,False,8,3af3c7ef,2024-05-14_22-30-33,27.019570112228394,223.49281978607178,33880,AT-MB-PC-E13,127.0.0.1,223.49281978607178,8,64,3,0.001
1.0,1.0,1.0,1.0,1.0,6.263079191310858e-08,1.9540807076889877e-05,1.0,1.0,1.0,1.0,1.0,4.181077439114913e-08,1.3086772384429679e-05,1715718659,,False,9,3af3c7ef,2024-05-14_22-30-59,26.368157386779785,249.86097717285156,33880,AT-MB-PC-E13,127.0.0.1,249.86097717285156,9,64,3,0.001
1.0,1.0,1.0,1.0,1.0,3.010063768786419e-08,9.391398958613628e-06,1.0,1.0,1.0,1.0,1.0,2.9087905912835044e-08,9.104514550717369e-06,1715718685,,True,10,3af3c7ef,2024-05-14_22-31-25,25.253556966781616,275.1145341396332,33880,AT-MB-PC-E13,127.0.0.1,275.1145341396332,10,64,3,0.001
