train_mae,train_r2,train_spearmanr,train_mse,train_rmse,train_mean_loss,train_sum_loss,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,val_ranking_accuracy_0.1,val_ranking_accuracy_0.2,val_ranking_accuracy_0.3,val_ranking_accuracy_0.4,val_ranking_accuracy_0.5,val_ranking_accuracy_0.6,val_ranking_accuracy_0.7,val_ranking_accuracy_0.8,val_ranking_accuracy_0.9,val_ranking_accuracy_1.0,val_ranking_accuracy_1.1,val_ranking_accuracy_1.2,val_ranking_accuracy_1.3,val_ranking_accuracy_1.4,val_ranking_accuracy_1.5,val_ranking_accuracy_1.6,val_ranking_accuracy_1.7,val_ranking_accuracy_1.8,val_ranking_accuracy_1.9,val_ranking_accuracy_2.0,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/model/modules/1/parameter/dropout,config/optimizer/base_learning_rate,logdir
0.6299999952316284,0.22,0.62,0.6800000071525574,0.8199999928474426,0.6306586797611836,196.76550808548927,1.6699999570846558,-3.07,0.53,3.740000009536743,1.9299999475479126,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.79,0.8,0.81,0.82,0.82,0.83,0.82,0.82,0.83,1.6703399202694147,522.8163950443268,1711716384,,True,100,e32b151c,2024-03-29_13-46-24,149.39822602272034,13984.318117380142,16512,AT-MB-PC-EOS,127.0.0.1,13984.318117380142,100,64,3,0.5,1e-05,e32b151c
0.36000001430511475,0.71,0.85,0.25,0.5,0.3632624655579909,113.33788925409317,0.3499999940395355,0.71,0.87,0.27000001072883606,0.5199999809265137,0.86,0.88,0.9,0.91,0.92,0.94,0.94,0.95,0.96,0.96,0.96,0.97,0.97,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.35510744259189875,111.1486295312643,1711724184,,True,100,dd370b27,2024-03-29_15-56-24,248.13739371299744,21777.014222621918,21460,AT-MB-PC-EOS,127.0.0.1,21777.014222621918,100,256,6,0.5,0.001,dd370b27
0.6899999976158142,0.06,0.58,0.8100000023841858,0.8999999761581421,0.6932534634684905,216.29508060216904,2.259999990463257,-6.18,0.41,6.590000152587891,2.569999933242798,0.64,0.65,0.66,0.67,0.67,0.69,0.69,0.7,0.71,0.72,0.72,0.73,0.74,0.75,0.75,0.75,0.75,0.76,0.75,0.75,2.25762552080063,706.6367880105972,1711708632,,True,45,31f162cb,2024-03-29_11-37-12,144.6455683708191,6217.970274925232,17128,AT-MB-PC-EOS,127.0.0.1,6217.970274925232,45,64,3,0.5,1e-05,31f162cb
4.460000038146973,-23.39,0.01,21.15999984741211,4.599999904632568,4.461810922011351,1392.0850076675415,1.7599999904632568,-3.24,0.24,3.890000104904175,1.9700000286102295,0.59,0.59,0.59,0.6,0.6,0.6,0.61,0.61,0.62,0.62,0.63,0.63,0.64,0.64,0.64,0.64,0.65,0.65,0.65,0.64,1.7589253282394652,550.5436277389526,1711703506,,True,5,9a316d66,2024-03-29_10-11-46,215.02587604522705,1084.9277698993683,2452,AT-MB-PC-EOS,127.0.0.1,1084.9277698993683,5,64,6,0.5,1e-05,9a316d66
0.1899999976158142,0.9,0.95,0.07999999821186066,0.28999999165534973,0.18911092219730982,59.002607725560665,0.3400000035762787,0.75,0.88,0.23000000417232513,0.47999998927116394,0.87,0.89,0.91,0.93,0.94,0.95,0.96,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,1.0,1.0,0.34196195891870856,107.03409314155579,1711716514,,True,100,11e3d492,2024-03-29_13-48-34,129.8994710445404,14084.476350784302,12208,AT-MB-PC-EOS,127.0.0.1,14084.476350784302,100,64,3,0.0,0.0001,11e3d492
0.3700000047683716,0.7,0.85,0.25999999046325684,0.5099999904632568,0.36647634064921963,114.34061828255653,0.36000001430511475,0.7,0.86,0.27000001072883606,0.5199999809265137,0.86,0.87,0.89,0.9,0.92,0.93,0.94,0.95,0.95,0.96,0.96,0.96,0.96,0.97,0.97,0.97,0.97,0.97,0.97,0.98,0.35989864513325615,112.64827592670918,1711717701,,True,100,bd16ab5d,2024-03-29_14-08-21,155.42025637626648,14184.708616018295,27172,AT-MB-PC-EOS,127.0.0.1,14184.708616018295,100,256,3,0.5,0.001,bd16ab5d
1.2599999904632568,-1.94,0.22,2.559999942779541,1.600000023841858,1.2580159088739982,392.50096356868744,4.78000020980835,-28.36,0.22,26.950000762939453,5.190000057220459,0.58,0.58,0.58,0.59,0.59,0.59,0.6,0.6,0.6,0.61,0.61,0.61,0.61,0.62,0.62,0.62,0.62,0.62,0.62,0.63,4.777438368660192,1495.3382093906403,1711710228,,True,5,a5974cd3,2024-03-29_12-03-48,308.95831537246704,1585.7071917057037,30776,AT-MB-PC-EOS,127.0.0.1,1585.7071917057037,5,256,10,0.5,0.0001,a5974cd3
2.2699999809265137,-8.91,0.05,8.600000381469727,2.930000066757202,2.274470117229682,709.6346765756607,3.2100000381469727,-13.64,0.17,13.430000305175781,3.6700000762939453,0.57,0.57,0.58,0.58,0.58,0.59,0.59,0.59,0.6,0.6,0.6,0.6,0.6,0.6,0.61,0.61,0.61,0.61,0.61,0.61,3.208018420984189,1004.1097657680511,1711711838,,True,5,efc745cc,2024-03-29_12-30-38,321.67985439300537,1602.181104183197,29560,AT-MB-PC-EOS,127.0.0.1,1602.181104183197,5,256,10,0.2,1e-05,efc745cc
0.38999998569488525,0.67,0.83,0.2800000011920929,0.5299999713897705,0.3944044979527975,123.05420336127281,0.7900000214576721,-0.06,0.84,0.9700000286102295,0.9900000095367432,0.84,0.86,0.88,0.89,0.9,0.92,0.93,0.94,0.94,0.95,0.95,0.96,0.96,0.96,0.96,0.97,0.97,0.97,0.97,0.97,0.7935831960016927,248.39154034852982,1711721814,,True,45,255da9e7,2024-03-29_15-16-54,243.8703646659851,9967.436907529831,16616,AT-MB-PC-EOS,127.0.0.1,9967.436907529831,45,64,6,0.2,0.0001,255da9e7
4.829999923706055,-28.26,0.02,25.389999389648438,5.039999961853027,4.827430151211909,1506.1582071781158,3.299999952316284,-13.97,0.14,13.739999771118164,3.7100000381469727,0.55,0.55,0.55,0.55,0.55,0.55,0.56,0.56,0.55,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.55,0.55,0.55,0.55,3.3030802921746103,1033.864131450653,1711717158,,True,5,3a167ef3,2024-03-29_13-59-18,143.3521375656128,762.8597464561462,21232,AT-MB-PC-EOS,127.0.0.1,762.8597464561462,5,256,3,0.5,1e-05,3a167ef3
