train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/model/modules/1/parameter/dropout,config/optimizer/base_learning_rate,logdir
0.74,0.72,0.67,0.69,0.8,0.5384030806667665,18.30570474267006,0.63,0.6,0.67,0.63,0.65,0.6742898106575013,3.371449053287506,1712673083,,True,100,4a7cdeb7,2024-04-09_16-31-23,15.032051801681519,1472.0868482589722,39384,AT-MB-PC-E13,127.0.0.1,1472.0868482589722,100,64,3,0.5,1e-05,4a7cdeb7
0.84,0.8,0.86,0.83,0.91,0.36205986668081847,12.310035467147827,0.72,0.69,0.74,0.71,0.79,0.6267313718795776,3.133656859397888,1712674450,,True,100,f1701c96,2024-04-09_16-54-10,29.129932403564453,2832.6926729679108,35640,AT-MB-PC-E13,127.0.0.1,2832.6926729679108,100,256,6,0.5,0.001,f1701c96
0.74,0.72,0.67,0.7,0.8,0.5384928671752706,18.308757483959198,0.63,0.6,0.67,0.63,0.65,0.6751870751380921,3.37593537569046,1712673108,,True,100,de6d92a3,2024-04-09_16-31-48,15.384348630905151,1484.4388127326965,35592,AT-MB-PC-E13,127.0.0.1,1484.4388127326965,100,64,3,0.5,1e-05,de6d92a3
0.46,0.44,0.8,0.57,0.52,0.7867275721886579,26.748737454414368,0.39,0.42,0.75,0.54,0.42,0.8013058066368103,4.0065290331840515,1712673229,,True,5,c32b55e7,2024-04-09_16-33-49,28.72663688659668,145.59313035011292,39384,AT-MB-PC-E13,127.0.0.1,145.59313035011292,5,64,6,0.5,1e-05,c32b55e7
0.94,0.94,0.94,0.94,0.99,0.13871542430099318,4.7163244262337685,0.71,0.69,0.71,0.7,0.8,0.6844409465789795,3.4222047328948975,1712674611,,True,100,e7b44dfe,2024-04-09_16-56-51,15.58553147315979,1502.1281027793884,35592,AT-MB-PC-E13,127.0.0.1,1502.1281027793884,100,64,3,0.0,0.0001,e7b44dfe
0.7,0.69,0.61,0.65,0.76,0.5911636659327675,20.099564641714096,0.59,0.57,0.54,0.56,0.62,0.7184960007667541,3.5924800038337708,1712673308,,True,5,cfca18d6,2024-04-09_16-35-08,14.65038251876831,78.899160861969,39384,AT-MB-PC-E13,127.0.0.1,78.899160861969,5,256,3,0.5,0.001,cfca18d6
0.56,0.5,0.5,0.5,0.57,0.698449127814349,23.747270345687866,0.53,1.0,0.01,0.03,0.49,0.8563127756118775,4.281563878059387,1712673548,,True,5,5767d3b4,2024-04-09_16-39-08,47.045910596847534,240.31370544433594,39384,AT-MB-PC-E13,127.0.0.1,240.31370544433594,5,256,10,0.5,0.0001,5767d3b4
0.54,0.49,0.55,0.52,0.57,0.7002171611084658,23.807383477687836,0.5,0.45,0.19,0.27,0.5,0.7089616060256958,3.544808030128479,1712673788,,True,5,9b5abb48,2024-04-09_16-43-08,47.24423837661743,239.8297848701477,39384,AT-MB-PC-E13,127.0.0.1,239.8297848701477,5,256,10,0.2,1e-05,9b5abb48
0.92,0.9,0.93,0.91,0.98,0.185330492170418,6.301236733794212,0.68,0.66,0.68,0.67,0.8,0.6550946831703186,3.275473415851593,1712676712,,True,100,770d2290,2024-04-09_17-31-52,27.961623191833496,2923.4607043266296,39384,AT-MB-PC-E13,127.0.0.1,2923.4607043266296,100,64,6,0.2,0.0001,770d2290
0.49,0.44,0.61,0.51,0.51,0.740653956637663,25.182234525680542,0.54,0.51,0.78,0.62,0.52,0.718071699142456,3.5903584957122803,1712674529,,True,5,8e35fbbb,2024-04-09_16-55-29,15.017490148544312,79.26449060440063,35640,AT-MB-PC-E13,127.0.0.1,79.26449060440063,5,256,3,0.5,1e-05,8e35fbbb
0.81,0.77,0.82,0.79,0.88,0.4276205371407902,14.539098262786865,0.68,0.62,0.88,0.72,0.68,0.7601978778839111,3.8009893894195557,1712676682,,True,45,b665ab52,2024-04-09_17-31-22,48.146695137023926,2151.9174993038177,35640,AT-MB-PC-E13,127.0.0.1,2151.9174993038177,45,256,10,0.2,0.001,b665ab52
0.46,0.44,0.8,0.57,0.52,0.7867340077372158,26.748956263065338,0.39,0.42,0.75,0.54,0.42,0.8013270616531372,4.006635308265686,1712674762,,True,5,8824fc32,2024-04-09_16-59-22,29.671736478805542,151.38288068771362,35592,AT-MB-PC-E13,127.0.0.1,151.38288068771362,5,128,6,0.5,1e-05,8824fc32
0.81,0.76,0.83,0.79,0.89,0.42240317647947984,14.361708000302315,0.52,0.0,0.0,0.0,0.65,1.9429120302200318,9.714560151100159,1712674996,,True,15,542a16f7,2024-04-09_17-03-16,15.378119707107544,233.91781497001648,35592,AT-MB-PC-E13,127.0.0.1,233.91781497001648,15,128,3,0.0,0.001,542a16f7
