train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,test_accuracy,test_precision,test_recall,test_f1,test_auc,test_mean_loss,test_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/parameter/dropout,config/model/modules/1/times,config/optimizer/base_learning_rate
0.54,0.48,0.42,0.45,0.55,0.860358839525896,29.252200543880463,0.5,0.43,0.12,0.19,0.47,1.0354009509086608,5.177004754543304,0.49,0.0,0.0,0.0,0.5,0.9600367188453675,9.600367188453674,1713003793,,False,1,1e0da402,2024-04-13_12-23-13,15.2996244430542,15.2996244430542,46484,AT-MB-PC-E13,127.0.0.1,15.2996244430542,1,64,0.0,3,0.0001
0.57,0.51,0.55,0.53,0.61,0.7662310880773208,26.051856994628906,0.55,0.56,0.26,0.36,0.53,0.8028570294380188,4.014285147190094,0.57,0.61,0.3,0.4,0.59,0.7345111250877381,7.34511125087738,1713003802,,False,2,1e0da402,2024-04-13_12-23-22,9.636007308959961,24.93563175201416,46484,AT-MB-PC-E13,127.0.0.1,24.93563175201416,2,64,0.0,3,0.0001
0.67,0.64,0.6,0.61,0.72,0.6009715164408964,20.43303155899048,0.58,0.55,0.62,0.58,0.6,0.7480834245681762,3.7404171228408813,0.68,0.66,0.69,0.68,0.71,0.632550197839737,6.325501978397369,1713003811,,False,3,1e0da402,2024-04-13_12-23-31,9.215945482254028,34.15157723426819,46484,AT-MB-PC-E13,127.0.0.1,34.15157723426819,3,64,0.0,3,0.0001
0.73,0.7,0.71,0.7,0.8,0.5504441305118448,18.715100437402725,0.61,0.59,0.6,0.59,0.65,0.6913207173347473,3.4566035866737366,0.66,0.65,0.67,0.66,0.72,0.622111377120018,6.22111377120018,1713003821,,False,4,1e0da402,2024-04-13_12-23-41,9.112308025360107,43.263885259628296,46484,AT-MB-PC-E13,127.0.0.1,43.263885259628296,4,64,0.0,3,0.0001
0.74,0.72,0.7,0.71,0.84,0.495239727637347,16.8381507396698,0.63,0.59,0.74,0.65,0.69,0.6951011419296265,3.4755057096481323,0.67,0.62,0.79,0.7,0.74,0.6173340916633606,6.173340916633606,1713003830,,False,5,1e0da402,2024-04-13_12-23-50,9.181816101074219,52.445701360702515,46484,AT-MB-PC-E13,127.0.0.1,52.445701360702515,5,64,0.0,3,0.0001
0.78,0.75,0.75,0.75,0.85,0.47542006478590126,16.164282202720642,0.63,0.6,0.65,0.63,0.67,0.7742681562900543,3.8713407814502716,0.68,0.65,0.74,0.69,0.75,0.5913268029689789,5.913268029689789,1713003839,,False,6,1e0da402,2024-04-13_12-23-59,9.176865816116333,61.62256717681885,46484,AT-MB-PC-E13,127.0.0.1,61.62256717681885,6,64,0.0,3,0.0001
0.78,0.74,0.78,0.76,0.87,0.46662525569691377,15.865258693695068,0.68,0.68,0.64,0.66,0.7,0.7026028513908387,3.513014256954193,0.67,0.66,0.66,0.66,0.71,0.6487493991851807,6.487493991851807,1713003848,,False,7,1e0da402,2024-04-13_12-24-08,8.847670793533325,70.47023797035217,46484,AT-MB-PC-E13,127.0.0.1,70.47023797035217,7,64,0.0,3,0.0001
0.79,0.76,0.79,0.77,0.88,0.45271769253646627,15.392401546239853,0.64,0.63,0.61,0.62,0.66,0.7878324866294861,3.9391624331474304,0.7,0.66,0.76,0.71,0.77,0.608690720796585,6.086907207965851,1713003857,,False,8,1e0da402,2024-04-13_12-24-17,9.004533529281616,79.47477149963379,46484,AT-MB-PC-E13,127.0.0.1,79.47477149963379,8,64,0.0,3,0.0001
0.79,0.77,0.76,0.77,0.88,0.4455652605084812,15.14921885728836,0.59,0.61,0.39,0.47,0.68,0.7069558799266815,3.5347793996334076,0.64,0.68,0.48,0.56,0.67,0.7340822815895081,7.340822815895081,1713003865,,False,9,1e0da402,2024-04-13_12-24-25,8.522928476333618,87.99769997596741,46484,AT-MB-PC-E13,127.0.0.1,87.99769997596741,9,64,0.0,3,0.0001
0.81,0.79,0.79,0.79,0.89,0.41693178608137016,14.175680726766586,0.62,0.58,0.72,0.65,0.68,0.7009410500526428,3.504705250263214,0.73,0.69,0.78,0.73,0.77,0.621581083536148,6.215810835361481,1713003874,,False,10,1e0da402,2024-04-13_12-24-34,8.614263772964478,96.61196374893188,46484,AT-MB-PC-E13,127.0.0.1,96.61196374893188,10,64,0.0,3,0.0001
0.8,0.77,0.8,0.78,0.88,0.439940622624229,14.957981169223785,0.66,0.63,0.68,0.65,0.74,0.6191225290298462,3.095612645149231,0.67,0.66,0.65,0.66,0.72,0.684000837802887,6.84000837802887,1713003883,,False,11,1e0da402,2024-04-13_12-24-43,8.817107677459717,105.4290714263916,46484,AT-MB-PC-E13,127.0.0.1,105.4290714263916,11,64,0.0,3,0.0001
0.81,0.79,0.79,0.79,0.89,0.42269818528610115,14.37173829972744,0.67,0.64,0.68,0.66,0.73,0.6789020776748658,3.3945103883743286,0.65,0.63,0.67,0.65,0.72,0.6729109466075898,6.729109466075897,1713003892,,False,12,1e0da402,2024-04-13_12-24-52,8.929161787033081,114.35823321342468,46484,AT-MB-PC-E13,127.0.0.1,114.35823321342468,12,64,0.0,3,0.0001
0.81,0.78,0.81,0.79,0.91,0.37976105861804066,12.911875993013382,0.7,0.65,0.78,0.71,0.73,0.7272664904594421,3.6363324522972107,0.72,0.68,0.8,0.74,0.78,0.6401913523674011,6.401913523674011,1713003901,,False,13,1e0da402,2024-04-13_12-25-01,9.236255884170532,123.59448909759521,46484,AT-MB-PC-E13,127.0.0.1,123.59448909759521,13,64,0.0,3,0.0001
