train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,test_accuracy,test_precision,test_recall,test_f1,test_auc,test_mean_loss,test_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/modules/1/times
0.5002,0.50025,0.40382,0.44689,0.50008,0.7164689318385236,1232.3265627622604,0.49991,0.49989,0.40324,0.44639,0.49975,0.7206854906329018,264.49157506227493,0.50051,0.50065,0.39603,0.44223,0.49994,0.7217562889399594,263.4410454630852,1713965327,,False,1,1247aa78,2024-04-24_15-28-47,686.7422959804535,686.7422959804535,315383,rey,131.130.125.90,686.7422959804535,1,3
0.89659,0.89999,0.89235,0.89615,0.975,0.1903021824429743,327.3197538019158,0.93101,0.9729,0.88671,0.92781,0.98941,0.12738920485331837,46.75183818116784,0.93988,0.97275,0.9051,0.93771,0.99141,0.1171536454685313,42.761080596013926,1713965889,,False,2,1247aa78,2024-04-24_15-38-09,561.6349561214447,1248.3772521018982,315383,rey,131.130.125.90,1248.3772521018982,2,3
0.96085,0.96259,0.95896,0.96077,0.9957,0.08337189539638212,143.39966008177726,0.93765,0.91196,0.96882,0.93953,0.99094,0.12244478216096924,44.93723505307571,0.95675,0.94508,0.96985,0.95731,0.99513,0.09019456453260978,32.92101605440257,1713966445,,False,3,1247aa78,2024-04-24_15-47-25,556.3520693778992,1804.7293214797974,315383,rey,131.130.125.90,1804.7293214797974,3,3
0.96492,0.96471,0.96513,0.96492,0.99663,0.07328566147825345,126.05133774259593,0.93961,0.91587,0.96814,0.94128,0.99179,0.1113775369637628,40.87555606570095,0.94433,0.9222,0.97054,0.94575,0.99295,0.10619390684073114,38.76077599686687,1713967013,,False,4,1247aa78,2024-04-24_15-56-53,567.8192942142487,2372.548615694046,315383,rey,131.130.125.90,2372.548615694046,4,3
0.96695,0.96792,0.96592,0.96692,0.99695,0.06913258200196609,118.90804104338167,0.93807,0.97665,0.89761,0.93546,0.99138,0.11248646818187608,41.28253382274852,0.94913,0.97934,0.91761,0.94747,0.99418,0.09637477367204193,35.176792390295304,1713967571,,False,5,1247aa78,2024-04-24_16-06-11,557.4418532848358,2929.990468978882,315383,rey,131.130.125.90,2929.990468978882,5,3
0.96793,0.96885,0.96695,0.9679,0.99709,0.06637078315229596,114.15774702194904,0.94259,0.97722,0.9063,0.94043,0.99317,0.10042307378708516,36.85526807986025,0.95341,0.9778,0.92789,0.95219,0.99517,0.08570982212984571,31.284085077393684,1713968125,,False,6,1247aa78,2024-04-24_16-15-25,554.5174598693848,3484.5079288482666,315383,rey,131.130.125.90,3484.5079288482666,6,3
0.9685,0.97034,0.96653,0.96843,0.99723,0.06458376776041236,111.08408054790925,0.9437,0.97798,0.90784,0.9416,0.99317,0.09441355310371101,34.64977398906194,0.95255,0.9769,0.92703,0.95131,0.99533,0.08090083520215209,29.528804848785512,1713968685,,False,7,1247aa78,2024-04-24_16-24-45,559.8609459400177,4044.3688747882843,315383,rey,131.130.125.90,4044.3688747882843,7,3
0.96916,0.96956,0.96873,0.96915,0.99742,0.062669472063431,107.79149194910133,0.93876,0.90849,0.97581,0.94094,0.99258,0.09707407714362569,35.626186311710626,0.95298,0.93176,0.97756,0.95411,0.99551,0.0786296943958517,28.69983845448587,1713969243,,False,8,1247aa78,2024-04-24_16-34-03,558.1746780872345,4602.543552875519,315383,rey,131.130.125.90,4602.543552875519,8,3
0.96842,0.97013,0.96661,0.96837,0.99729,0.06344885060387369,109.13202303866274,0.94957,0.92278,0.98126,0.95112,0.99409,0.0909386010165596,33.37446657307737,0.95349,0.93324,0.97688,0.95456,0.9954,0.08250696184035879,30.115041071730957,1713969800,,False,9,1247aa78,2024-04-24_16-43-20,556.733644247055,5159.277197122574,315383,rey,131.130.125.90,5159.277197122574,9,3
0.96989,0.97247,0.96715,0.9698,0.99763,0.05973890234808794,102.75091203871125,0.94003,0.93558,0.94514,0.94034,0.99241,0.10217901949224517,37.499700153653976,0.94699,0.94614,0.94793,0.94704,0.99406,0.0917527574176696,33.4897564574494,1713970365,,False,10,1247aa78,2024-04-24_16-52-45,564.8505120277405,5724.127709150314,315383,rey,131.130.125.90,5724.127709150314,10,3
0.97024,0.96771,0.97295,0.97032,0.99762,0.05871708490562606,100.99338603767683,0.94847,0.96015,0.93578,0.9478,0.99417,0.09080229728049358,33.32444310194114,0.95649,0.96396,0.94844,0.95614,0.99576,0.07722393235810458,28.186735310708173,1713970926,,False,11,1247aa78,2024-04-24_17-02-06,560.6481170654297,6284.775826215744,315383,rey,131.130.125.90,6284.775826215744,11,3
0.97095,0.97353,0.96822,0.97087,0.99782,0.05728491308602612,98.53005050796492,0.93637,0.99345,0.87853,0.93247,0.9924,0.11678911129879316,42.86160384665709,0.95204,0.99327,0.91024,0.94995,0.99542,0.09622542502754049,35.12228013505228,1713971489,,False,12,1247aa78,2024-04-24_17-11-29,563.5968050956726,6848.372631311417,315383,rey,131.130.125.90,6848.372631311417,12,3
0.97166,0.97654,0.96653,0.97151,0.99795,0.05523998688423426,95.01277744088293,0.93143,0.88611,0.99012,0.93523,0.99088,0.12717925881261477,46.674787984229624,0.94561,0.90872,0.99075,0.94796,0.99359,0.11086338738917233,40.4651363970479,1713972054,,False,13,1247aa78,2024-04-24_17-20-54,564.842027425766,7413.214658737183,315383,rey,131.130.125.90,7413.214658737183,13,3
0.9725,0.97588,0.96895,0.9724,0.99801,0.054340255759801274,93.46523990685819,0.94148,0.98998,0.89199,0.93844,0.99335,0.14024887696477617,51.471337846072856,0.95332,0.99073,0.91521,0.95147,0.99554,0.11186160038612872,40.829484140936984,1713972618,,False,14,1247aa78,2024-04-24_17-30-18,564.0362055301666,7977.250864267349,315383,rey,131.130.125.90,7977.250864267349,14,3
0.97358,0.97384,0.97331,0.97358,0.99829,0.05028569529472935,86.49139590693449,0.9316,0.88346,0.99438,0.93564,0.99061,0.1768382161620012,64.89962533145444,0.95238,0.91696,0.99486,0.95432,0.99562,0.11956859627190007,43.64253763924353,1713973189,,False,15,1247aa78,2024-04-24_17-39-49,571.0223836898804,8548.27324795723,315383,rey,131.130.125.90,8548.27324795723,15,3
