train_accuracy-0_0,train_accuracy-0_5,train_ap,train_auc,train_mean_loss,train_sum_loss,val_accuracy-0_0,val_accuracy-0_5,val_ap,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/model/modules/1/parameter/dropout,config/optimizer/base_learning_rate,logdir
0.08,0.92,0.17,0.65,0.257673340948189,43.80446796119213,0.07,0.93,0.16,0.61,0.2593409061431885,6.483522653579712,1712831694,,True,100,d235939e,2024-04-11_12-34-54,127.89745092391968,12728.788733243942,3206214,jyn,131.130.125.89,12728.788733243942,100,64,3,0.5,1e-05,d235939e
0.08,0.93,0.31,0.79,0.2076864201356383,35.30669142305851,0.07,0.93,0.27,0.76,0.20693573892116546,5.173393473029137,1712839610,,True,100,eb4300bb,2024-04-11_14-46-50,204.38931822776794,20638.648894309998,3206447,jyn,131.130.125.89,20638.648894309998,100,256,6,0.5,0.001,eb4300bb
0.08,0.92,0.17,0.65,0.25767646686119194,43.804999366402626,0.07,0.93,0.16,0.61,0.25926114559173585,6.481528639793396,1712829743,,True,100,d1b41d72,2024-04-11_12-02-23,107.19151878356934,10765.33491230011,3206631,jyn,131.130.125.89,10765.33491230011,100,64,3,0.5,1e-05,d1b41d72
0.08,0.57,0.09,0.51,0.6758650849847233,114.89706444740295,0.07,0.62,0.08,0.51,0.6473618340492249,16.18404585123062,1712830818,,True,5,6c201fd8,2024-04-11_12-20-18,208.3243465423584,1066.7603187561035,3237970,jyn,131.130.125.89,1066.7603187561035,5,64,6,0.5,1e-05,6c201fd8
0.08,0.94,0.55,0.88,0.16555345921831974,28.144088067114353,0.07,0.94,0.39,0.8,0.18778304904699325,4.694576226174831,1712841491,,True,100,82b69bca,2024-04-11_15-18-11,106.25495147705078,10665.228880405426,3238215,jyn,131.130.125.89,10665.228880405426,100,64,3,0.0,0.0001,82b69bca
0.08,0.93,0.4,0.83,0.19134823447641205,32.52919986099005,0.07,0.93,0.34,0.81,0.19328586965799333,4.832146741449833,1712843623,,True,100,505a1a63,2024-04-11_15-53-43,113.33301544189453,11920.651490688324,3238429,jyn,131.130.125.89,11920.651490688324,100,256,3,0.5,0.001,505a1a63
0.08,0.91,0.08,0.48,0.3568874345982776,60.67086388170719,0.07,0.92,0.07,0.46,0.3283279436826706,8.208198592066765,1712841289,,True,5,462b50d7,2024-04-11_15-14-49,334.3369562625885,1673.5578572750092,3247324,jyn,131.130.125.89,1673.5578572750092,5,256,10,0.5,0.0001,462b50d7
0.08,0.74,0.08,0.5,0.5730280834085801,97.41477417945862,0.07,0.79,0.08,0.52,0.5285819876194,13.214549690485,1712842953,,True,5,abafac3f,2024-04-11_15-42-33,330.6606833934784,1657.5103125572205,3252690,jyn,131.130.125.89,1657.5103125572205,5,256,10,0.2,1e-05,abafac3f
0.08,0.92,0.1,0.51,0.3215199466137325,54.658390924334526,0.07,0.93,0.14,0.55,0.29546283423900604,7.386570855975151,1712842756,,True,5,f4678bdf,2024-04-11_15-39-16,247.85323357582092,1256.6487746238708,3253412,jyn,131.130.125.89,1256.6487746238708,5,64,6,0.2,0.0001,f4678bdf
0.08,0.7,0.09,0.5,0.5802950827514424,98.65016406774521,0.07,0.8,0.09,0.48,0.5224118876457214,13.060297191143036,1712843409,,True,5,02e17706,2024-04-11_15-50-09,127.57691597938538,646.6781885623932,3257493,jyn,131.130.125.89,646.6781885623932,5,256,3,0.5,1e-05,02e17706
