train_mae,train_r2,train_spearmanr,train_mse,train_rmse,train_mean_loss,train_sum_loss,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,val_ranking_accuracy_0.1,val_ranking_accuracy_0.2,val_ranking_accuracy_0.3,val_ranking_accuracy_0.4,val_ranking_accuracy_0.5,val_ranking_accuracy_0.6,val_ranking_accuracy_0.7,val_ranking_accuracy_0.8,val_ranking_accuracy_0.9,val_ranking_accuracy_1.0,val_ranking_accuracy_1.1,val_ranking_accuracy_1.2,val_ranking_accuracy_1.3,val_ranking_accuracy_1.4,val_ranking_accuracy_1.5,val_ranking_accuracy_1.6,val_ranking_accuracy_1.7,val_ranking_accuracy_1.8,val_ranking_accuracy_1.9,val_ranking_accuracy_2.0,val_mean_loss,val_sum_loss,test_mae,test_r2,test_spearmanr,test_mse,test_rmse,test_ranking_accuracy_0.1,test_ranking_accuracy_0.2,test_ranking_accuracy_0.3,test_ranking_accuracy_0.4,test_ranking_accuracy_0.5,test_ranking_accuracy_0.6,test_ranking_accuracy_0.7,test_ranking_accuracy_0.8,test_ranking_accuracy_0.9,test_ranking_accuracy_1.0,test_ranking_accuracy_1.1,test_ranking_accuracy_1.2,test_ranking_accuracy_1.3,test_ranking_accuracy_1.4,test_ranking_accuracy_1.5,test_ranking_accuracy_1.6,test_ranking_accuracy_1.7,test_ranking_accuracy_1.8,test_ranking_accuracy_1.9,test_ranking_accuracy_2.0,test_mean_loss,test_sum_loss
4.76,-27.69,-0.47,25.47,5.05,4.7587367136746845,7185.692437648773,4.72,-26.54,-0.48,25.22,5.02,0.33,0.32,0.31,0.3,0.29,0.29,0.28,0.26,0.25,0.24,0.23,0.22,0.22,0.21,0.2,0.19,0.18,0.18,0.18,0.17,4.722963419225481,1530.2401478290558,4.75,-28.36,-0.47,25.35,5.04,0.33,0.32,0.31,0.3,0.29,0.27,0.27,0.26,0.25,0.24,0.23,0.22,0.21,0.2,0.18,0.17,0.15,0.16,0.16,0.14,4.748153844733297,1538.4018456935883
0.55,0.27,0.71,0.65,0.81,0.5499227080518836,830.3832891583443,0.4,0.63,0.83,0.34,0.58,0.83,0.85,0.86,0.88,0.89,0.9,0.91,0.92,0.93,0.94,0.94,0.95,0.95,0.95,0.96,0.96,0.96,0.96,0.96,0.96,0.39865475741249545,129.16414140164852,0.39,0.64,0.83,0.31,0.56,0.83,0.85,0.87,0.89,0.9,0.91,0.92,0.93,0.94,0.94,0.95,0.95,0.95,0.96,0.96,0.96,0.97,0.97,0.97,0.97,0.3913617938021083,126.80122119188309
0.43,0.62,0.81,0.34,0.58,0.42541206222496286,642.3722139596939,0.45,0.61,0.84,0.36,0.6,0.84,0.86,0.88,0.89,0.9,0.92,0.92,0.93,0.94,0.95,0.96,0.96,0.96,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.44702524774604374,144.83618026971817,0.44,0.61,0.84,0.34,0.58,0.84,0.86,0.88,0.89,0.91,0.92,0.94,0.94,0.95,0.96,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.4439605318101836,143.84321230649948
0.41,0.64,0.82,0.32,0.56,0.4124528871664148,622.8038596212864,0.44,0.63,0.84,0.34,0.58,0.84,0.86,0.87,0.89,0.9,0.92,0.93,0.94,0.94,0.95,0.95,0.96,0.96,0.96,0.96,0.96,0.97,0.97,0.97,0.97,0.43821827644183314,141.98272156715393,0.43,0.64,0.84,0.31,0.56,0.84,0.86,0.87,0.89,0.91,0.92,0.93,0.94,0.95,0.96,0.96,0.96,0.97,0.97,0.97,0.97,0.97,0.98,0.98,0.98,0.4287981204228637,138.93059101700783
0.4,0.66,0.83,0.3,0.55,0.4018623256130724,606.8121116757393,0.43,0.65,0.86,0.32,0.57,0.85,0.87,0.89,0.9,0.92,0.93,0.94,0.95,0.95,0.96,0.97,0.97,0.97,0.97,0.98,0.97,0.97,0.98,0.98,0.98,0.42801998767219945,138.67847600579262,0.42,0.65,0.86,0.3,0.55,0.85,0.87,0.89,0.91,0.92,0.93,0.94,0.95,0.96,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.98,0.4235860863585531,137.2418919801712
0.4,0.66,0.83,0.3,0.55,0.39931533692885707,602.9661587625742,0.38,0.67,0.86,0.3,0.55,0.85,0.87,0.89,0.9,0.92,0.93,0.94,0.95,0.95,0.96,0.96,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.38238147526611516,123.89159798622131,0.37,0.69,0.86,0.27,0.52,0.85,0.87,0.88,0.9,0.91,0.93,0.94,0.95,0.95,0.96,0.96,0.97,0.97,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.3727566238814666,120.77314613759518
0.39,0.67,0.84,0.29,0.54,0.3936051074834849,594.3437123000622,0.37,0.7,0.87,0.27,0.52,0.85,0.87,0.89,0.91,0.92,0.93,0.94,0.95,0.96,0.96,0.97,0.97,0.97,0.97,0.97,0.97,0.98,0.97,0.98,0.98,0.36615704170163765,118.6348815113306,0.35,0.72,0.87,0.24,0.49,0.86,0.88,0.9,0.91,0.93,0.94,0.94,0.95,0.96,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.98,0.3542080263112798,114.76340052485466
0.39,0.68,0.84,0.28,0.53,0.3870205144120368,584.4009767621756,0.37,0.7,0.87,0.27,0.52,0.85,0.87,0.89,0.91,0.92,0.93,0.94,0.95,0.96,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.3750016883843475,121.50054703652859,0.37,0.71,0.87,0.25,0.5,0.85,0.87,0.89,0.9,0.92,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.36676924648108306,118.83323585987091
0.39,0.68,0.84,0.28,0.53,0.38610625872943577,583.020450681448,0.39,0.69,0.88,0.28,0.53,0.86,0.88,0.9,0.91,0.93,0.94,0.95,0.96,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.3947238011492623,127.89051157236099,0.39,0.7,0.88,0.26,0.51,0.86,0.88,0.91,0.92,0.93,0.94,0.95,0.96,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.3855421257055836,124.91564872860909
0.38,0.7,0.85,0.27,0.52,0.3764133278502534,568.3841250538826,0.38,0.68,0.88,0.29,0.54,0.87,0.88,0.91,0.92,0.93,0.94,0.95,0.96,0.96,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.37759062703009005,122.33936315774918,0.36,0.7,0.88,0.26,0.51,0.87,0.88,0.9,0.92,0.93,0.94,0.95,0.96,0.96,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.36416217160445674,117.98854359984398
