train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,test_accuracy,test_precision,test_recall,test_f1,test_auc,test_mean_loss,test_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/modules/1/times
0.5002,0.50025,0.40382,0.44689,0.50008,0.7164689315612927,1232.3265622854233,0.49991,0.49989,0.40324,0.44639,0.49975,0.7206855028136875,264.4915795326233,0.50051,0.50065,0.39603,0.44223,0.49994,0.7217562993911848,263.44104927778244,1713965326,,False,1,7773346a,2024-04-24_15-28-46,691.3290321826935,691.3290321826935,315248,rey,131.130.125.90,691.3290321826935,1,3
0.89653,0.9,0.89219,0.89608,0.97492,0.19081592833884548,328.2033967428142,0.93245,0.96518,0.89727,0.92999,0.98986,0.1239052654754076,45.47323242947459,0.94279,0.97086,0.91298,0.94103,0.99239,0.10815579915380948,39.47686669114046,1713965884,,False,2,7773346a,2024-04-24_15-38-04,558.4526226520538,1249.7816548347473,315248,rey,131.130.125.90,1249.7816548347473,2,3
0.95981,0.9602,0.95939,0.95979,0.99549,0.08538910619397432,146.86926265363581,0.93254,0.90456,0.96712,0.93479,0.99021,0.12333805357868598,45.265065663377754,0.95341,0.94043,0.96814,0.95409,0.99442,0.0982594477808524,35.864698440011125,1713966441,,False,3,7773346a,2024-04-24_15-47-21,556.9669287204742,1806.7485835552216,315248,rey,131.130.125.90,1806.7485835552216,3,3
0.96496,0.96406,0.96593,0.965,0.99664,0.07266298293408993,124.98033064663468,0.93756,0.95308,0.92044,0.93648,0.99143,0.10760938528749447,39.49264440051047,0.9445,0.95638,0.93148,0.94377,0.99294,0.10342557984133162,37.75033664208604,1713966999,,False,4,7773346a,2024-04-24_15-56-39,557.4768550395966,2364.225438594818,315248,rey,131.130.125.90,2364.225438594818,4,3
0.96684,0.96824,0.96535,0.96679,0.99697,0.06838274215145691,117.6183165005059,0.93433,0.90475,0.97087,0.93664,0.99144,0.11745128532963119,43.104621715974645,0.9481,0.92523,0.97499,0.94946,0.99419,0.09680217624692189,35.33279433012649,1713967559,,False,5,7773346a,2024-04-24_16-05-59,559.8306796550751,2924.056118249893,315248,rey,131.130.125.90,2924.056118249893,5,3
0.96735,0.96822,0.96642,0.96732,0.99713,0.06636850058114147,114.15382099956332,0.94336,0.97779,0.90733,0.94124,0.99353,0.0907280879075847,33.297208262083586,0.95486,0.97942,0.92926,0.95368,0.99534,0.08006233200223555,29.222751180815976,1713968121,,False,6,7773346a,2024-04-24_16-15-21,561.8924562931061,3485.9485745429993,315248,rey,131.130.125.90,3485.9485745429993,6,3
0.96875,0.96938,0.96808,0.96873,0.99725,0.06419263138088227,110.4113259751175,0.9431,0.9175,0.97376,0.94479,0.99325,0.09660017725077238,35.452265051033464,0.95649,0.93832,0.97722,0.95738,0.99566,0.07868882195469094,28.721420013462193,1713968687,,False,7,7773346a,2024-04-24_16-24-47,566.0176393985748,4051.966213941574,315248,rey,131.130.125.90,4051.966213941574,7,3
0.96872,0.96747,0.97006,0.96876,0.99736,0.06344923425996629,109.13268292714201,0.93859,0.89909,0.98807,0.94148,0.99203,0.10762674108303688,39.49901397747453,0.95247,0.92366,0.98647,0.95403,0.99471,0.09094986765440521,33.196701693857904,1713969251,,False,8,7773346a,2024-04-24_16-34-11,564.1280994415283,4616.094313383102,315248,rey,131.130.125.90,4616.094313383102,8,3
0.96867,0.96823,0.96913,0.96868,0.99736,0.06268424309233778,107.81689811882097,0.94838,0.92452,0.97649,0.94979,0.99376,0.09367976275240789,34.38047293013369,0.95615,0.93456,0.98099,0.95721,0.99541,0.08538575402444247,31.165800218921504,1713969810,,False,9,7773346a,2024-04-24_16-43-30,559.2605605125427,5175.354873895645,315248,rey,131.130.125.90,5175.354873895645,9,3
0.97003,0.96999,0.97008,0.97003,0.99761,0.059903169672077976,103.03345183597412,0.93876,0.93278,0.94566,0.93918,0.9919,0.1120998734514399,41.140653556678444,0.94776,0.94066,0.95581,0.94817,0.99364,0.10247547164597638,37.40354715078138,1713970379,,False,10,7773346a,2024-04-24_16-52-59,569.2145557403564,5744.569429636002,315248,rey,131.130.125.90,5744.569429636002,10,3
0.97025,0.968,0.97266,0.97032,0.9976,0.060484896694529305,104.0340223145904,0.94591,0.92582,0.96951,0.94716,0.99379,0.08918228294652486,32.72989784137462,0.95461,0.93494,0.97722,0.95561,0.99547,0.07853791999701595,28.666340798910824,1713970938,,False,11,7773346a,2024-04-24_17-02-18,559.0124039649963,6303.581833600998,315248,rey,131.130.125.90,6303.581833600998,11,3
0.97109,0.96857,0.97378,0.97117,0.99785,0.05678385250658446,97.66822631132527,0.93773,0.93961,0.9356,0.9376,0.99139,0.1127539032674331,41.38068249914795,0.95221,0.95005,0.95461,0.95232,0.99405,0.09547016101327967,34.84660876984708,1713971510,,False,12,7773346a,2024-04-24_17-11-50,571.7705690860748,6875.352402687073,315248,rey,131.130.125.90,6875.352402687073,12,3
0.97217,0.97042,0.97404,0.97223,0.99801,0.05487376170672495,94.38287013556692,0.93918,0.90701,0.97871,0.94149,0.99245,0.10419998284205997,38.24139370303601,0.94921,0.92074,0.98304,0.95087,0.99416,0.0958129082755377,34.97171152057126,1713972074,,False,13,7773346a,2024-04-24_17-21-14,563.970671415329,7439.323074102402,315248,rey,131.130.125.90,7439.323074102402,13,3
0.97316,0.97082,0.97564,0.97322,0.99814,0.05261996723332887,90.50634364132566,0.94344,0.91661,0.97564,0.94521,0.99314,0.10145010994245497,37.23219034888098,0.95307,0.93432,0.97465,0.95406,0.99504,0.08775749338789977,32.031485086583416,1713972652,,False,14,7773346a,2024-04-24_17-30-52,578.0577039718628,8017.3807780742645,315248,rey,131.130.125.90,8017.3807780742645,14,3
0.97351,0.96613,0.98143,0.97372,0.99828,0.050085733590834895,86.14746177623601,0.9345,0.90235,0.97445,0.93701,0.99151,0.10393347484897061,38.14358526957221,0.95392,0.93715,0.97311,0.95479,0.99553,0.07953431979435725,29.0300267249404,1713973223,,False,15,7773346a,2024-04-24_17-40-23,571.1603593826294,8588.541137456894,315248,rey,131.130.125.90,8588.541137456894,15,3
0.9745,0.9689,0.98047,0.97465,0.99835,0.0494869772414753,85.11760085533751,0.94387,0.91788,0.97496,0.94556,0.99348,0.09342106513459203,34.28553090439527,0.95683,0.93779,0.97859,0.95775,0.99559,0.08187191498614146,29.883248969941633,1713974152,,False,16,7773346a,2024-04-24_17-55-52,928.5523221492767,9517.09345960617,315248,rey,131.130.125.90,9517.09345960617,16,3
0.97496,0.97572,0.97416,0.97494,0.99842,0.048439914292933726,83.31665258384601,0.93782,0.95072,0.92351,0.93692,0.99218,0.09642697289330794,35.388699051844014,0.95058,0.95566,0.94502,0.95031,0.99494,0.08424690375872011,30.75011987193284,1713974905,,False,17,7773346a,2024-04-24_18-08-25,753.0722227096558,10270.165682315826,315248,rey,131.130.125.90,10270.165682315826,17,3
0.97524,0.98046,0.9698,0.9751,0.99851,0.04646050434466392,79.91206747282195,0.93705,0.99632,0.87734,0.93306,0.99186,0.10915400517832587,40.05951990044559,0.9511,0.99252,0.90904,0.94895,0.99521,0.09698553214444498,35.39971923272242,1713975551,,False,18,7773346a,2024-04-24_18-19-11,646.4766223430634,10916.64230465889,315248,rey,131.130.125.90,10916.64230465889,18,3
0.97538,0.98336,0.96713,0.97518,0.99858,0.04515414688909258,77.66513264923924,0.94514,0.9932,0.89642,0.94234,0.99355,0.09579692608220071,35.15747187216766,0.95615,0.99333,0.91847,0.95443,0.99592,0.08231171764678973,30.04377694107825,1713976186,,False,19,7773346a,2024-04-24_18-29-46,634.5719082355499,11551.21421289444,315248,rey,131.130.125.90,11551.21421289444,19,3
0.97574,0.98226,0.96899,0.97558,0.99863,0.044702675238725766,76.88860141060832,0.94216,0.90184,0.99233,0.94493,0.9932,0.10577866918311779,38.82077159020423,0.9582,0.92924,0.99195,0.95957,0.99614,0.0862124995142974,31.46756232271855,1713976819,,False,20,7773346a,2024-04-24_18-40-19,633.1597828865051,12184.373995780945,315248,rey,131.130.125.90,12184.373995780945,20,3
0.97559,0.97429,0.97696,0.97562,0.99862,0.04470905314375148,76.89957140725255,0.94668,0.99212,0.90051,0.9441,0.99438,0.08402882111166815,30.83857734798221,0.95829,0.99119,0.9248,0.95685,0.99623,0.0705551283442007,25.752621845633257,1713977458,,False,21,7773346a,2024-04-24_18-50-58,639.0516483783722,12823.425644159317,315248,rey,131.130.125.90,12823.425644159317,21,3
0.97597,0.97501,0.97698,0.976,0.9987,0.042848753702068025,73.699856367557,0.93944,0.97426,0.90273,0.93713,0.99272,0.09348350225280709,34.3084453267802,0.95512,0.97857,0.93063,0.95399,0.99568,0.07629742481468096,27.848560057358554,1713978090,,False,22,7773346a,2024-04-24_19-01-30,631.3054645061493,13454.731108665466,315248,rey,131.130.125.90,13454.731108665466,22,3
0.97615,0.97705,0.97522,0.97613,0.99871,0.04248686405346847,73.07740617196578,0.94898,0.9257,0.97632,0.95034,0.99478,0.08374935932645115,30.736014872807573,0.95812,0.93967,0.9791,0.95898,0.99632,0.07541159124089,27.525230802924852,1713978729,,False,23,7773346a,2024-04-24_19-12-09,639.6194055080414,14094.350514173508,315248,rey,131.130.125.90,14094.350514173508,23,3
0.97667,0.97398,0.97951,0.97674,0.99878,0.04150242140519016,71.38416481692707,0.946,0.90741,0.99336,0.94844,0.99398,0.09438481444295038,34.63922690056279,0.95546,0.92368,0.99298,0.95707,0.99582,0.08374901064660113,30.568388886009416,1713979371,,False,24,7773346a,2024-04-24_19-22-51,641.5252106189728,14735.87572479248,315248,rey,131.130.125.90,14735.87572479248,24,3
0.97693,0.98366,0.96999,0.97677,0.99881,0.040813643402094216,70.19946665160205,0.94412,0.92062,0.97206,0.94564,0.99345,0.09214289134464018,33.816441123482946,0.95992,0.94439,0.97739,0.96061,0.99636,0.07206535966074563,26.303856276172155,1713980006,,False,25,7773346a,2024-04-24_19-33-26,635.0106780529022,15370.886402845383,315248,rey,131.130.125.90,15370.886402845383,25,3
