train_mae,train_r2,train_spearmanr,train_mse,train_rmse,train_mean_loss,train_sum_loss,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,val_mean_loss,val_sum_loss,test_mae,test_r2,test_spearmanr,test_mse,test_rmse,test_mean_loss,test_sum_loss
6.48,-48.77,-0.18,44.18,6.65,6.477178957981435,9787.017405509949,6.5,-47.78,-0.23,44.67,6.68,6.497532241138411,2105.200446128845,6.58,-51.94,-0.24,45.71,6.76,6.577202561460895,2131.01362991333
1.4,-3.59,0.29,4.07,2.02,1.4040663097371808,2121.5441940128803,0.73,-0.09,0.57,1.0,1.0,0.7261831907578457,235.283353805542,0.74,-0.23,0.55,1.06,1.03,0.7442672799950765,241.14259871840477
0.64,0.17,0.62,0.74,0.86,0.6400971317393822,967.1867660582066,0.49,0.5,0.77,0.46,0.68,0.4936124019232797,159.93041822314262,0.49,0.48,0.76,0.45,0.67,0.49040253828337166,158.8904224038124
0.53,0.44,0.72,0.5,0.7,0.5252152960439299,793.6003123223782,0.45,0.58,0.79,0.39,0.62,0.45439502136942783,147.2239869236946,0.45,0.56,0.78,0.38,0.62,0.4533455308388781,146.8839519917965
0.48,0.53,0.76,0.42,0.65,0.477216366345641,721.0739295482635,0.44,0.55,0.8,0.41,0.64,0.44381106203352966,143.7947840988636,0.43,0.56,0.8,0.38,0.61,0.43049358006244826,139.47991994023323
0.46,0.57,0.78,0.38,0.62,0.4559165113103224,688.8898485898972,0.42,0.62,0.81,0.34,0.59,0.41911554893041836,135.79343785345554,0.41,0.63,0.81,0.32,0.56,0.41061443210016063,133.03907600045204
0.44,0.6,0.8,0.35,0.59,0.43776819223327246,661.4677384644747,0.42,0.64,0.83,0.33,0.57,0.41535235693057376,134.5741636455059,0.41,0.65,0.82,0.3,0.55,0.408915437390039,132.48860171437263
0.43,0.62,0.8,0.34,0.58,0.4268019099570047,644.897685945034,0.39,0.67,0.84,0.3,0.55,0.38636849885001595,125.18339362740517,0.38,0.69,0.84,0.27,0.52,0.3779903110806589,122.46886079013348
0.42,0.64,0.81,0.32,0.57,0.41683290314982063,629.834516659379,0.46,0.54,0.82,0.42,0.65,0.4633840665129232,150.1364375501871,0.45,0.56,0.82,0.38,0.61,0.44512377946097176,144.22010454535484
0.41,0.64,0.82,0.32,0.56,0.41267831770494867,623.5569380521774,0.42,0.63,0.84,0.34,0.58,0.41667657915824724,135.0032116472721,0.41,0.63,0.83,0.32,0.56,0.40872945659506466,132.42834393680096
0.41,0.65,0.82,0.31,0.55,0.4064298679720559,614.1155305057764,0.38,0.7,0.85,0.28,0.53,0.38198289146393904,123.76245683431625,0.38,0.7,0.85,0.26,0.51,0.37781609686804407,122.41241538524628
0.39,0.68,0.83,0.29,0.54,0.3918132323705148,592.0297941118479,0.42,0.61,0.85,0.35,0.59,0.4192315473876618,135.8310213536024,0.41,0.63,0.84,0.32,0.57,0.4087683477519471,132.44094467163086
0.39,0.68,0.84,0.28,0.53,0.3899178648531476,589.1658937931061,0.43,0.62,0.82,0.35,0.59,0.4262498802976844,138.10496121644974,0.42,0.63,0.82,0.32,0.56,0.42145120692841803,136.55019104480743
0.38,0.69,0.84,0.27,0.52,0.3831247116539511,578.9014393091202,0.4,0.69,0.86,0.28,0.53,0.39846872446345694,129.10386672616005,0.4,0.68,0.86,0.28,0.53,0.3988866613786898,129.23927828669548
0.38,0.7,0.85,0.27,0.52,0.3792351800664855,573.0243570804596,0.38,0.71,0.87,0.27,0.52,0.3784123176225909,122.60559090971947,0.37,0.71,0.87,0.25,0.5,0.3718684958179056,120.48539264500141
0.38,0.7,0.85,0.27,0.52,0.37808959076611276,571.2933716475964,0.42,0.64,0.87,0.33,0.57,0.42129858316462715,136.5007409453392,0.41,0.64,0.86,0.31,0.56,0.4143999309083562,134.2655776143074
0.37,0.71,0.85,0.26,0.51,0.37231797402974864,562.5724587589502,0.37,0.71,0.87,0.26,0.51,0.36731661998747306,119.01058487594128,0.36,0.73,0.87,0.24,0.49,0.3553283590777421,115.12638834118843
0.37,0.72,0.85,0.25,0.5,0.36716409104498393,554.7849415689707,0.36,0.74,0.87,0.24,0.49,0.3612822878323955,117.05546125769615,0.36,0.73,0.87,0.23,0.48,0.35569801025184583,115.24615532159805
0.37,0.72,0.86,0.25,0.5,0.36532783939260904,552.0103653222322,0.46,0.62,0.88,0.35,0.59,0.4623678250261295,149.80717530846596,0.47,0.6,0.87,0.35,0.59,0.465578753731133,150.8475162088871
0.36,0.73,0.86,0.24,0.49,0.3573917073082403,540.0188697427511,0.38,0.7,0.86,0.27,0.52,0.3778888023010007,122.43597194552422,0.38,0.69,0.86,0.27,0.52,0.37518695410754943,121.56057313084602
0.36,0.73,0.86,0.24,0.49,0.3577792615211223,540.6044641584158,0.41,0.69,0.88,0.29,0.54,0.41371907514554485,134.04498034715652,0.41,0.67,0.88,0.28,0.53,0.41284506390860054,133.76180070638657
0.36,0.74,0.86,0.23,0.48,0.3555959184129533,537.3054327219725,0.33,0.76,0.88,0.22,0.47,0.3345640226278776,108.39874333143234,0.33,0.76,0.88,0.21,0.45,0.32764798536160844,106.15794725716114
0.35,0.74,0.87,0.23,0.48,0.35250031473737614,532.6279755681753,0.35,0.76,0.88,0.22,0.47,0.35169420920220423,113.94892378151417,0.35,0.74,0.87,0.22,0.47,0.35211384788523487,114.0848867148161
