train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/modules/1/times
0.5001,0.5001,0.48387,0.49186,0.50006,0.7228142296274503,225.5180396437645,0.5001,0.50011,0.4562,0.47715,0.50008,0.7254426943989226,227.0635633468628,1713407058,,False,1,a79a10a1,2024-04-18_04-24-18,122.0255036354065,122.0255036354065,7324,AT-MB-PC-E13,127.0.0.1,122.0255036354065,1,3
0.57257,0.57141,0.58063,0.57598,0.61891,0.6576942697358437,205.20061215758324,0.7304,0.68222,0.8626,0.76188,0.82992,0.5256926614446,164.5418030321598,1713407153,,False,2,a79a10a1,2024-04-18_04-25-53,94.91492915153503,216.94043278694153,7324,AT-MB-PC-E13,127.0.0.1,216.94043278694153,2,3
0.85547,0.84604,0.86909,0.85741,0.94758,0.2847077331434076,88.82881274074316,0.8817,0.88439,0.8782,0.88128,0.96678,0.23517048742157964,73.60836256295443,1713407249,,False,3,a79a10a1,2024-04-18_04-27-29,95.67698621749878,312.6174190044403,7324,AT-MB-PC-E13,127.0.0.1,312.6174190044403,3,3
0.88647,0.87966,0.89543,0.88748,0.96925,0.21761463473861417,67.89576603844762,0.9053,0.89511,0.9182,0.90651,0.97792,0.1853616197352497,58.018186977133155,1713407345,,False,4,a79a10a1,2024-04-18_04-29-05,96.10316753387451,408.7205865383148,7324,AT-MB-PC-E13,127.0.0.1,408.7205865383148,4,3
0.90825,0.90842,0.90805,0.90823,0.97918,0.1800472812177852,56.17475173994899,0.9144,0.89168,0.9434,0.91681,0.98358,0.1643223435388872,51.432893527671695,1713407440,,False,5,a79a10a1,2024-04-18_04-30-40,95.39569544792175,504.1162819862366,7324,AT-MB-PC-E13,127.0.0.1,504.1162819862366,5,3
0.93129,0.93346,0.92879,0.93112,0.98734,0.14231532229444918,44.40238055586815,0.9348,0.94751,0.9206,0.93386,0.98969,0.12970430709231204,40.59744811989367,1713407523,,False,6,a79a10a1,2024-04-18_04-32-03,82.26704955101013,586.3833315372467,7324,AT-MB-PC-E13,127.0.0.1,586.3833315372467,6,3
0.94646,0.94517,0.94792,0.94654,0.99193,0.114586929196659,35.75112190935761,0.9304,0.96864,0.8896,0.92744,0.98887,0.16062916799957236,50.27692958386615,1713407606,,False,7,a79a10a1,2024-04-18_04-33-26,83.73567819595337,670.1190097332001,7324,AT-MB-PC-E13,127.0.0.1,670.1190097332001,7,3
0.95102,0.95284,0.94902,0.95092,0.99309,0.10542160492070998,32.891540735261515,0.9493,0.94459,0.9546,0.94957,0.99339,0.10546810258426867,33.011516108876094,1713407718,,False,8,a79a10a1,2024-04-18_04-35-18,111.50419735908508,781.6232070922852,7324,AT-MB-PC-E13,127.0.0.1,781.6232070922852,8,3
0.95423,0.9567,0.95152,0.9541,0.99371,0.10050141499138987,31.356441477313638,0.9372,0.9655,0.9068,0.93523,0.98995,0.1399132740912965,43.7928547905758,1713407833,,False,9,a79a10a1,2024-04-18_04-37-13,114.90230226516724,896.5255093574524,7324,AT-MB-PC-E13,127.0.0.1,896.5255093574524,9,3
0.95448,0.95681,0.95192,0.95436,0.99419,0.09651322945212133,30.112127589061856,0.9493,0.95338,0.9448,0.94907,0.99228,0.12442860754538541,38.946154161705635,1713407948,,True,10,a79a10a1,2024-04-18_04-39-08,115.06054091453552,1011.5860502719879,7324,AT-MB-PC-E13,127.0.0.1,1011.5860502719879,10,3
