train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/modules/1/times
0.5001,0.5001,0.48387,0.49186,0.50006,0.7228142300095314,225.51803976297379,0.5001,0.50011,0.4562,0.47715,0.50008,0.7254426667865473,227.0635547041893,1713407731,,False,1,f2d8d84a,2024-04-18_04-35-31,143.33982610702515,143.33982610702515,29012,AT-MB-PC-E13,127.0.0.1,143.33982610702515,1,3
0.57532,0.57402,0.58413,0.57903,0.62296,0.6580252012190146,205.30386278033257,0.7416,0.71178,0.812,0.75859,0.82499,0.5182159654439067,162.2015971839428,1713407846,,False,2,f2d8d84a,2024-04-18_04-37-26,115.56434726715088,258.904173374176,29012,AT-MB-PC-E13,127.0.0.1,258.904173374176,2,3
0.86253,0.85997,0.86609,0.86302,0.94942,0.2821290336835843,88.0242585092783,0.897,0.93819,0.85,0.89192,0.97513,0.20141664530617742,63.04340998083353,1713407954,,False,3,f2d8d84a,2024-04-18_04-39-14,107.96654343605042,366.87071681022644,29012,AT-MB-PC-E13,127.0.0.1,366.87071681022644,3,3
0.90595,0.90603,0.90585,0.90594,0.9761,0.19667225992545867,61.36174509674311,0.9221,0.93115,0.9116,0.92127,0.98494,0.1605806638584874,50.261747787706554,1713408050,,False,4,f2d8d84a,2024-04-18_04-40-50,95.9208869934082,462.79160380363464,29012,AT-MB-PC-E13,127.0.0.1,462.79160380363464,4,3
0.9355,0.93637,0.9345,0.93543,0.98779,0.14141602476294607,44.12179972603917,0.9278,0.95686,0.896,0.92543,0.98552,0.16196617605194402,50.69541310425848,1713408157,,False,5,f2d8d84a,2024-04-18_04-42-37,106.90191626548767,569.6935200691223,29012,AT-MB-PC-E13,127.0.0.1,569.6935200691223,5,3
0.94651,0.94589,0.94722,0.94655,0.99116,0.11973250770153335,37.356542402878404,0.9321,0.94666,0.9158,0.93097,0.98596,0.16152840962681098,50.55839221319184,1713408269,,False,6,f2d8d84a,2024-04-18_04-44-29,111.79069876670837,681.4842188358307,29012,AT-MB-PC-E13,127.0.0.1,681.4842188358307,6,3
0.95167,0.95537,0.94762,0.95148,0.99296,0.10526832807749414,32.84371836017817,0.9452,0.94556,0.9448,0.94518,0.99159,0.12773488203867728,39.98101807810599,1713408381,,False,7,f2d8d84a,2024-04-18_04-46-21,111.71901249885559,793.2032313346863,29012,AT-MB-PC-E13,127.0.0.1,793.2032313346863,7,3
0.95408,0.95586,0.95212,0.95399,0.99312,0.10381137005513152,32.389147457201034,0.9496,0.93872,0.962,0.95022,0.99239,0.13991169721084704,43.792361226995126,1713408485,,False,8,f2d8d84a,2024-04-18_04-48-05,104.52116274833679,897.7243940830231,29012,AT-MB-PC-E13,127.0.0.1,897.7243940830231,8,3
0.95613,0.95963,0.95232,0.95596,0.99468,0.09210649877488135,28.737227617762983,0.9405,0.95991,0.9194,0.93922,0.98989,0.13924534542310518,43.583793117431924,1713408579,,False,9,f2d8d84a,2024-04-18_04-49-39,93.57197713851929,991.2963712215424,29012,AT-MB-PC-E13,127.0.0.1,991.2963712215424,9,3
0.95793,0.9583,0.95753,0.95792,0.99432,0.09430181804689197,29.422167230630293,0.9496,0.92256,0.9816,0.95116,0.99157,0.12983184588735347,40.63736776274163,1713408682,,True,10,f2d8d84a,2024-04-18_04-51-22,103.03172063827515,1094.3280918598175,29012,AT-MB-PC-E13,127.0.0.1,1094.3280918598175,10,3
