train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/modules/1/times
0.5,0.5,0.91997,0.64788,0.49996,0.74396751419856,232.1178644299507,0.4999,0.49995,0.923,0.64858,0.49995,0.7486369348943424,234.32336062192917,1713407010,,False,1,ad3942d5,2024-04-18_04-23-30,78.41715002059937,78.41715002059937,29012,AT-MB-PC-E13,127.0.0.1,78.41715002059937,1,1
0.50025,0.50023,0.54247,0.52049,0.50024,0.6947395020188429,216.758724629879,0.5005,0.50045,0.559,0.52811,0.50064,0.6934631245966536,217.0539579987526,1713407056,,False,2,ad3942d5,2024-04-18_04-24-16,46.25949192047119,124.67664194107056,29012,AT-MB-PC-E13,127.0.0.1,124.67664194107056,2,1
0.50135,0.50127,0.53335,0.51681,0.50196,0.6933718596895536,216.33202022314072,0.504,0.50689,0.2942,0.37231,0.50498,0.693229194647207,216.9807379245758,1713407109,,False,3,ad3942d5,2024-04-18_04-25-09,52.356926679611206,177.03356862068176,29012,AT-MB-PC-E13,127.0.0.1,177.03356862068176,3,1
0.56315,0.56157,0.57602,0.5687,0.60522,0.6658485613954372,207.74475115537643,0.5004,0.5002,0.999,0.66662,0.64382,1.9194968578914484,600.8025165200233,1713407157,,False,4,ad3942d5,2024-04-18_04-25-57,47.73978304862976,224.77335166931152,29012,AT-MB-PC-E13,127.0.0.1,224.77335166931152,4,1
0.66241,0.65917,0.67258,0.66581,0.76248,0.54224990031276,169.1819688975811,0.6588,0.76379,0.4598,0.57403,0.7591,0.6193852527453877,193.86758410930634,1713407210,,False,5,ad3942d5,2024-04-18_04-26-50,53.07185125350952,277.84520292282104,29012,AT-MB-PC-E13,127.0.0.1,277.84520292282104,5,1
0.67062,0.66641,0.68329,0.67474,0.77538,0.5223473680134003,162.9723788201809,0.6626,0.64857,0.7098,0.67781,0.76836,0.5318597147639949,166.47209072113037,1713407257,,False,6,ad3942d5,2024-04-18_04-27-37,46.937726736068726,324.78292965888977,29012,AT-MB-PC-E13,127.0.0.1,324.78292965888977,6,1
0.67313,0.67381,0.67117,0.67249,0.78017,0.5124670771452097,159.88972806930542,0.662,0.66694,0.6472,0.65692,0.76551,0.5293957046426523,165.70085555315018,1713407310,,False,7,ad3942d5,2024-04-18_04-28-30,53.1196231842041,377.9025528430939,29012,AT-MB-PC-E13,127.0.0.1,377.9025528430939,7,1
0.67443,0.67582,0.67047,0.67314,0.78408,0.5028069298236798,156.8757621049881,0.6666,0.61762,0.8748,0.72405,0.77525,0.5230130142868518,163.7030734717846,1713407357,,False,8,ad3942d5,2024-04-18_04-29-17,47.07926797866821,424.9818208217621,29012,AT-MB-PC-E13,127.0.0.1,424.9818208217621,8,1
0.67728,0.67721,0.67748,0.67735,0.78849,0.49813133105635643,155.4169752895832,0.6693,0.78095,0.4706,0.5873,0.78009,0.526032041532163,164.64802899956703,1713407410,,False,9,ad3942d5,2024-04-18_04-30-10,53.3153235912323,478.2971444129944,29012,AT-MB-PC-E13,127.0.0.1,478.2971444129944,9,1
0.68379,0.68487,0.68089,0.68287,0.79561,0.48692314527355707,151.9200213253498,0.67,0.67827,0.6468,0.66216,0.77783,0.5401953819651193,169.08115455508232,1713407457,,True,10,ad3942d5,2024-04-18_04-30-57,46.87019371986389,525.1673381328583,29012,AT-MB-PC-E13,127.0.0.1,525.1673381328583,10,1
