train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,test_accuracy,test_precision,test_recall,test_f1,test_auc,test_mean_loss,test_sum_loss
0.45943,0.44788,0.91949,0.60236,0.54746,1.4570188276907976,49.53864014148712,0.47682,0.47682,1.0,0.64574,0.60935,5.549258899688721,27.746294498443604,0.48675,0.48675,1.0,0.65479,0.53586,5.599239540100098,55.99239540100098
0.53396,0.48129,0.59958,0.53396,0.57707,0.8279979895142948,28.151931643486023,0.47682,0.47445,0.90278,0.62201,0.60091,1.250240397453308,6.2512019872665405,0.53311,0.51103,0.94558,0.66348,0.61238,1.226839828491211,12.26839828491211
0.63585,0.59267,0.58263,0.58761,0.68863,0.64351587786394,21.879539847373962,0.5298,0.50459,0.76389,0.60773,0.59089,0.9349390983581543,4.6746954917907715,0.57616,0.53942,0.88435,0.6701,0.61808,0.9223620116710662,9.223620116710663
0.67264,0.65207,0.5678,0.60702,0.72322,0.6116788878160364,20.79708218574524,0.55629,0.52475,0.73611,0.61272,0.61709,0.9534636735916138,4.767318367958069,0.60265,0.56338,0.81633,0.66667,0.58969,0.9714778065681458,9.714778065681458
0.72736,0.69427,0.6928,0.69353,0.78931,0.5585578907938564,18.99096828699112,0.60927,0.56566,0.77778,0.65497,0.65401,0.7961676239967346,3.980838119983673,0.61589,0.58115,0.7551,0.6568,0.62357,0.8504481136798858,8.504481136798859
0.71604,0.69388,0.64831,0.67032,0.78289,0.5834917496232426,19.838719487190247,0.56954,0.53153,0.81944,0.64481,0.65454,0.8813903331756592,4.406951665878296,0.58609,0.54583,0.89116,0.677,0.68765,0.8819499015808105,8.819499015808105
0.72925,0.69556,0.69703,0.6963,0.79778,0.5546672440627042,18.858686298131943,0.63576,0.58947,0.77778,0.67066,0.67581,0.8178513646125793,4.089256823062897,0.63245,0.57965,0.89116,0.70241,0.726,0.7944279938936234,7.9442799389362335
0.75283,0.71605,0.73729,0.72651,0.8294,0.5301641427418765,18.0255808532238,0.63576,0.58252,0.83333,0.68571,0.68214,0.8582609415054321,4.291304707527161,0.57947,0.54,0.91837,0.6801,0.67422,0.9007006466388703,9.007006466388702
0.74528,0.73821,0.66314,0.69866,0.81098,0.5489147252896253,18.66310065984726,0.51656,0.49655,1.0,0.66359,0.66438,1.6865496635437012,8.432748317718506,0.5298,0.50871,0.9932,0.67281,0.67597,1.5437447488307954,15.437447488307953
0.72547,0.68136,0.72034,0.70031,0.81002,0.5448787536691216,18.525877624750137,0.57616,0.54082,0.73611,0.62353,0.5262,1.1344852209091187,5.672426104545593,0.60265,0.56,0.85714,0.67742,0.67716,0.8152692496776581,8.15269249677658
