train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,test_accuracy,test_precision,test_recall,test_f1,test_auc,test_mean_loss,test_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/modules/1/times
0.50007,0.50007,0.52654,0.51297,0.50007,0.7045983876599822,1211.9092267751694,0.50009,0.50008,0.53646,0.51763,0.50007,0.7042669813054784,258.46598213911057,0.50009,0.50008,0.53203,0.51556,0.50008,0.7052712644616218,257.424011528492,1716034523,,False,1,320e88b7,2024-05-18_14-15-23,2696.09939289093,2696.09939289093,25876,AT-MB-PC-E13,127.0.0.1,2696.09939289093,1,3
0.84728,0.85302,0.83915,0.84603,0.94766,0.27143112571238603,466.861536225304,0.94055,0.94648,0.9339,0.94015,0.99141,0.11409561725698757,41.87309153331444,0.9475,0.95285,0.94159,0.94719,0.99347,0.10128361654199966,36.968520037829876,1716037118,,False,2,320e88b7,2024-05-18_14-58-38,2595.009056329727,5291.108449220657,25876,AT-MB-PC-E13,127.0.0.1,5291.108449220657,2,3
0.95133,0.95051,0.95223,0.95137,0.99345,0.10348751294486858,177.99852226517396,0.96354,0.96449,0.96252,0.96351,0.99653,0.07570196331181432,27.782620535435854,0.96463,0.96344,0.96591,0.96467,0.99674,0.07558927208118217,27.590084309631493,1716039764,,False,3,320e88b7,2024-05-18_15-42-44,2645.983924627304,7937.092373847961,25876,AT-MB-PC-E13,127.0.0.1,7937.092373847961,3,3
0.96341,0.96429,0.96246,0.96337,0.99612,0.07914591748040672,136.13097806629958,0.96218,0.96905,0.95486,0.9619,0.99632,0.07700452354593249,28.26066014135722,0.96728,0.97361,0.9606,0.96706,0.99721,0.06739125763279807,24.597809035971295,1716042409,,False,4,320e88b7,2024-05-18_16-26-49,2645.193257331848,10582.28563117981,25876,AT-MB-PC-E13,127.0.0.1,10582.28563117981,4,3
0.96657,0.9672,0.9659,0.96655,0.99676,0.07108951385255137,122.27396382638835,0.96908,0.96662,0.97172,0.96916,0.99771,0.05955284733384878,21.855894971522503,0.97259,0.97357,0.97157,0.97257,0.99816,0.0541460309175245,19.763301284896443,1716045128,,False,5,320e88b7,2024-05-18_17-12-08,2718.986728668213,13301.272359848022,25876,AT-MB-PC-E13,127.0.0.1,13301.272359848022,5,3
0.96842,0.9696,0.96717,0.96838,0.99718,0.06604203962816364,113.59230816044146,0.96993,0.96667,0.97342,0.97004,0.99712,0.07055622871150898,25.894135937123792,0.97234,0.96856,0.97636,0.97245,0.9975,0.06464673224693063,23.596057270129677,1716047865,,False,6,320e88b7,2024-05-18_17-57-45,2737.4002335071564,16038.672593355179,25876,AT-MB-PC-E13,127.0.0.1,16038.672593355179,6,3
0.97029,0.97103,0.96951,0.97027,0.99747,0.06181910579807875,106.32886197269545,0.97189,0.9809,0.96252,0.97163,0.99836,0.053320325305891585,19.568559387262212,0.97311,0.98236,0.96351,0.97285,0.99856,0.048912950024273476,17.85322675885982,1716050546,,False,7,320e88b7,2024-05-18_18-42-26,2680.9062354564667,18719.578828811646,25876,AT-MB-PC-E13,127.0.0.1,18719.578828811646,7,3
0.97101,0.96938,0.97275,0.97106,0.99757,0.059900616312184275,103.02906005695695,0.97104,0.96191,0.98092,0.97132,0.99794,0.055798522756740764,20.47805785172386,0.97268,0.96417,0.98184,0.97293,0.99743,0.06469416376920928,23.613369775761385,1716053277,,False,8,320e88b7,2024-05-18_19-27-57,2730.7659406661987,21450.344769477844,25876,AT-MB-PC-E13,127.0.0.1,21450.344769477844,8,3
0.97099,0.97028,0.97175,0.97102,0.99772,0.058556098862602594,100.71649004367646,0.96618,0.95209,0.98177,0.9667,0.99648,0.0837522380913472,30.737071379524423,0.9696,0.95852,0.98167,0.96996,0.99713,0.07035418345600092,25.679276961440337,1716056236,,False,9,320e88b7,2024-05-18_20-17-16,2958.915502309799,24409.260271787643,25876,AT-MB-PC-E13,127.0.0.1,24409.260271787643,9,3
0.97187,0.97208,0.97164,0.97186,0.99782,0.056610846496193495,97.37065597345281,0.97308,0.96068,0.98654,0.97344,0.99798,0.056130949559818025,20.600058488453215,0.97259,0.95999,0.9863,0.97296,0.998,0.05779470046356237,21.095065669200267,1716059103,,False,10,320e88b7,2024-05-18_21-05-03,2867.241746902466,27276.50201869011,25876,AT-MB-PC-E13,127.0.0.1,27276.50201869011,10,3
