train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/modules/1/times
0.5001,0.50016,0.3144,0.3861,0.49999,0.7299832315781177,227.75476825237274,0.5,0.5,0.3154,0.3868,0.49999,0.7286985213764179,228.0826371908188,1716022031,,False,1,14475585,2024-05-18_10-47-11,431.9850974082947,431.9850974082947,29700,AT-MB-PC-E13,127.0.0.1,431.9850974082947,1,1
0.5001,0.50009,0.56,0.52835,0.50003,0.6951458148467236,216.88549423217773,0.4997,0.49979,0.7,0.58319,0.50005,0.6937515095780833,217.14422249794006,1716022437,,False,2,14475585,2024-05-18_10-53-57,405.29951882362366,837.2846162319183,29700,AT-MB-PC-E13,127.0.0.1,837.2846162319183,2,1
0.5001,0.50009,0.57111,0.53325,0.50005,0.6935267542035152,216.38034731149673,0.5001,0.50007,0.7446,0.59831,0.50015,0.6934334296768847,217.0446634888649,1716022925,,False,3,14475585,2024-05-18_11-02-05,488.2296760082245,1325.5142922401428,29700,AT-MB-PC-E13,127.0.0.1,1325.5142922401428,3,1
0.50015,0.50013,0.5611,0.52886,0.50021,0.6933645886870531,216.32975167036057,0.5,0.5,0.8844,0.63883,0.50038,0.6934589141854843,217.0526401400566,1716023461,,False,4,14475585,2024-05-18_11-11-01,536.3917090892792,1861.906001329422,29700,AT-MB-PC-E13,127.0.0.1,1861.906001329422,4,1
0.50085,0.50077,0.55369,0.5259,0.50082,0.6932742439019375,216.30156409740448,0.5012,0.50178,0.338,0.40392,0.50153,0.6932397804702052,216.98405128717422,1716023921,,False,5,14475585,2024-05-18_11-18-41,459.6711061000824,2321.5771074295044,29700,AT-MB-PC-E13,127.0.0.1,2321.5771074295044,5,1
0.5615,0.55908,0.58193,0.57028,0.60602,0.661208240649639,206.29697108268738,0.6689,0.65841,0.702,0.67951,0.76461,0.6467444668181788,202.43101811408997,1716024371,,False,6,14475585,2024-05-18_11-26-11,449.7210056781769,2771.2981131076813,29700,AT-MB-PC-E13,127.0.0.1,2771.2981131076813,6,1
0.69246,0.68741,0.70593,0.69655,0.79895,0.513148308564455,160.10227227210999,0.6819,0.63986,0.8322,0.72346,0.78632,0.5460082264944387,170.90057489275932,1716024814,,False,7,14475585,2024-05-18_11-33-34,443.70254039764404,3215.0006535053253,29700,AT-MB-PC-E13,127.0.0.1,3215.0006535053253,7,1
0.70292,0.69432,0.72506,0.70936,0.81424,0.4887240229126735,152.48189514875412,0.69,0.713,0.636,0.6723,0.80049,0.5104192716245073,159.76123201847076,1716025264,,False,8,14475585,2024-05-18_11-41-04,449.20659708976746,3664.207250595093,29700,AT-MB-PC-E13,127.0.0.1,3664.207250595093,8,1
0.70478,0.69525,0.72917,0.71181,0.81734,0.4806710267678285,149.9693603515625,0.689,0.69954,0.6626,0.68057,0.79892,0.5063974683086712,158.5024075806141,1716025714,,False,9,14475585,2024-05-18_11-48-34,450.44482946395874,4114.6520800590515,29700,AT-MB-PC-E13,127.0.0.1,4114.6520800590515,9,1
0.71099,0.70581,0.72356,0.71458,0.82455,0.4700416507056126,146.65299502015114,0.6946,0.63685,0.9056,0.74781,0.8068,0.5081029738100192,159.036230802536,1716026162,,True,10,14475585,2024-05-18_11-56-02,448.39459896087646,4563.046679019928,29700,AT-MB-PC-E13,127.0.0.1,4563.046679019928,10,1
