train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/modules/1/times
0.96,0.96,0.97,0.97,1.0,0.08253004039243723,25.749372602440417,0.95,0.97,0.92,0.95,0.99,0.14176126270702433,44.37127522729861,1712412037,,False,11,46698c3a,2024-04-06_16-00-37,74.49357295036316,828.8712329864502,47072,AT-MB-PC-E13,127.0.0.1,828.8712329864502,11,3
0.96,0.96,0.96,0.96,1.0,0.08059782609686805,25.14652174222283,0.96,0.95,0.97,0.96,0.99,0.10972024250951129,34.34243590547703,1712412111,,False,12,46698c3a,2024-04-06_16-01-51,74.58956599235535,903.4607989788055,47072,AT-MB-PC-E13,127.0.0.1,903.4607989788055,12,3
0.97,0.97,0.97,0.97,1.0,0.06875486557057742,21.451518058020156,0.96,0.96,0.96,0.96,0.99,0.10731618802235,33.58996685099555,1712412183,,False,13,46698c3a,2024-04-06_16-03-03,72.12131690979004,975.5821158885956,47072,AT-MB-PC-E13,127.0.0.1,975.5821158885956,13,3
0.97,0.97,0.97,0.97,1.0,0.06514501031704593,20.32524321891833,0.96,0.96,0.96,0.96,0.99,0.09215177209696736,28.843504666350782,1712412256,,False,14,46698c3a,2024-04-06_16-04-16,72.3722186088562,1047.9543344974518,47072,AT-MB-PC-E13,127.0.0.1,1047.9543344974518,14,3
0.97,0.97,0.97,0.97,1.0,0.058741908722507875,18.327475521422457,0.94,0.96,0.92,0.94,0.99,0.1788303357271549,55.97389508259948,1712412328,,False,15,46698c3a,2024-04-06_16-05-28,72.45592880249023,1120.410263299942,47072,AT-MB-PC-E13,127.0.0.1,1120.410263299942,15,3
0.97,0.97,0.97,0.97,1.0,0.05578330286796419,17.40439049480483,0.96,0.96,0.97,0.96,1.0,0.11122411857547868,34.813149114124826,1712412401,,False,16,46698c3a,2024-04-06_16-06-41,72.68406367301941,1193.0943269729614,47072,AT-MB-PC-E13,127.0.0.1,1193.0943269729614,16,3
0.98,0.98,0.97,0.98,1.0,0.054243696627147585,16.924033347670047,0.96,0.96,0.96,0.96,1.0,0.09547424467499763,29.883438583274256,1712412472,,False,17,46698c3a,2024-04-06_16-07-52,71.48789715766907,1264.5822241306305,47072,AT-MB-PC-E13,127.0.0.1,1264.5822241306305,17,3
0.98,0.98,0.98,0.98,1.0,0.04861373109323699,15.16748410108994,0.96,0.96,0.96,0.96,0.99,0.11830042617650481,37.028033393246005,1712412544,,False,18,46698c3a,2024-04-06_16-09-04,71.84193563461304,1336.4241597652435,47072,AT-MB-PC-E13,127.0.0.1,1336.4241597652435,18,3
0.98,0.98,0.98,0.98,1.0,0.05001558606445309,15.604862852109363,0.96,0.97,0.96,0.96,1.0,0.09584652790709543,29.99996323492087,1712412616,,False,19,46698c3a,2024-04-06_16-10-16,71.24272990226746,1407.666889667511,47072,AT-MB-PC-E13,127.0.0.1,1407.666889667511,19,3
0.98,0.98,0.98,0.98,1.0,0.04338863448099754,13.537253958071233,0.96,0.96,0.97,0.96,1.0,0.11550215421683012,36.15217426986783,1712412685,,False,20,46698c3a,2024-04-06_16-11-25,69.78107738494873,1477.4479670524597,47072,AT-MB-PC-E13,127.0.0.1,1477.4479670524597,20,3
0.98,0.98,0.98,0.98,1.0,0.04278375384760343,13.348531200452271,0.96,0.95,0.98,0.97,1.0,0.09909886137770932,31.017943611223018,1712412754,,False,21,46698c3a,2024-04-06_16-12-34,68.77044296264648,1546.2184100151062,47072,AT-MB-PC-E13,127.0.0.1,1546.2184100151062,21,3
0.98,0.98,0.98,0.98,1.0,0.03996963025038452,12.470524638119969,0.96,0.94,0.98,0.96,1.0,0.12888632628381835,40.341420126835146,1712412823,,False,22,46698c3a,2024-04-06_16-13-43,69.286137342453,1615.5045473575592,47072,AT-MB-PC-E13,127.0.0.1,1615.5045473575592,22,3
0.98,0.98,0.98,0.98,1.0,0.041959401914797266,13.091333397416747,0.96,0.96,0.97,0.96,1.0,0.10370139474645793,32.45853655564133,1712412895,,False,23,46698c3a,2024-04-06_16-14-55,71.35365748405457,1686.8582048416138,47072,AT-MB-PC-E13,127.0.0.1,1686.8582048416138,23,3
0.98,0.98,0.98,0.98,1.0,0.0356631535401576,11.126903904529172,0.97,0.98,0.96,0.97,1.0,0.11902743030351846,37.25558568500128,1712412972,,False,24,46698c3a,2024-04-06_16-16-12,77.33849811553955,1764.1967029571533,47072,AT-MB-PC-E13,127.0.0.1,1764.1967029571533,24,3
0.98,0.98,0.98,0.98,1.0,0.03765167790730244,11.747323507078363,0.97,0.98,0.96,0.97,1.0,0.09677596831839858,30.290878083658754,1712413044,,False,25,46698c3a,2024-04-06_16-17-24,71.78684568405151,1835.9835486412048,47072,AT-MB-PC-E13,127.0.0.1,1835.9835486412048,25,3
0.98,0.98,0.98,0.98,1.0,0.03686164840593893,11.500834302652947,0.97,0.97,0.96,0.97,1.0,0.08708172271583924,27.25657921005768,1712413114,,False,26,46698c3a,2024-04-06_16-18-34,69.8458993434906,1905.8294479846954,47072,AT-MB-PC-E13,127.0.0.1,1905.8294479846954,26,3
0.98,0.98,0.99,0.98,1.0,0.03287064303990169,10.255640628449328,0.97,0.96,0.98,0.97,1.0,0.09494060278225057,29.71640867084443,1712413186,,False,27,46698c3a,2024-04-06_16-19-46,72.56728506088257,1978.396733045578,47072,AT-MB-PC-E13,127.0.0.1,1978.396733045578,27,3
0.98,0.98,0.99,0.98,1.0,0.030709033282397658,9.58121838410807,0.97,0.97,0.97,0.97,1.0,0.1017207355160182,31.838590216513694,1712413260,,False,28,46698c3a,2024-04-06_16-21-00,73.56309819221497,2051.959831237793,47072,AT-MB-PC-E13,127.0.0.1,2051.959831237793,28,3
0.99,0.98,0.99,0.99,1.0,0.028735069916027173,8.965341813800478,0.97,0.97,0.97,0.97,1.0,0.125793269046051,39.373293211413966,1712413333,,False,29,46698c3a,2024-04-06_16-22-13,73.35723447799683,2125.31706571579,47072,AT-MB-PC-E13,127.0.0.1,2125.31706571579,29,3
0.99,0.98,0.99,0.99,1.0,0.03047116052518434,9.507002083857515,0.97,0.97,0.96,0.97,1.0,0.10547829164246383,33.01470528409118,1712413407,,False,30,46698c3a,2024-04-06_16-23-27,73.49129939079285,2198.8083651065826,47072,AT-MB-PC-E13,127.0.0.1,2198.8083651065826,30,3
0.99,0.98,0.99,0.99,1.0,0.02729616220708609,8.51640260861086,0.97,0.97,0.97,0.97,1.0,0.10420884891573223,32.61736971062419,1712413479,,False,31,46698c3a,2024-04-06_16-24-39,72.55497884750366,2271.3633439540863,47072,AT-MB-PC-E13,127.0.0.1,2271.3633439540863,31,3
0.99,0.98,0.99,0.99,1.0,0.028432269994680563,8.870868238340336,0.97,0.98,0.96,0.97,1.0,0.11404249838338378,35.695301993999124,1712413550,,False,32,46698c3a,2024-04-06_16-25-50,71.15395832061768,2342.517302274704,47072,AT-MB-PC-E13,127.0.0.1,2342.517302274704,32,3
0.99,0.98,0.99,0.99,1.0,0.02424780403170865,7.5653148578930995,0.97,0.96,0.98,0.97,1.0,0.09669861645726688,30.266666951124535,1712413623,,False,33,46698c3a,2024-04-06_16-27-03,72.55585718154907,2415.073159456253,47072,AT-MB-PC-E13,127.0.0.1,2415.073159456253,33,3
0.99,0.99,0.99,0.99,1.0,0.02574871318230402,8.033598512878854,0.97,0.96,0.98,0.97,1.0,0.11924236742347435,37.32286100354747,1712413692,,False,34,46698c3a,2024-04-06_16-28-12,69.16262340545654,2484.2357828617096,47072,AT-MB-PC-E13,127.0.0.1,2484.2357828617096,34,3
0.99,0.98,0.99,0.99,1.0,0.030557708840544907,9.534005158250011,0.97,0.96,0.98,0.97,1.0,0.09136090453040188,28.59596311801579,1712413763,,False,35,46698c3a,2024-04-06_16-29-23,70.65448141098022,2554.89026427269,47072,AT-MB-PC-E13,127.0.0.1,2554.89026427269,35,3
0.99,0.98,0.99,0.99,1.0,0.02459591219557448,7.673924605019238,0.97,0.96,0.98,0.97,1.0,0.10683759870512756,33.440168394704926,1712413832,,False,36,46698c3a,2024-04-06_16-30-32,69.09083223342896,2623.981096506119,47072,AT-MB-PC-E13,127.0.0.1,2623.981096506119,36,3
0.99,0.98,0.99,0.99,1.0,0.022240126808590516,6.938919564280241,0.96,0.97,0.95,0.96,0.99,0.12613634930598325,39.48067733277276,1712413904,,False,37,46698c3a,2024-04-06_16-31-44,72.31279587745667,2696.2938923835754,47072,AT-MB-PC-E13,127.0.0.1,2696.2938923835754,37,3
0.99,0.98,0.99,0.99,1.0,0.023548857962038684,7.347243684156069,0.96,0.96,0.96,0.96,0.99,0.13931284813570122,43.60492146647448,1712413977,,False,38,46698c3a,2024-04-06_16-32-57,73.26437544822693,2769.5582678318024,47072,AT-MB-PC-E13,127.0.0.1,2769.5582678318024,38,3
0.99,0.98,1.0,0.99,1.0,0.022302185433225017,6.958281855166206,0.97,0.96,0.98,0.97,1.0,0.10943600349779457,34.2534690948097,1712414052,,False,39,46698c3a,2024-04-06_16-34-12,75.0230507850647,2844.581318616867,47072,AT-MB-PC-E13,127.0.0.1,2844.581318616867,39,3
0.99,0.98,1.0,0.99,1.0,0.02226705310324261,6.947320568211694,0.97,0.96,0.98,0.97,1.0,0.12757409338753012,39.93069123029693,1712414124,,False,40,46698c3a,2024-04-06_16-35-24,71.72320222854614,2916.304520845413,47072,AT-MB-PC-E13,127.0.0.1,2916.304520845413,40,3
0.99,0.98,0.99,0.99,1.0,0.020131884940277917,6.2811481013667105,0.97,0.96,0.97,0.97,1.0,0.12362772194455829,38.695476968646744,1712414197,,False,41,46698c3a,2024-04-06_16-36-37,72.76379752159119,2989.0683183670044,47072,AT-MB-PC-E13,127.0.0.1,2989.0683183670044,41,3
0.99,0.98,1.0,0.99,1.0,0.021444967538718045,6.69082987208003,0.97,0.97,0.97,0.97,1.0,0.11754851989105798,36.79268672590115,1712414269,,False,42,46698c3a,2024-04-06_16-37-49,71.5482406616211,3060.6165590286255,47072,AT-MB-PC-E13,127.0.0.1,3060.6165590286255,42,3
0.99,0.98,1.0,0.99,1.0,0.019017911698806796,5.93358845002772,0.97,0.97,0.96,0.97,1.0,0.11470541762048833,35.90279571521285,1712414340,,False,43,46698c3a,2024-04-06_16-39-00,71.51832127571106,3132.1348803043365,47072,AT-MB-PC-E13,127.0.0.1,3132.1348803043365,43,3
0.99,0.99,0.99,0.99,1.0,0.01672391862727251,5.217862611709023,0.97,0.97,0.97,0.97,1.0,0.1535713267489645,48.06782527242589,1712414412,,False,44,46698c3a,2024-04-06_16-40-12,71.7482841014862,3203.8831644058228,47072,AT-MB-PC-E13,127.0.0.1,3203.8831644058228,44,3
0.99,1.0,0.99,0.99,1.0,0.01540394697015552,4.806031454688522,0.97,0.98,0.96,0.97,1.0,0.1403431687530581,43.92741181970719,1712414484,,False,45,46698c3a,2024-04-06_16-41-24,71.88468861579895,3275.7678530216217,47072,AT-MB-PC-E13,127.0.0.1,3275.7678530216217,45,3
0.99,1.0,0.98,0.99,1.0,0.019818032563564205,6.1832261598320315,0.97,0.98,0.96,0.97,1.0,0.11120673035227602,34.80770660026239,1712414555,,False,46,46698c3a,2024-04-06_16-42-35,71.24395632743835,3347.01180934906,47072,AT-MB-PC-E13,127.0.0.1,3347.01180934906,46,3
0.99,1.0,0.98,0.99,1.0,0.0178164474666843,5.558731609605502,0.97,0.98,0.97,0.97,1.0,0.12287910639636716,38.46116030206292,1712414627,,False,47,46698c3a,2024-04-06_16-43-47,71.93262577056885,3418.944435119629,47072,AT-MB-PC-E13,127.0.0.1,3418.944435119629,47,3
0.99,0.99,0.99,0.99,1.0,0.01703838578812431,5.315976365894784,0.97,0.97,0.97,0.97,1.0,0.10774749947243002,33.7249673348706,1712414698,,False,48,46698c3a,2024-04-06_16-44-58,71.07154607772827,3490.015981197357,47072,AT-MB-PC-E13,127.0.0.1,3490.015981197357,48,3
0.99,0.99,1.0,0.99,1.0,0.015775084844389217,4.921826471449435,0.97,0.96,0.98,0.97,1.0,0.14155613947140822,44.30707165455077,1712414769,,False,49,46698c3a,2024-04-06_16-46-09,70.75810885429382,3560.774090051651,47072,AT-MB-PC-E13,127.0.0.1,3560.774090051651,49,3
0.99,0.99,1.0,0.99,1.0,0.01535515660988394,4.790808862283789,0.97,0.97,0.97,0.97,1.0,0.16322385356043717,51.089066164416835,1712414840,,False,50,46698c3a,2024-04-06_16-47-20,71.4906678199768,3632.264757871628,47072,AT-MB-PC-E13,127.0.0.1,3632.264757871628,50,3
0.99,0.99,1.0,0.99,1.0,0.017195092231149352,5.364868776118598,0.97,0.97,0.98,0.97,1.0,0.11973374863420093,37.47666332250489,1712414914,,False,51,46698c3a,2024-04-06_16-48-34,73.91005277633667,3706.1748106479645,47072,AT-MB-PC-E13,127.0.0.1,3706.1748106479645,51,3
0.99,0.99,1.0,0.99,1.0,0.013978609374348321,4.361326124796676,0.97,0.97,0.98,0.97,1.0,0.14448988300921478,45.22533338188423,1712414985,,False,52,46698c3a,2024-04-06_16-49-45,71.3611273765564,3777.535938024521,47072,AT-MB-PC-E13,127.0.0.1,3777.535938024521,52,3
0.99,0.99,0.99,0.99,1.0,0.012271144709533749,3.82859714937453,0.97,0.96,0.98,0.97,1.0,0.13575061760409812,42.48994331008271,1712415058,,False,53,46698c3a,2024-04-06_16-50-58,72.27489614486694,3849.810834169388,47072,AT-MB-PC-E13,127.0.0.1,3849.810834169388,53,3
0.99,0.99,1.0,0.99,1.0,0.011969300534399109,3.734421766732522,0.97,0.97,0.98,0.97,1.0,0.17806936651822755,55.735711720205224,1712415131,,False,54,46698c3a,2024-04-06_16-52-11,73.40356302261353,3923.2143971920013,47072,AT-MB-PC-E13,127.0.0.1,3923.2143971920013,54,3
0.99,0.99,0.99,0.99,1.0,0.014761123272160538,4.605470460914088,0.97,0.98,0.97,0.97,1.0,0.14203389955864512,44.456610561855925,1712415204,,False,55,46698c3a,2024-04-06_16-53-24,72.47745823860168,3995.691855430603,47072,AT-MB-PC-E13,127.0.0.1,3995.691855430603,55,3
0.99,1.0,0.99,0.99,1.0,0.013966893447649228,4.357670755666559,0.97,0.97,0.97,0.97,1.0,0.15450798129089036,48.36099814404868,1712415277,,False,56,46698c3a,2024-04-06_16-54-37,73.7273268699646,4069.4191823005676,47072,AT-MB-PC-E13,127.0.0.1,4069.4191823005676,56,3
0.99,1.0,0.99,0.99,1.0,0.011527670319828051,3.596633139786352,0.97,0.98,0.97,0.97,1.0,0.17140197986907285,53.6488196990198,1712415346,,False,57,46698c3a,2024-04-06_16-55-46,68.40662002563477,4137.825802326202,47072,AT-MB-PC-E13,127.0.0.1,4137.825802326202,57,3
0.99,1.0,0.99,0.99,1.0,0.010125266036578125,3.159083003412375,0.97,0.97,0.97,0.97,1.0,0.19832789856451147,62.076632250692086,1712415415,,False,58,46698c3a,2024-04-06_16-56-55,68.95657134056091,4206.782373666763,47072,AT-MB-PC-E13,127.0.0.1,4206.782373666763,58,3
0.99,1.0,0.99,0.99,1.0,0.009722105503822416,3.033296917192594,0.97,0.97,0.97,0.97,0.99,0.2144046208439496,67.10864632415623,1712415484,,False,59,46698c3a,2024-04-06_16-58-04,68.83917808532715,4275.62155175209,47072,AT-MB-PC-E13,127.0.0.1,4275.62155175209,59,3
0.99,1.0,0.99,0.99,1.0,0.014740666644067497,4.599087992949059,0.97,0.99,0.96,0.97,1.0,0.14424931544104252,45.15003573304631,1712415554,,False,60,46698c3a,2024-04-06_16-59-14,70.21640634536743,4345.837958097458,47072,AT-MB-PC-E13,127.0.0.1,4345.837958097458,60,3
0.99,0.99,0.99,0.99,1.0,0.012233584879455478,3.816878482390109,0.97,0.97,0.98,0.97,1.0,0.15253169048618873,47.74241912217707,1712415623,,False,61,46698c3a,2024-04-06_17-00-23,69.46668219566345,4415.304640293121,47072,AT-MB-PC-E13,127.0.0.1,4415.304640293121,61,3
0.99,0.99,1.0,0.99,1.0,0.010832253117441102,3.379662972641624,0.97,0.96,0.98,0.97,1.0,0.17448409617729174,54.613522103492315,1712415695,,False,62,46698c3a,2024-04-06_17-01-35,71.2541708946228,4486.558811187744,47072,AT-MB-PC-E13,127.0.0.1,4486.558811187744,62,3
0.99,0.99,1.0,0.99,1.0,0.009827029908735754,3.0660333315255555,0.97,0.97,0.98,0.97,1.0,0.19035303030593587,59.58049848575793,1712415766,,False,63,46698c3a,2024-04-06_17-02-46,71.37702465057373,4557.935835838318,47072,AT-MB-PC-E13,127.0.0.1,4557.935835838318,63,3
0.99,0.99,1.0,0.99,1.0,0.010480571741439884,3.269938383329244,0.97,0.97,0.98,0.97,1.0,0.16213729402227542,50.7489730289722,1712415838,,False,64,46698c3a,2024-04-06_17-03-58,72.56570959091187,4630.50154542923,47072,AT-MB-PC-E13,127.0.0.1,4630.50154542923,64,3
0.99,0.99,1.0,0.99,1.0,0.013169571707176492,4.1089063726390656,0.97,0.96,0.98,0.97,0.99,0.20344593687983487,63.678578243388316,1712415910,,False,65,46698c3a,2024-04-06_17-05-10,71.95453000068665,4702.456075429916,47072,AT-MB-PC-E13,127.0.0.1,4702.456075429916,65,3
0.99,0.99,1.0,0.99,1.0,0.010639633118738836,3.3195655330465166,0.97,0.96,0.98,0.97,0.99,0.19871450258249246,62.19763930832014,1712415977,,False,66,46698c3a,2024-04-06_17-06-17,67.0026125907898,4769.458688020706,47072,AT-MB-PC-E13,127.0.0.1,4769.458688020706,66,3
0.99,0.99,1.0,0.99,1.0,0.009739306422911617,3.0386636039484247,0.97,0.96,0.98,0.97,0.99,0.25676995567467814,80.36899612617427,1712416047,,False,67,46698c3a,2024-04-06_17-07-27,69.32575583457947,4838.784443855286,47072,AT-MB-PC-E13,127.0.0.1,4838.784443855286,67,3
0.99,0.99,1.0,0.99,1.0,0.009489476586677105,2.960716695043257,0.97,0.96,0.98,0.97,0.99,0.23694227994002626,74.16293362122822,1712416116,,False,68,46698c3a,2024-04-06_17-08-36,69.25766491889954,4908.042108774185,47072,AT-MB-PC-E13,127.0.0.1,4908.042108774185,68,3
0.99,0.99,1.0,0.99,1.0,0.009333195247975453,2.9119569173683413,0.97,0.97,0.97,0.97,1.0,0.2097082477590991,65.63868154859802,1712416191,,False,69,46698c3a,2024-04-06_17-09-51,75.46036577224731,4983.5024745464325,47072,AT-MB-PC-E13,127.0.0.1,4983.5024745464325,69,3
0.99,0.99,1.0,0.99,1.0,0.010158160506602659,3.1693460780600295,0.97,0.97,0.98,0.97,0.99,0.23470247830425697,73.46187570923243,1712416270,,False,70,46698c3a,2024-04-06_17-11-10,78.18592190742493,5061.688396453857,47072,AT-MB-PC-E13,127.0.0.1,5061.688396453857,70,3
0.99,0.99,1.0,0.99,1.0,0.010387602331187275,3.2409319273304296,0.97,0.97,0.98,0.97,0.99,0.22179276204184242,69.42113451909668,1712416347,,False,71,46698c3a,2024-04-06_17-12-27,76.84083414077759,5138.529230594635,47072,AT-MB-PC-E13,127.0.0.1,5138.529230594635,71,3
0.99,0.99,1.0,0.99,1.0,0.009310626228129448,2.904915383176388,0.97,0.97,0.98,0.97,0.99,0.2213716679521192,69.28933206901331,1712416421,,False,72,46698c3a,2024-04-06_17-13-41,74.5619580745697,5213.091188669205,47072,AT-MB-PC-E13,127.0.0.1,5213.091188669205,72,3
0.99,0.99,1.0,0.99,1.0,0.009001875630189116,2.808585196619004,0.97,0.97,0.98,0.97,0.99,0.22968082978077706,71.89009972138322,1712416495,,False,73,46698c3a,2024-04-06_17-14-55,73.95538854598999,5287.046577215195,47072,AT-MB-PC-E13,127.0.0.1,5287.046577215195,73,3
0.99,0.99,1.0,0.99,1.0,0.008966382498585343,2.797511339558627,0.97,0.97,0.98,0.97,0.99,0.23601533425970422,73.87279962328742,1712416569,,False,74,46698c3a,2024-04-06_17-16-09,74.15858197212219,5361.205159187317,47072,AT-MB-PC-E13,127.0.0.1,5361.205159187317,74,3
0.99,0.99,1.0,0.99,1.0,0.009033070502307932,2.818317996720075,0.97,0.97,0.98,0.97,0.99,0.2461064481347487,77.03131826617634,1712416644,,False,75,46698c3a,2024-04-06_17-17-24,75.17819142341614,5436.383350610733,47072,AT-MB-PC-E13,127.0.0.1,5436.383350610733,75,3
0.99,0.99,1.0,0.99,1.0,0.009029524571045694,2.8172116661662567,0.97,0.97,0.98,0.97,0.99,0.2468388352038856,77.2605554188162,1712416718,,False,76,46698c3a,2024-04-06_17-18-38,74.03422784805298,5510.417578458786,47072,AT-MB-PC-E13,127.0.0.1,5510.417578458786,76,3
0.99,0.99,1.0,0.99,1.0,0.009030789093939466,2.8176061973091135,0.97,0.97,0.98,0.97,0.99,0.2519903860116219,78.87299082163764,1712416793,,False,77,46698c3a,2024-04-06_17-19-53,74.2852234840393,5584.702801942825,47072,AT-MB-PC-E13,127.0.0.1,5584.702801942825,77,3
0.99,0.99,1.0,0.99,1.0,0.009030402500227679,2.8174855800710357,0.97,0.97,0.98,0.97,0.99,0.2673991108141166,83.6959216848185,1712416867,,False,78,46698c3a,2024-04-06_17-21-07,74.02595949172974,5658.728761434555,47072,AT-MB-PC-E13,127.0.0.1,5658.728761434555,78,3
0.99,0.99,1.0,0.99,1.0,0.009028903351004206,2.8170178455133126,0.97,0.97,0.98,0.97,0.99,0.26174637751776125,81.92661616305926,1712416941,,False,79,46698c3a,2024-04-06_17-22-21,74.33269739151001,5733.061458826065,47072,AT-MB-PC-E13,127.0.0.1,5733.061458826065,79,3
0.99,0.99,1.0,0.99,1.0,0.009028897178672347,2.817015919745772,0.97,0.97,0.98,0.97,0.99,0.2628773726668916,82.28061764473708,1712417015,,False,80,46698c3a,2024-04-06_17-23-35,73.76639580726624,5806.827854633331,47072,AT-MB-PC-E13,127.0.0.1,5806.827854633331,80,3
0.99,0.99,1.0,0.99,1.0,0.009030979676596936,2.8176656590982443,0.97,0.97,0.98,0.97,0.99,0.2620592059272095,82.02453145521658,1712417089,,False,81,46698c3a,2024-04-06_17-24-49,74.47693228721619,5881.3047869205475,47072,AT-MB-PC-E13,127.0.0.1,5881.3047869205475,81,3
0.99,0.99,1.0,0.99,1.0,0.0089635773761494,2.7966361413586127,0.97,0.97,0.98,0.97,0.99,0.271127724356584,84.8629777236108,1712417165,,False,82,46698c3a,2024-04-06_17-26-05,75.29107570648193,5956.595862627029,47072,AT-MB-PC-E13,127.0.0.1,5956.595862627029,82,3
0.99,0.99,1.0,0.99,1.0,0.008958408816008663,2.7950235505947028,0.97,0.97,0.98,0.97,0.99,0.27568782991921836,86.29029076471535,1712417241,,False,83,46698c3a,2024-04-06_17-27-21,76.69903922080994,6033.294901847839,47072,AT-MB-PC-E13,127.0.0.1,6033.294901847839,83,3
0.99,0.99,1.0,0.99,1.0,0.009027735137044218,2.816653362757796,0.97,0.97,0.98,0.97,0.99,0.2776727480037137,86.9115701251624,1712417320,,False,84,46698c3a,2024-04-06_17-28-40,78.69012069702148,6111.985022544861,47072,AT-MB-PC-E13,127.0.0.1,6111.985022544861,84,3
0.99,0.99,1.0,0.99,1.0,0.00902689966129788,2.816392694324939,0.97,0.97,0.97,0.97,0.99,0.272778802461784,85.37976517053839,1712417399,,False,85,46698c3a,2024-04-06_17-29-59,78.52605628967285,6190.511078834534,47072,AT-MB-PC-E13,127.0.0.1,6190.511078834534,85,3
0.99,0.99,1.0,0.99,1.0,0.00902619491339192,2.8161728129782793,0.97,0.97,0.98,0.97,0.99,0.2829919332758117,88.57647511532906,1712417479,,False,86,46698c3a,2024-04-06_17-31-19,80.50901556015015,6271.020094394684,47072,AT-MB-PC-E13,127.0.0.1,6271.020094394684,86,3
0.99,0.99,1.0,0.99,1.0,0.009026562560348915,2.8162875188288616,0.97,0.97,0.98,0.97,0.99,0.28072365459075593,87.8665038869066,1712417557,,False,87,46698c3a,2024-04-06_17-32-37,77.80519127845764,6348.8252856731415,47072,AT-MB-PC-E13,127.0.0.1,6348.8252856731415,87,3
0.99,0.99,1.0,0.99,1.0,0.009026251592154538,2.816190496752216,0.97,0.97,0.98,0.97,0.99,0.2814780666422381,88.10263485902053,1712417633,,False,88,46698c3a,2024-04-06_17-33-53,75.65722107887268,6424.482506752014,47072,AT-MB-PC-E13,127.0.0.1,6424.482506752014,88,3
