train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/modules/1/times
0.5,0.5,0.36,0.42,0.5,0.782667990296315,244.19241297245026,0.5,0.5,0.36,0.42,0.5,0.7855982847107105,245.89226311445236,1712411276,,False,1,8516b161,2024-04-06_15-47-56,74.10299229621887,74.10299229621887,46560,AT-MB-PC-E13,127.0.0.1,74.10299229621887,1,1
0.5,0.5,0.56,0.53,0.5,0.6993865855993369,218.2086147069931,0.5,0.5,0.46,0.48,0.5,0.6958042988761927,217.7867455482483,1712411320,,False,2,8516b161,2024-04-06_15-48-40,43.960041522979736,118.06303381919861,46560,AT-MB-PC-E13,127.0.0.1,118.06303381919861,2,1
0.5,0.5,0.55,0.52,0.5,0.6941179610215701,216.56480383872986,0.5,0.5,0.84,0.63,0.5,0.6948391399063623,217.48465079069138,1712411367,,False,3,8516b161,2024-04-06_15-49-27,47.736730098724365,165.79976391792297,46560,AT-MB-PC-E13,127.0.0.1,165.79976391792297,3,1
0.5,0.5,0.54,0.52,0.5,0.694221287774734,216.597041785717,0.5,0.5,0.98,0.66,0.5,0.6955066483241682,217.69358092546463,1712411414,,False,4,8516b161,2024-04-06_15-50-14,46.73366641998291,212.53343033790588,46560,AT-MB-PC-E13,127.0.0.1,212.53343033790588,4,1
0.5,0.5,0.53,0.52,0.5,0.6937456031640371,216.44862818717957,0.5,0.5,0.72,0.59,0.51,0.6932591717844954,216.99012076854706,1712411459,,False,5,8516b161,2024-04-06_15-50-59,45.383851051330566,257.91728138923645,46560,AT-MB-PC-E13,127.0.0.1,257.91728138923645,5,1
0.56,0.56,0.57,0.56,0.6,0.6640071064615861,207.17021721601486,0.61,0.57,0.96,0.71,0.73,0.7498585790300522,234.70573523640633,1712411505,,False,6,8516b161,2024-04-06_15-51-45,45.549673080444336,303.4669544696808,46560,AT-MB-PC-E13,127.0.0.1,303.4669544696808,6,1
0.67,0.67,0.68,0.67,0.78,0.5295858637262614,165.23078948259354,0.67,0.63,0.8,0.71,0.77,0.5437557822980058,170.19555985927582,1712411552,,False,7,8516b161,2024-04-06_15-52-32,46.92654299736023,350.393497467041,46560,AT-MB-PC-E13,127.0.0.1,350.393497467041,7,1
0.69,0.68,0.7,0.69,0.8,0.4926955193663255,153.72100204229355,0.66,0.63,0.78,0.7,0.77,0.5985653989802534,187.35096988081932,1712411599,,False,8,8516b161,2024-04-06_15-53-19,46.70170998573303,397.09520745277405,46560,AT-MB-PC-E13,127.0.0.1,397.09520745277405,8,1
0.7,0.69,0.72,0.7,0.81,0.4804290947623742,149.89387756586075,0.61,0.58,0.77,0.66,0.73,0.6453624411512868,201.99844408035278,1712411647,,False,9,8516b161,2024-04-06_15-54-07,48.40147042274475,445.4966778755188,46560,AT-MB-PC-E13,127.0.0.1,445.4966778755188,9,1
0.7,0.7,0.71,0.7,0.82,0.47009595139668536,146.66993683576584,0.67,0.69,0.61,0.65,0.77,0.5159793013391404,161.50152131915092,1712411692,,False,10,8516b161,2024-04-06_15-54-52,45.3563768863678,490.8530547618866,46560,AT-MB-PC-E13,127.0.0.1,490.8530547618866,10,1
0.7,0.69,0.72,0.71,0.82,0.46706659012498,145.72477611899376,0.67,0.67,0.68,0.67,0.78,0.5142893797863787,160.97257587313652,1712411736,,False,11,8516b161,2024-04-06_15-55-36,43.614279985427856,534.4673347473145,46560,AT-MB-PC-E13,127.0.0.1,534.4673347473145,11,1
