train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/modules/1/times
0.5,0.5,0.01412,0.02747,0.49991,0.9128708189878708,284.8156955242157,0.5,0.5,0.0124,0.0242,0.49991,0.9090668345792606,284.53791922330856,1713385436,,False,1,6695d4e1,2024-04-17_22-23-56,83.97884392738342,83.97884392738342,38540,AT-MB-PC-E13,127.0.0.1,83.97884392738342,1,1
0.49995,0.49994,0.39283,0.43996,0.49993,0.6974330779451591,217.59912031888962,0.5002,0.50021,0.4746,0.48707,0.50018,0.6936989681789288,217.12777704000473,1713385489,,False,2,6695d4e1,2024-04-17_22-24-49,52.22240972518921,136.20125365257263,38540,AT-MB-PC-E13,127.0.0.1,136.20125365257263,2,1
0.50065,0.50079,0.41096,0.45145,0.50117,0.6935024740986335,216.37277191877365,0.5018,0.50365,0.2484,0.33271,0.50281,0.6934050447262895,217.0357789993286,1713385548,,False,3,6695d4e1,2024-04-17_22-25-48,58.8804988861084,195.08175253868103,38540,AT-MB-PC-E13,127.0.0.1,195.08175253868103,3,1
0.54327,0.54814,0.49269,0.51894,0.57403,0.6745454061489838,210.45816671848297,0.6444,0.6016,0.855,0.70626,0.72845,0.6646058692718847,208.02163708209991,1713385599,,False,4,6695d4e1,2024-04-17_22-26-39,51.71884822845459,246.80060076713562,38540,AT-MB-PC-E13,127.0.0.1,246.80060076713562,4,1
0.73027,0.73804,0.71394,0.72579,0.83558,0.47378455135875785,147.82078002393246,0.7483,0.69641,0.8804,0.77767,0.87185,0.6440309188522089,201.5816776007414,1713385656,,False,5,6695d4e1,2024-04-17_22-27-36,56.87932467460632,303.67992544174194,38540,AT-MB-PC-E13,127.0.0.1,303.67992544174194,5,1
0.81701,0.8221,0.80909,0.81555,0.92401,0.32781738281632083,102.2790234386921,0.8099,0.78353,0.8564,0.81835,0.91216,0.3624334936610426,113.44168351590633,1713385707,,False,6,6695d4e1,2024-04-17_22-28-27,50.596317768096924,354.27624320983887,38540,AT-MB-PC-E13,127.0.0.1,354.27624320983887,6,1
0.84645,0.85038,0.84085,0.84559,0.94688,0.27353465055617004,85.34281097352505,0.8114,0.7402,0.9596,0.83574,0.9367,0.3419612329988815,107.0338659286499,1713385764,,False,7,6695d4e1,2024-04-17_22-29-24,57.30145311355591,411.5776963233948,38540,AT-MB-PC-E13,127.0.0.1,411.5776963233948,7,1
0.86038,0.86373,0.85577,0.85973,0.9557,0.25179756201135045,78.56083934754133,0.8251,0.78991,0.8858,0.83511,0.93617,0.33470450056056245,104.76250867545605,1713385815,,False,8,6695d4e1,2024-04-17_22-30-15,51.18180203437805,462.7594983577728,38540,AT-MB-PC-E13,127.0.0.1,462.7594983577728,8,1
0.86779,0.86875,0.86649,0.86762,0.96013,0.23914922687869805,74.6145587861538,0.8352,0.94789,0.7094,0.81148,0.94758,0.30735582075179957,96.20237189531326,1713385873,,False,9,6695d4e1,2024-04-17_22-31-13,57.83364987373352,520.5931482315063,38540,AT-MB-PC-E13,127.0.0.1,520.5931482315063,9,1
0.87435,0.87604,0.8721,0.87407,0.96352,0.2287628972568573,71.37402394413948,0.8422,0.89588,0.7744,0.83072,0.94991,0.2743686249080938,85.87737959623337,1713385924,,True,10,6695d4e1,2024-04-17_22-32-04,50.7000687122345,571.2932169437408,38540,AT-MB-PC-E13,127.0.0.1,571.2932169437408,10,1
