train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/modules/1/times
0.5,0.5,0.9989,0.66642,0.50044,1.0240065350364416,319.4900389313698,0.5,0.5,0.9988,0.6664,0.50046,1.0226620921311669,320.0932348370552,1713385491,,False,1,f336161a,2024-04-17_22-24-51,133.06504082679749,133.06504082679749,39664,AT-MB-PC-E13,127.0.0.1,133.06504082679749,1,3
0.64473,0.63281,0.6896,0.65999,0.72931,0.5749749659727781,179.39218938350677,0.8442,0.83185,0.8628,0.84704,0.94541,0.289185780305832,90.5151492357254,1713385596,,False,2,f336161a,2024-04-17_22-26-36,105.3744866847992,238.43952751159668,39664,AT-MB-PC-E13,127.0.0.1,238.43952751159668,2,3
0.88687,0.88823,0.88512,0.88667,0.96579,0.23335587984333053,72.80703451111913,0.9045,0.87049,0.9504,0.90869,0.97787,0.20722090195828732,64.86014231294394,1713385699,,False,3,f336161a,2024-04-17_22-28-19,103.367755651474,341.8072831630707,39664,AT-MB-PC-E13,127.0.0.1,341.8072831630707,3,3
0.91627,0.91394,0.91907,0.9165,0.98147,0.17396956018936366,54.278502779081464,0.9267,0.92256,0.9316,0.92706,0.98539,0.15369176877716098,48.10552362725139,1713385803,,False,4,f336161a,2024-04-17_22-30-03,103.98794484138489,445.79522800445557,39664,AT-MB-PC-E13,127.0.0.1,445.79522800445557,4,3
0.9351,0.93215,0.9385,0.93532,0.98713,0.14739571980541,45.987464579287916,0.9352,0.9326,0.9382,0.93539,0.98914,0.1366390124121056,42.76801088498905,1713385906,,False,5,f336161a,2024-04-17_22-31-46,102.754647731781,548.5498757362366,39664,AT-MB-PC-E13,127.0.0.1,548.5498757362366,5,3
0.94161,0.93906,0.94451,0.94178,0.99009,0.1276063741220591,39.813188726082444,0.9349,0.93656,0.933,0.93478,0.9871,0.14919637661343946,46.69846588000655,1713385996,,False,6,f336161a,2024-04-17_22-33-16,89.6526288986206,638.2025046348572,39664,AT-MB-PC-E13,127.0.0.1,638.2025046348572,6,3
0.94777,0.94665,0.94902,0.94783,0.99182,0.11578354973477335,36.124467517249286,0.933,0.92939,0.9372,0.93328,0.98906,0.13177017473017635,41.2440646905452,1713386086,,False,7,f336161a,2024-04-17_22-34-46,90.14768266677856,728.3501873016357,39664,AT-MB-PC-E13,127.0.0.1,728.3501873016357,7,3
0.95247,0.95306,0.95182,0.95244,0.99254,0.11082396552098008,34.57707724254578,0.9455,0.949,0.9416,0.94529,0.99194,0.11671420680686308,36.53154673054814,1713386208,,False,8,f336161a,2024-04-17_22-36-48,122.25546193122864,850.6056492328644,39664,AT-MB-PC-E13,127.0.0.1,850.6056492328644,8,3
0.95773,0.95709,0.95843,0.95776,0.99389,0.10000813662265547,31.202538626268506,0.9488,0.95024,0.9472,0.94872,0.99301,0.11351806324975083,35.53115379717201,1713386332,,False,9,f336161a,2024-04-17_22-38-52,123.95720028877258,974.562849521637,39664,AT-MB-PC-E13,127.0.0.1,974.562849521637,9,3
0.95959,0.95798,0.96134,0.95966,0.99455,0.09504928830294655,29.655377950519323,0.9535,0.94192,0.9666,0.9541,0.99215,0.12293637936827712,38.47908674227074,1713386456,,True,10,f336161a,2024-04-17_22-40-56,124.14055323600769,1098.7034027576447,39664,AT-MB-PC-E13,127.0.0.1,1098.7034027576447,10,3
