train_mae,train_r2,train_spearmanr,train_mse,train_rmse,train_mean_loss,train_sum_loss,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,val_ranking_accuracy_0.1,val_ranking_accuracy_0.2,val_ranking_accuracy_0.3,val_ranking_accuracy_0.4,val_ranking_accuracy_0.5,val_ranking_accuracy_0.6,val_ranking_accuracy_0.7,val_ranking_accuracy_0.8,val_ranking_accuracy_0.9,val_ranking_accuracy_1.0,val_ranking_accuracy_1.1,val_ranking_accuracy_1.2,val_ranking_accuracy_1.3,val_ranking_accuracy_1.4,val_ranking_accuracy_1.5,val_ranking_accuracy_1.6,val_ranking_accuracy_1.7,val_ranking_accuracy_1.8,val_ranking_accuracy_1.9,val_ranking_accuracy_2.0,val_mean_loss,val_sum_loss,test_mae,test_r2,test_spearmanr,test_mse,test_rmse,test_ranking_accuracy_0.1,test_ranking_accuracy_0.2,test_ranking_accuracy_0.3,test_ranking_accuracy_0.4,test_ranking_accuracy_0.5,test_ranking_accuracy_0.6,test_ranking_accuracy_0.7,test_ranking_accuracy_0.8,test_ranking_accuracy_0.9,test_ranking_accuracy_1.0,test_ranking_accuracy_1.1,test_ranking_accuracy_1.2,test_ranking_accuracy_1.3,test_ranking_accuracy_1.4,test_ranking_accuracy_1.5,test_ranking_accuracy_1.6,test_ranking_accuracy_1.7,test_ranking_accuracy_1.8,test_ranking_accuracy_1.9,test_ranking_accuracy_2.0,test_mean_loss,test_sum_loss
0.36,0.73,0.86,0.24,0.49,0.3599071916266782,543.4598593562841,0.34,0.75,0.89,0.23,0.48,0.86,0.88,0.9,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.33738278855144244,109.31202349066734,0.33,0.76,0.88,0.21,0.46,0.87,0.89,0.9,0.92,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.0,0.3289742687326155,106.58766306936741
0.35,0.74,0.87,0.23,0.48,0.3486227722456124,526.4203860908747,0.38,0.72,0.9,0.26,0.51,0.87,0.89,0.91,0.93,0.94,0.95,0.96,0.96,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.0,1.0,0.3797922353317708,123.05268424749374,0.38,0.71,0.9,0.25,0.5,0.88,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.3750763752118305,121.52474556863308
0.34,0.76,0.88,0.21,0.46,0.3370686349588514,508.97363878786564,0.32,0.77,0.9,0.21,0.46,0.87,0.89,0.91,0.92,0.94,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.323263127034829,104.73725315928459,0.31,0.78,0.89,0.19,0.44,0.87,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.31379010974441046,101.66799555718899
0.34,0.76,0.88,0.21,0.46,0.3353674131217382,506.40479381382465,0.34,0.76,0.89,0.22,0.47,0.87,0.88,0.9,0.92,0.94,0.94,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,1.0,0.33881071214506653,109.77467073500156,0.33,0.76,0.89,0.2,0.45,0.87,0.89,0.91,0.92,0.94,0.95,0.96,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.32691853125522163,105.92160412669182
0.33,0.77,0.89,0.2,0.45,0.326086527168356,492.3906560242176,0.35,0.76,0.89,0.22,0.47,0.88,0.9,0.92,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.35132261126497644,113.82852604985237,0.35,0.75,0.89,0.22,0.46,0.87,0.89,0.91,0.93,0.94,0.95,0.96,0.96,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.3489028044320919,113.04450863599777
0.32,0.79,0.89,0.19,0.43,0.3159697988372765,477.1143962442875,0.32,0.78,0.9,0.2,0.45,0.87,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,1.0,1.0,1.0,1.0,1.0,0.3229874780884496,104.64794290065765,0.32,0.77,0.9,0.2,0.44,0.88,0.9,0.92,0.93,0.95,0.96,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.3166633598322486,102.59892858564854
0.32,0.79,0.9,0.19,0.43,0.31609231398397725,477.2993941158056,0.33,0.78,0.9,0.21,0.45,0.88,0.9,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.32819083029473267,106.3338290154934,0.33,0.77,0.9,0.2,0.45,0.88,0.9,0.92,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.32600761411918533,105.62646697461605
0.3,0.8,0.9,0.17,0.42,0.30285289604340165,457.30787302553654,0.3,0.81,0.91,0.18,0.42,0.88,0.9,0.92,0.94,0.95,0.96,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,1.0,1.0,1.0,1.0,0.29752179184629596,96.39706055819988,0.29,0.8,0.9,0.17,0.41,0.88,0.9,0.92,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.2899823904865318,93.9542945176363
0.3,0.81,0.91,0.17,0.41,0.29720054555018216,448.77282378077507,0.3,0.8,0.9,0.18,0.43,0.89,0.9,0.92,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,1.0,1.0,1.0,0.30393625878625447,98.47534784674644,0.3,0.79,0.9,0.18,0.42,0.88,0.9,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.2979552786291381,96.53751027584076
0.29,0.82,0.91,0.16,0.4,0.2862365835648499,432.2172411829233,0.31,0.8,0.91,0.19,0.43,0.89,0.91,0.92,0.94,0.95,0.96,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.0,0.30620377763737866,99.21002395451069,0.3,0.79,0.91,0.18,0.42,0.88,0.9,0.92,0.93,0.95,0.95,0.96,0.97,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.30258913830290607,98.03888081014156
0.28,0.83,0.92,0.15,0.39,0.28143463035095606,424.96629182994366,0.32,0.78,0.9,0.21,0.45,0.88,0.89,0.91,0.93,0.94,0.95,0.96,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.3201312314213058,103.72251898050308,0.31,0.78,0.9,0.19,0.44,0.88,0.91,0.92,0.93,0.94,0.96,0.96,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.31094870449584205,100.74738025665283
0.27,0.84,0.92,0.14,0.38,0.2747278811126355,414.83910048007965,0.33,0.78,0.89,0.21,0.45,0.88,0.9,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.0,0.3337700822747048,108.14150665700436,0.33,0.77,0.89,0.2,0.45,0.87,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.3281441062320898,106.31869041919708
0.27,0.84,0.92,0.14,0.37,0.2678033555284241,404.3830668479204,0.34,0.77,0.91,0.21,0.46,0.88,0.9,0.92,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.0,0.3430040011435379,111.13329637050629,0.33,0.76,0.9,0.2,0.45,0.87,0.89,0.92,0.93,0.95,0.96,0.96,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.0,1.0,0.3345829924959459,108.40488956868649
0.26,0.85,0.93,0.13,0.36,0.26007696038839834,392.7162101864815,0.29,0.81,0.91,0.17,0.41,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,1.0,1.0,1.0,1.0,1.0,0.2926210263904966,94.8092125505209,0.29,0.8,0.9,0.17,0.41,0.88,0.9,0.92,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.29087622822434817,94.2438979446888
0.25,0.86,0.93,0.12,0.35,0.25139923613789855,379.6128465682268,0.31,0.8,0.9,0.19,0.43,0.88,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.0,1.0,0.31036812582133727,100.55927276611328,0.3,0.79,0.9,0.18,0.42,0.87,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.3009195319020454,97.4979283362627
0.24,0.87,0.94,0.12,0.34,0.24322278913085824,367.26641158759594,0.29,0.81,0.91,0.17,0.41,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,1.0,1.0,1.0,0.99,1.0,0.99,0.2903870196530112,94.08539436757565,0.29,0.81,0.91,0.17,0.41,0.88,0.9,0.92,0.94,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.2863166055837531,92.76658020913601
0.24,0.87,0.94,0.11,0.33,0.23865307733317875,360.3661467730999,0.32,0.8,0.91,0.18,0.43,0.89,0.91,0.92,0.94,0.95,0.95,0.96,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,1.0,1.0,1.0,1.0,0.31567620679184244,102.27909100055695,0.31,0.79,0.91,0.18,0.43,0.88,0.9,0.92,0.93,0.95,0.96,0.96,0.97,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.31486422853705326,102.01601004600525
0.23,0.88,0.94,0.11,0.33,0.23234786736649393,350.84527972340584,0.28,0.82,0.91,0.16,0.4,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,1.0,0.99,0.99,0.99,1.0,1.0,0.28253381685526285,91.54095666110516,0.28,0.82,0.91,0.16,0.4,0.89,0.91,0.93,0.94,0.96,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.2767024213149224,89.65158450603485
0.23,0.89,0.94,0.1,0.32,0.22765393252206953,343.757438108325,0.28,0.82,0.91,0.16,0.4,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.97,0.98,0.98,0.99,0.99,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.28195951520292845,91.35488292574883,0.28,0.82,0.91,0.16,0.4,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.27644158449069955,89.56707337498665
0.22,0.89,0.95,0.1,0.31,0.22009027918048252,332.3363215625286,0.28,0.82,0.91,0.17,0.41,0.88,0.9,0.92,0.93,0.95,0.95,0.96,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,1.0,1.0,1.0,1.0,0.28341110956705645,91.8251994997263,0.27,0.82,0.91,0.16,0.4,0.89,0.91,0.92,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.27339327298564675,88.57942044734955
0.21,0.9,0.95,0.09,0.3,0.21281742929228095,321.3543182313442,0.29,0.82,0.91,0.17,0.41,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.2853207790097337,92.44393239915371,0.28,0.81,0.91,0.16,0.4,0.9,0.91,0.93,0.94,0.96,0.96,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,1.0,0.99,0.99,0.99,0.99,0.27903288864979037,90.40665592253208
0.21,0.9,0.95,0.09,0.3,0.2100233199284566,317.1352130919695,0.29,0.82,0.92,0.17,0.41,0.89,0.91,0.93,0.94,0.95,0.96,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.2865272294959904,92.8348223567009,0.28,0.81,0.91,0.16,0.4,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.2793427574229829,90.50705340504646
0.2,0.91,0.95,0.08,0.29,0.20191938623489922,304.89827321469784,0.28,0.82,0.92,0.16,0.4,0.89,0.91,0.93,0.94,0.96,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.0,1.0,1.0,0.27652862704830405,89.59527516365051,0.27,0.83,0.92,0.15,0.39,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.2672977124651273,86.60445883870125
0.2,0.91,0.96,0.08,0.28,0.19768607012976874,298.5059658959508,0.28,0.82,0.91,0.16,0.41,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.0,0.2824554694931448,91.51557211577892,0.27,0.82,0.91,0.16,0.4,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.27466922529317717,88.9928289949894
0.2,0.91,0.96,0.08,0.28,0.19505275714377693,294.5296632871032,0.28,0.82,0.91,0.16,0.4,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.0,1.0,1.0,0.2792316998504562,90.47107075154781,0.27,0.82,0.91,0.15,0.39,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.2705433254164678,87.65603743493557
0.19,0.92,0.96,0.07,0.27,0.19049926085385266,287.6538838893175,0.28,0.82,0.91,0.16,0.4,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.0,1.0,0.28177869972991354,91.29629871249199,0.28,0.82,0.91,0.16,0.4,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.0,0.27563957442288045,89.30722211301327
0.19,0.92,0.96,0.07,0.27,0.18809686630766914,284.0262681245804,0.28,0.82,0.91,0.17,0.41,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,1.0,1.0,0.27915382472637257,90.44583921134472,0.27,0.82,0.91,0.15,0.39,0.89,0.91,0.92,0.94,0.95,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.26953027296213455,87.3278084397316
0.18,0.93,0.96,0.07,0.26,0.1819468305106984,274.7397140711546,0.28,0.82,0.91,0.16,0.4,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.0,1.0,1.0,0.282527063731794,91.53876864910126,0.28,0.82,0.91,0.16,0.4,0.88,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.27519175138922386,89.16212745010853
0.18,0.93,0.97,0.06,0.25,0.1750868213443172,264.38110022991896,0.29,0.82,0.91,0.17,0.41,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,1.0,0.2856222207163587,92.54159951210022,0.28,0.81,0.91,0.16,0.4,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.2794420373752529,90.53922010958195
0.17,0.93,0.97,0.06,0.24,0.1712399806555928,258.5723707899451,0.29,0.82,0.91,0.17,0.41,0.89,0.91,0.92,0.93,0.95,0.96,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.0,0.28534596220210745,92.45209175348282,0.28,0.81,0.91,0.16,0.4,0.89,0.91,0.93,0.94,0.96,0.96,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.28031350253724757,90.82157482206821
0.17,0.94,0.97,0.06,0.24,0.16843931542228388,254.34336628764868,0.29,0.82,0.91,0.17,0.41,0.89,0.91,0.93,0.94,0.96,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.0,1.0,1.0,0.28860356005621546,93.5075534582138,0.28,0.81,0.91,0.16,0.4,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.2808752639886038,91.00358553230762
0.16,0.94,0.97,0.05,0.23,0.16371291168774202,247.20649664849043,0.29,0.81,0.91,0.17,0.41,0.88,0.91,0.92,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.0,1.0,0.29288319029189924,94.89415365457535,0.29,0.8,0.91,0.17,0.41,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.2880209528461651,93.31878872215748
0.16,0.94,0.97,0.05,0.23,0.16097468660268563,243.0717767700553,0.28,0.82,0.91,0.16,0.4,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.2788357279366917,90.34277585148811,0.27,0.82,0.91,0.15,0.39,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,1.0,1.0,1.0,1.0,1.0,0.2700182767010029,87.48592165112495
0.16,0.94,0.97,0.05,0.23,0.15794939638565708,238.5035885423422,0.28,0.82,0.92,0.16,0.4,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.2792910892562366,90.49031291902065,0.27,0.82,0.91,0.15,0.39,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.2727539156690056,88.37226867675781
0.16,0.94,0.97,0.05,0.22,0.15563714579241164,235.0120901465416,0.28,0.82,0.91,0.16,0.41,0.89,0.91,0.93,0.95,0.96,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.0,0.28231094570623505,91.46874640882015,0.28,0.81,0.91,0.16,0.4,0.89,0.91,0.92,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.27737177310534467,89.86845448613167
