train_mae,train_r2,train_spearmanr,train_mse,train_rmse,train_mean_loss,train_sum_loss,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,val_ranking_accuracy_0.1,val_ranking_accuracy_0.2,val_ranking_accuracy_0.3,val_ranking_accuracy_0.4,val_ranking_accuracy_0.5,val_ranking_accuracy_0.6,val_ranking_accuracy_0.7,val_ranking_accuracy_0.8,val_ranking_accuracy_0.9,val_ranking_accuracy_1.0,val_ranking_accuracy_1.1,val_ranking_accuracy_1.2,val_ranking_accuracy_1.3,val_ranking_accuracy_1.4,val_ranking_accuracy_1.5,val_ranking_accuracy_1.6,val_ranking_accuracy_1.7,val_ranking_accuracy_1.8,val_ranking_accuracy_1.9,val_ranking_accuracy_2.0,val_mean_loss,val_sum_loss,test_mae,test_r2,test_spearmanr,test_mse,test_rmse,test_ranking_accuracy_0.1,test_ranking_accuracy_0.2,test_ranking_accuracy_0.3,test_ranking_accuracy_0.4,test_ranking_accuracy_0.5,test_ranking_accuracy_0.6,test_ranking_accuracy_0.7,test_ranking_accuracy_0.8,test_ranking_accuracy_0.9,test_ranking_accuracy_1.0,test_ranking_accuracy_1.1,test_ranking_accuracy_1.2,test_ranking_accuracy_1.3,test_ranking_accuracy_1.4,test_ranking_accuracy_1.5,test_ranking_accuracy_1.6,test_ranking_accuracy_1.7,test_ranking_accuracy_1.8,test_ranking_accuracy_1.9,test_ranking_accuracy_2.0,test_mean_loss,test_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/parameter/dropout,config/model/modules/1/times,config/optimizer/base_learning_rate
0.3799999952316284,0.69,0.85,0.27000001072883606,0.5199999809265137,0.3790936635424759,572.4314319491386,0.7300000190734863,0.24,0.87,0.6899999976158142,0.8299999833106995,0.86,0.88,0.9,0.91,0.93,0.94,0.95,0.95,0.96,0.97,0.97,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.7254508271997357,235.0460680127144,0.7300000190734863,0.2,0.87,0.6899999976158142,0.8299999833106995,0.86,0.88,0.89,0.91,0.92,0.93,0.94,0.95,0.96,0.96,0.97,0.97,0.97,0.97,0.97,0.97,0.98,0.98,0.99,0.98,0.7323455413182577,237.27995538711548,1713268405,,False,11,2c7942e7,2024-04-16_13-53-25,252.7174150943756,3240.597972393036,37676,AT-MB-PC-E13,127.0.0.1,3240.597972393036,11,128,0.0,6,0.001
0.36000001430511475,0.72,0.86,0.25,0.5,0.36209993212428315,546.7708975076675,0.49000000953674316,0.56,0.89,0.4000000059604645,0.6299999952316284,0.87,0.89,0.91,0.93,0.94,0.94,0.95,0.96,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.49103254199395946,159.09454360604286,0.47999998927116394,0.58,0.89,0.36000001430511475,0.6000000238418579,0.87,0.9,0.91,0.92,0.94,0.95,0.96,0.96,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.98,0.99,0.99,0.4757781704818761,154.15212723612785,1713268660,,False,12,2c7942e7,2024-04-16_13-57-40,254.54799008369446,3495.1459624767303,37676,AT-MB-PC-E13,127.0.0.1,3495.1459624767303,12,128,0.0,6,0.001
0.3499999940395355,0.73,0.87,0.23999999463558197,0.49000000953674316,0.35485263370125497,535.827476888895,0.4000000059604645,0.65,0.89,0.3199999928474426,0.5699999928474426,0.87,0.89,0.9,0.92,0.93,0.94,0.95,0.96,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.40203499646834384,130.2593388557434,0.3799999952316284,0.67,0.89,0.2800000011920929,0.5299999713897705,0.87,0.89,0.91,0.92,0.93,0.94,0.95,0.96,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.38481658697128296,124.68057417869568,1713268917,,False,13,2c7942e7,2024-04-16_14-01-57,257.0947721004486,3752.240734577179,37676,AT-MB-PC-E13,127.0.0.1,3752.240734577179,13,128,0.0,6,0.001
0.3499999940395355,0.74,0.87,0.23000000417232513,0.47999998927116394,0.34667560151278576,523.4801582843065,0.44999998807907104,0.66,0.89,0.3100000023841858,0.5600000023841858,0.87,0.89,0.91,0.92,0.93,0.95,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.4504649308912548,145.95063760876656,0.44999998807907104,0.64,0.89,0.3100000023841858,0.550000011920929,0.88,0.9,0.92,0.93,0.94,0.95,0.96,0.96,0.97,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.45250443396744905,146.6114366054535,1713269172,,False,14,2c7942e7,2024-04-16_14-06-12,254.96944761276245,4007.2101821899414,37676,AT-MB-PC-E13,127.0.0.1,4007.2101821899414,14,128,0.0,6,0.001
0.3400000035762787,0.75,0.88,0.2199999988079071,0.4699999988079071,0.33874889067466685,511.51082491874695,0.3100000023841858,0.77,0.9,0.20999999344348907,0.46000000834465027,0.87,0.89,0.91,0.92,0.93,0.94,0.95,0.96,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.3106341699115288,100.64547105133533,0.30000001192092896,0.78,0.9,0.1899999976158142,0.4300000071525574,0.87,0.9,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.98,0.30306576118793016,98.19330662488937,1713269428,,False,15,2c7942e7,2024-04-16_14-10-28,256.19873332977295,4263.408915519714,37676,AT-MB-PC-E13,127.0.0.1,4263.408915519714,15,128,0.0,6,0.001
0.33000001311302185,0.76,0.88,0.20999999344348907,0.46000000834465027,0.3336656276457357,503.8350977450609,0.33000001311302185,0.78,0.9,0.20999999344348907,0.44999998807907104,0.87,0.9,0.92,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.3302223685163039,106.99204739928246,0.33000001311302185,0.77,0.9,0.20000000298023224,0.4399999976158142,0.88,0.9,0.92,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.98,0.3263587077366717,105.74022130668163,1713269683,,False,16,2c7942e7,2024-04-16_14-14-43,255.26605987548828,4518.674975395203,37676,AT-MB-PC-E13,127.0.0.1,4518.674975395203,16,128,0.0,6,0.001
0.33000001311302185,0.77,0.89,0.20000000298023224,0.44999998807907104,0.32523707314240224,491.10798044502735,0.30000001192092896,0.79,0.9,0.1899999976158142,0.4399999976158142,0.88,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.3010271359924917,97.5327920615673,0.28999999165534973,0.8,0.9,0.17000000178813934,0.41999998688697815,0.88,0.9,0.92,0.93,0.95,0.96,0.96,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.0,0.2931824447012242,94.99111208319664,1713269939,,False,17,2c7942e7,2024-04-16_14-18-59,255.29873704910278,4773.973712444305,37676,AT-MB-PC-E13,127.0.0.1,4773.973712444305,17,128,0.0,6,0.001
0.33000001311302185,0.77,0.89,0.20000000298023224,0.44999998807907104,0.32783645108243487,495.03304113447666,0.30000001192092896,0.79,0.9,0.1899999976158142,0.4300000071525574,0.87,0.9,0.92,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,1.0,0.99,0.3016039410399066,97.71967689692974,0.30000001192092896,0.8,0.9,0.17000000178813934,0.41999998688697815,0.88,0.9,0.92,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.29640714249309197,96.0359141677618,1713270218,,False,18,2c7942e7,2024-04-16_14-23-38,279.35746598243713,5053.331178426743,37676,AT-MB-PC-E13,127.0.0.1,5053.331178426743,18,128,0.0,6,0.001
0.3199999928474426,0.78,0.89,0.20000000298023224,0.4399999976158142,0.3201630745699864,483.4462426006794,0.3100000023841858,0.79,0.91,0.1899999976158142,0.4399999976158142,0.88,0.9,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.30807347733665397,99.81580665707588,0.30000001192092896,0.8,0.91,0.18000000715255737,0.41999998688697815,0.88,0.9,0.92,0.94,0.95,0.96,0.96,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.3027231482627951,98.08230003714561,1713270548,,False,19,2c7942e7,2024-04-16_14-29-08,329.90187430381775,5383.23305273056,37676,AT-MB-PC-E13,127.0.0.1,5383.23305273056,19,128,0.0,6,0.001
0.3100000023841858,0.79,0.9,0.1899999976158142,0.4300000071525574,0.31378714067257,473.81858241558075,0.30000001192092896,0.79,0.91,0.1899999976158142,0.4300000071525574,0.88,0.9,0.92,0.93,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.29509075119355577,95.60940338671207,0.28999999165534973,0.8,0.91,0.17000000178813934,0.4099999964237213,0.88,0.9,0.92,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.28562706198405335,92.54316808283329,1713270877,,False,20,2c7942e7,2024-04-16_14-34-37,329.0007426738739,5712.233795404434,37676,AT-MB-PC-E13,127.0.0.1,5712.233795404434,20,128,0.0,6,0.001
0.3100000023841858,0.8,0.9,0.18000000715255737,0.4300000071525574,0.30632753737320173,462.5545814335346,0.3100000023841858,0.78,0.9,0.20000000298023224,0.44999998807907104,0.88,0.9,0.92,0.93,0.95,0.96,0.97,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.30810300996642054,99.82537522912025,0.30000001192092896,0.8,0.9,0.18000000715255737,0.41999998688697815,0.88,0.9,0.92,0.93,0.94,0.96,0.97,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.29733703119887245,96.33719810843468,1713271203,,False,21,2c7942e7,2024-04-16_14-40-03,325.53824734687805,6037.772042751312,37676,AT-MB-PC-E13,127.0.0.1,6037.772042751312,21,128,0.0,6,0.001
0.3100000023841858,0.8,0.9,0.18000000715255737,0.4300000071525574,0.30813151566398067,465.2785886526108,0.28999999165534973,0.8,0.91,0.18000000715255737,0.4300000071525574,0.89,0.91,0.92,0.93,0.95,0.95,0.96,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.2916487098476033,94.49418199062347,0.2800000011920929,0.8,0.91,0.17000000178813934,0.4099999964237213,0.88,0.9,0.92,0.93,0.94,0.96,0.96,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.28269789170151877,91.59411691129208,1713271531,,False,22,2c7942e7,2024-04-16_14-45-31,328.74397683143616,6366.516019582748,37676,AT-MB-PC-E13,127.0.0.1,6366.516019582748,22,128,0.0,6,0.001
0.30000001192092896,0.81,0.9,0.17000000178813934,0.41999998688697815,0.2998921111916864,452.8370878994465,0.30000001192092896,0.79,0.91,0.1899999976158142,0.4399999976158142,0.88,0.9,0.92,0.93,0.94,0.96,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.29604956447894193,95.92005889117718,0.28999999165534973,0.8,0.91,0.17000000178813934,0.4099999964237213,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.28781872969350697,93.25326842069626,1713271809,,False,23,2c7942e7,2024-04-16_14-50-09,277.93639516830444,6644.452414751053,37676,AT-MB-PC-E13,127.0.0.1,6644.452414751053,23,128,0.0,6,0.001
0.30000001192092896,0.81,0.91,0.17000000178813934,0.4099999964237213,0.29558246757415746,446.32952603697777,0.30000001192092896,0.78,0.91,0.20000000298023224,0.44999998807907104,0.89,0.91,0.92,0.94,0.95,0.96,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.98,0.98,0.98,0.2960092477776386,95.90699627995491,0.2800000011920929,0.81,0.91,0.17000000178813934,0.4099999964237213,0.88,0.9,0.92,0.94,0.95,0.96,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.2817040430726828,91.27210995554924,1713272066,,False,24,2c7942e7,2024-04-16_14-54-26,256.7998740673065,6901.252288818359,37676,AT-MB-PC-E13,127.0.0.1,6901.252288818359,24,128,0.0,6,0.001
0.28999999165534973,0.81,0.91,0.17000000178813934,0.4099999964237213,0.29230763562862444,441.38452979922295,0.28999999165534973,0.8,0.91,0.18000000715255737,0.41999998688697815,0.89,0.9,0.92,0.93,0.95,0.96,0.96,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.2913241758482692,94.38903297483921,0.2800000011920929,0.81,0.91,0.17000000178813934,0.4099999964237213,0.89,0.91,0.92,0.94,0.95,0.96,0.97,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.28357759297445967,91.87914012372494,1713272322,,False,25,2c7942e7,2024-04-16_14-58-42,256.0017912387848,7157.254080057144,37676,AT-MB-PC-E13,127.0.0.1,7157.254080057144,25,128,0.0,6,0.001
0.28999999165534973,0.82,0.91,0.1599999964237213,0.4000000059604645,0.28857061471173306,435.7416282147169,0.28999999165534973,0.81,0.91,0.17000000178813934,0.4099999964237213,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.0,0.2889175615100949,93.60928992927074,0.2800000011920929,0.82,0.91,0.1599999964237213,0.4000000059604645,0.89,0.91,0.92,0.94,0.95,0.96,0.96,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.28399223360566445,92.01348368823528,1713272577,,False,26,2c7942e7,2024-04-16_15-02-57,255.0231008529663,7412.2771809101105,37676,AT-MB-PC-E13,127.0.0.1,7412.2771809101105,26,128,0.0,6,0.001
0.28999999165534973,0.82,0.91,0.1599999964237213,0.4000000059604645,0.28806474739747334,434.9777685701847,0.28999999165534973,0.81,0.91,0.17000000178813934,0.4099999964237213,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,1.0,1.0,1.0,1.0,0.2864863551509233,92.82157906889915,0.2800000011920929,0.82,0.91,0.1599999964237213,0.4000000059604645,0.88,0.91,0.92,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.2791596156671459,90.44771547615528,1713272831,,False,27,2c7942e7,2024-04-16_15-07-11,254.27750515937805,7666.5546860694885,37676,AT-MB-PC-E13,127.0.0.1,7666.5546860694885,27,128,0.0,6,0.001
0.28999999165534973,0.82,0.91,0.1599999964237213,0.4000000059604645,0.28586386103701117,431.6544301658869,0.30000001192092896,0.8,0.91,0.1899999976158142,0.4300000071525574,0.88,0.9,0.92,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,1.0,1.0,0.30011753149238635,97.23808020353317,0.28999999165534973,0.8,0.91,0.18000000715255737,0.41999998688697815,0.88,0.9,0.92,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.2925984411971805,94.80189494788647,1713273088,,False,28,2c7942e7,2024-04-16_15-11-28,256.36296224594116,7922.91764831543,37676,AT-MB-PC-E13,127.0.0.1,7922.91764831543,28,128,0.0,6,0.001
0.2800000011920929,0.83,0.92,0.15000000596046448,0.38999998569488525,0.2827730409850348,426.98729188740253,0.3100000023841858,0.8,0.91,0.1899999976158142,0.4300000071525574,0.88,0.9,0.92,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,1.0,1.0,1.0,1.0,1.0,0.3094421512918708,100.25925701856613,0.3100000023841858,0.8,0.91,0.18000000715255737,0.41999998688697815,0.88,0.9,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.3078284939682042,99.73643204569817,1713273353,,False,29,2c7942e7,2024-04-16_15-15-53,265.42951560020447,8188.347163915634,37676,AT-MB-PC-E13,127.0.0.1,8188.347163915634,29,128,0.0,6,0.001
0.2800000011920929,0.83,0.92,0.15000000596046448,0.38999998569488525,0.28066564563489116,423.8051249086857,0.28999999165534973,0.8,0.91,0.18000000715255737,0.4300000071525574,0.89,0.91,0.92,0.94,0.95,0.96,0.97,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.2859624084775095,92.65182034671307,0.2800000011920929,0.81,0.91,0.1599999964237213,0.4000000059604645,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.2779095228071566,90.04268538951874,1713273607,,False,30,2c7942e7,2024-04-16_15-20-07,253.96815156936646,8442.315315485,37676,AT-MB-PC-E13,127.0.0.1,8442.315315485,30,128,0.0,6,0.001
0.2800000011920929,0.84,0.92,0.15000000596046448,0.3799999952316284,0.27581978942582147,416.48788203299046,0.28999999165534973,0.81,0.91,0.17000000178813934,0.41999998688697815,0.88,0.9,0.92,0.93,0.95,0.96,0.96,0.97,0.98,0.98,0.98,0.99,0.99,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.2932396964342506,95.00966164469719,0.28999999165534973,0.81,0.91,0.1599999964237213,0.4000000059604645,0.89,0.91,0.93,0.94,0.95,0.96,0.97,0.97,0.98,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.2867187749088546,92.8968830704689,1713273861,,False,31,2c7942e7,2024-04-16_15-24-21,253.4085214138031,8695.723836898804,37676,AT-MB-PC-E13,127.0.0.1,8695.723836898804,31,128,0.0,6,0.001
