train_mae,train_r2,train_spearmanr,train_mse,train_rmse,train_mean_loss,train_sum_loss,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,val_ranking_accuracy_0.1,val_ranking_accuracy_0.2,val_ranking_accuracy_0.3,val_ranking_accuracy_0.4,val_ranking_accuracy_0.5,val_ranking_accuracy_0.6,val_ranking_accuracy_0.7,val_ranking_accuracy_0.8,val_ranking_accuracy_0.9,val_ranking_accuracy_1.0,val_ranking_accuracy_1.1,val_ranking_accuracy_1.2,val_ranking_accuracy_1.3,val_ranking_accuracy_1.4,val_ranking_accuracy_1.5,val_ranking_accuracy_1.6,val_ranking_accuracy_1.7,val_ranking_accuracy_1.8,val_ranking_accuracy_1.9,val_ranking_accuracy_2.0,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/model/modules/1/parameter/dropout,config/optimizer/base_learning_rate
5.5,-34.74,0.45,31.020000457763672,5.570000171661377,5.504284251958896,1717.3366866111755,5.480000019073486,-32.58,0.47,30.829999923706055,5.550000190734863,0.66,0.67,0.68,0.69,0.7,0.71,0.73,0.74,0.75,0.75,0.76,0.77,0.78,0.8,0.81,0.81,0.83,0.83,0.83,0.83,5.484059815208752,1716.5107221603394,1712349918,,False,1,6c1dd0bf,2024-04-05_20-45-18,230.16713166236877,230.16713166236877,1018154,vader,131.130.125.97,230.16713166236877,1,64,3,0.0,0.001
1.4700000286102295,-3.84,0.28,4.199999809265137,2.049999952316284,1.4664612895785234,457.5359223484993,1.100000023841858,-1.14,0.59,1.9700000286102295,1.399999976158142,0.71,0.72,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.84,0.84,0.84,0.85,0.86,0.86,0.86,0.85,1.0953104318902134,342.8321651816368,1712350093,,False,2,6c1dd0bf,2024-04-05_20-48-13,175.1423909664154,405.3095226287842,1018154,vader,131.130.125.97,405.3095226287842,2,64,3,0.0,0.001
0.7599999904632568,-0.2,0.53,1.0399999618530273,1.0199999809265137,0.7615626097107545,237.6075342297554,0.6200000047683716,0.15,0.69,0.7799999713897705,0.8799999952316284,0.76,0.77,0.79,0.8,0.82,0.83,0.84,0.85,0.86,0.87,0.87,0.88,0.89,0.9,0.91,0.91,0.91,0.91,0.91,0.91,0.6188088884940163,193.6871820986271,1712350264,,False,3,6c1dd0bf,2024-04-05_20-51-04,171.1771011352539,576.4866237640381,1018154,vader,131.130.125.97,576.4866237640381,3,64,3,0.0,0.001
0.6399999856948853,0.16,0.62,0.7300000190734863,0.8500000238418579,0.6423622370721438,200.41701796650887,0.5600000023841858,0.35,0.67,0.6000000238418579,0.7699999809265137,0.76,0.77,0.78,0.8,0.81,0.82,0.84,0.84,0.85,0.86,0.88,0.88,0.88,0.89,0.91,0.91,0.92,0.92,0.92,0.92,0.5638271973917659,176.47791278362274,1712350440,,False,4,6c1dd0bf,2024-04-05_20-54-00,176.21306562423706,752.6996893882751,1018154,vader,131.130.125.97,752.6996893882751,4,64,3,0.0,0.001
0.5799999833106995,0.3,0.67,0.6000000238418579,0.7799999713897705,0.5805709191048757,181.1381267607212,0.6299999952316284,0.25,0.77,0.6899999976158142,0.8299999833106995,0.8,0.82,0.84,0.85,0.87,0.88,0.88,0.89,0.9,0.91,0.92,0.92,0.93,0.94,0.94,0.94,0.95,0.94,0.95,0.95,0.6274652775293722,196.3966318666935,1712350614,,False,5,6c1dd0bf,2024-04-05_20-56-54,173.16009831428528,925.8597877025604,1018154,vader,131.130.125.97,925.8597877025604,5,64,3,0.0,0.001
0.550000011920929,0.39,0.71,0.5299999713897705,0.7300000190734863,0.547966854312481,170.96565854549408,0.5199999809265137,0.44,0.71,0.5199999809265137,0.7200000286102295,0.77,0.78,0.8,0.81,0.82,0.83,0.85,0.86,0.87,0.87,0.88,0.89,0.9,0.9,0.91,0.91,0.92,0.92,0.92,0.92,0.5161031170394093,161.5402756333351,1712350787,,False,6,6c1dd0bf,2024-04-05_20-59-47,173.31920528411865,1099.178992986679,1018154,vader,131.130.125.97,1099.178992986679,6,64,3,0.0,0.001
0.5099999904632568,0.46,0.73,0.4699999988079071,0.6899999976158142,0.514673976944043,160.57828080654144,0.75,0.04,0.66,0.8799999952316284,0.9399999976158142,0.74,0.76,0.77,0.79,0.8,0.81,0.82,0.83,0.85,0.86,0.87,0.87,0.88,0.89,0.9,0.92,0.92,0.93,0.94,0.94,0.7551414753301456,236.35928177833557,1712350953,,False,7,6c1dd0bf,2024-04-05_21-02-33,165.82253408432007,1265.0015270709991,1018154,vader,131.130.125.97,1265.0015270709991,7,64,3,0.0,0.001
0.4699999988079071,0.53,0.76,0.4000000059604645,0.6399999856948853,0.47275449278262943,147.4994017481804,0.44999998807907104,0.61,0.83,0.36000001430511475,0.6000000238418579,0.83,0.85,0.86,0.88,0.89,0.9,0.91,0.92,0.92,0.93,0.94,0.94,0.95,0.95,0.95,0.95,0.95,0.96,0.96,0.96,0.4473524857252931,140.02132803201675,1712351122,,False,8,6c1dd0bf,2024-04-05_21-05-22,168.87133717536926,1433.8728642463684,1018154,vader,131.130.125.97,1433.8728642463684,8,64,3,0.0,0.001
0.5,0.49,0.74,0.4399999976158142,0.6700000166893005,0.5004108233902699,156.1281768977642,0.6200000047683716,0.38,0.82,0.5699999928474426,0.7599999904632568,0.82,0.83,0.85,0.87,0.88,0.9,0.91,0.92,0.93,0.94,0.94,0.95,0.95,0.95,0.96,0.96,0.96,0.96,0.96,0.97,0.6229990355122965,194.99869811534882,1712351286,,False,9,6c1dd0bf,2024-04-05_21-08-06,164.05561327934265,1597.928477525711,1018154,vader,131.130.125.97,1597.928477525711,9,64,3,0.0,0.001
0.47999998927116394,0.52,0.75,0.41999998688697815,0.6499999761581421,0.48292640376931584,150.67303797602654,0.4300000071525574,0.61,0.81,0.3499999940395355,0.5899999737739563,0.83,0.85,0.86,0.88,0.89,0.9,0.91,0.92,0.93,0.94,0.95,0.95,0.95,0.95,0.95,0.95,0.96,0.96,0.96,0.96,0.43075627697923313,134.82671469449997,1712351452,,False,10,6c1dd0bf,2024-04-05_21-10-52,165.91670775413513,1763.8451852798462,1018154,vader,131.130.125.97,1763.8451852798462,10,64,3,0.0,0.001
