train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,test_accuracy,test_precision,test_recall,test_f1,test_auc,test_mean_loss,test_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/parameter/dropout,config/model/modules/1/times,config/optimizer/base_learning_rate,logdir
0.5,0.5,0.6,0.55,0.5,0.693167221416949,255.77870470285416,0.5,0.5,0.48,0.49,0.5,0.6933044226964314,51.99783170223236,0.49,0.5,0.49,0.5,0.49,0.6934024461780686,57.552403032779694,1713217133,,False,100,57e3db88,2024-04-15_23-38-53,132.0298776626587,13754.445224761963,43220,AT-MB-PC-EOS,127.0.0.1,13754.445224761963,100,256,0.2,5,0.0001,57e3db88
0.5,0.5,0.71,0.59,0.5,0.6931299720676287,255.76495969295502,0.5,0.5,0.65,0.57,0.5,0.6932130217552185,51.99097663164139,0.51,0.51,0.68,0.59,0.5,0.6931267215544918,57.52951788902283,1713220698,,False,100,8627384e,2024-04-16_00-38-18,132.40967226028442,17308.59859895706,18336,AT-MB-PC-EOS,127.0.0.1,17308.59859895706,100,128,0.0,10,0.0001,8627384e
