train_accuracy-0_0,train_accuracy-0_5,train_ap,train_auc,train_mean_loss,train_sum_loss,val_accuracy-0_0,val_accuracy-0_5,val_ap,val_auc,val_mean_loss,val_sum_loss,test_accuracy-0_0,test_accuracy-0_5,test_ap,test_auc,test_mean_loss,test_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/parameter/dropout,config/model/modules/1/times,config/optimizer/base_learning_rate
0.07743,0.59753,0.09053,0.50338,0.9152514776762795,155.5927512049675,0.07345,0.60651,0.09971,0.52841,0.904376482963562,22.60941207408905,0.08194,0.59663,0.09858,0.49627,0.9156483606416352,44.866769671440125,1713768686,,False,1,3b3c85fd,2024-04-22_08-51-26,416.6199834346771,416.6199834346771,17400,AT-MB-PC-E13,127.0.0.1,416.6199834346771,1,256,0.0,6,0.0001
0.07743,0.82816,0.08771,0.48987,0.45078568993245854,76.63356728851795,0.07345,0.90801,0.10699,0.49986,0.32443262755870816,8.110815688967705,0.08194,0.89267,0.08967,0.47086,0.3634820638262496,17.81062112748623,1713769099,,False,2,3b3c85fd,2024-04-22_08-58-19,413.26969265937805,829.8896760940552,17400,AT-MB-PC-E13,127.0.0.1,829.8896760940552,2,256,0.0,6,0.0001
0.07743,0.91315,0.10657,0.5457,0.31313198576955237,53.2324375808239,0.07345,0.91556,0.09497,0.52332,0.30068268001079557,7.51706700026989,0.08194,0.91049,0.10609,0.52197,0.3207576061998095,15.717122703790665,1713769518,,False,3,3b3c85fd,2024-04-22_09-05-18,419.2175145149231,1249.1071906089783,17400,AT-MB-PC-E13,127.0.0.1,1249.1071906089783,3,256,0.0,6,0.0001
0.07743,0.91688,0.11737,0.5587,0.29662218786337796,50.425771936774254,0.07345,0.92015,0.12618,0.55309,0.29686630368232725,7.421657592058182,0.08194,0.91384,0.13014,0.54698,0.31520273247543645,15.444933891296387,1713769942,,False,4,3b3c85fd,2024-04-22_09-12-22,423.6913192272186,1672.798509836197,17400,AT-MB-PC-E13,127.0.0.1,1672.798509836197,4,256,0.0,6,0.0001
0.07743,0.91899,0.1334,0.58614,0.2841750073958846,48.30975125730038,0.07345,0.92359,0.14217,0.57804,0.2745589846372604,6.863974615931511,0.08194,0.9155,0.14758,0.58046,0.29986137911981464,14.693207576870918,1713770366,,False,5,3b3c85fd,2024-04-22_09-19-26,423.58922266960144,2096.3877325057983,17400,AT-MB-PC-E13,127.0.0.1,2096.3877325057983,5,256,0.0,6,0.0001
0.07743,0.91951,0.15527,0.61707,0.2739532091600053,46.57204555720091,0.07345,0.91878,0.15801,0.63529,0.2727524173259735,6.818810433149338,0.08194,0.90966,0.15471,0.62171,0.29233554705065123,14.32444180548191,1713770789,,False,6,3b3c85fd,2024-04-22_09-26-29,423.14668130874634,2519.5344138145447,17400,AT-MB-PC-E13,127.0.0.1,2519.5344138145447,6,256,0.0,6,0.0001
0.07743,0.91999,0.16067,0.62553,0.27178730640341253,46.20384208858013,0.07345,0.91983,0.19463,0.64208,0.2659381324052811,6.648453310132027,0.08194,0.9139,0.19061,0.61788,0.28442971925346217,13.937056243419647,1713771209,,False,7,3b3c85fd,2024-04-22_09-33-29,420.0101828575134,2939.544596672058,17400,AT-MB-PC-E13,127.0.0.1,2939.544596672058,7,256,0.0,6,0.0001
0.07743,0.92033,0.1731,0.65519,0.2630316575660425,44.715381786227226,0.07345,0.928,0.1956,0.65784,0.2515629643201828,6.28907410800457,0.08194,0.91862,0.19291,0.64996,0.2742922591919802,13.440320700407028,1713771627,,False,8,3b3c85fd,2024-04-22_09-40-27,418.0236518383026,3357.5682485103607,17400,AT-MB-PC-E13,127.0.0.1,3357.5682485103607,8,256,0.0,6,0.0001
0.07743,0.92123,0.18574,0.6622,0.2583269639050259,43.91558386385441,0.07345,0.92189,0.20084,0.68088,0.24851923286914826,6.212980821728706,0.08194,0.91747,0.1976,0.65295,0.2766120144907309,13.553988710045815,1713772045,,False,9,3b3c85fd,2024-04-22_09-47-25,417.9448719024658,3775.5131204128265,17400,AT-MB-PC-E13,127.0.0.1,3775.5131204128265,9,256,0.0,6,0.0001
0.07743,0.92098,0.19375,0.68025,0.25328366589896817,43.05822320282459,0.07345,0.91938,0.17114,0.65434,0.2558931279182434,6.397328197956085,0.08194,0.91463,0.19956,0.67539,0.26646360055524476,13.056716427206993,1713772474,,False,10,3b3c85fd,2024-04-22_09-54-34,429.29388785362244,4204.807008266449,17400,AT-MB-PC-E13,127.0.0.1,4204.807008266449,10,256,0.0,6,0.0001
0.07743,0.92212,0.20628,0.69657,0.2470386242165285,41.996566116809845,0.07345,0.91856,0.17315,0.64696,0.24996422290802,6.2491055727005005,0.08194,0.91256,0.19554,0.66531,0.26985541776734956,13.222915470600128,1713772906,,False,11,3b3c85fd,2024-04-22_10-01-46,432.08667039871216,4636.893678665161,17400,AT-MB-PC-E13,127.0.0.1,4636.893678665161,11,256,0.0,6,0.0001
0.07743,0.92298,0.22469,0.71334,0.24207844935795841,41.15333639085293,0.07345,0.92394,0.2252,0.68899,0.23826900631189346,5.956725157797337,0.08194,0.91719,0.22135,0.69249,0.25766252042079457,12.625463500618935,1713773336,,False,12,3b3c85fd,2024-04-22_10-08-56,429.9353699684143,5066.829048633575,17400,AT-MB-PC-E13,127.0.0.1,5066.829048633575,12,256,0.0,6,0.0001
0.07743,0.92479,0.24517,0.72337,0.23498211827348262,39.94696010649204,0.07345,0.9277,0.25538,0.72715,0.23196919322013854,5.799229830503464,0.08194,0.92255,0.26382,0.71808,0.26587316561110164,13.027785114943981,1713773756,,False,13,3b3c85fd,2024-04-22_10-15-56,419.653018951416,5486.4820675849915,17400,AT-MB-PC-E13,127.0.0.1,5486.4820675849915,13,256,0.0,6,0.0001
0.07743,0.92581,0.27337,0.74339,0.22672181786859738,38.54270903766155,0.07345,0.93061,0.27275,0.72271,0.24142343193292617,6.0355857983231544,0.08194,0.92163,0.27241,0.72724,0.2574580980806935,12.61544680595398,1713774170,,False,14,3b3c85fd,2024-04-22_10-22-50,414.2777314186096,5900.759799003601,17400,AT-MB-PC-E13,127.0.0.1,5900.759799003601,14,256,0.0,6,0.0001
