train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/modules/1/times
0.63,0.6,0.8,0.68,0.68,0.672653217919362,209.8678039908409,0.63,0.6,0.81,0.69,0.68,0.676055413179885,211.60534432530403,1711542671,,False,1,90721da4,2024-03-27_13-31-11,164.85512447357178,164.85512447357178,33296,AT-MB-PC-E13,127.0.0.1,164.85512447357178,1,2
0.99,0.99,0.99,0.99,1.0,0.02603093194819359,8.1216507678364,1.0,1.0,1.0,1.0,1.0,9.895528211009528e-05,0.030973003300459823,1711542798,,False,2,90721da4,2024-03-27_13-33-18,127.34663820266724,292.201762676239,33296,AT-MB-PC-E13,127.0.0.1,292.201762676239,2,2
1.0,1.0,1.0,1.0,1.0,4.587165959398986e-05,0.014311957793324837,1.0,1.0,1.0,1.0,1.0,2.680159478461628e-05,0.008388899167584896,1711542935,,False,3,90721da4,2024-03-27_13-35-35,137.0284264087677,429.2301890850067,33296,AT-MB-PC-E13,127.0.0.1,429.2301890850067,3,2
1.0,1.0,1.0,1.0,1.0,1.5001029072145218e-05,0.004680321070509308,1.0,1.0,1.0,1.0,1.0,1.0087845715805106e-05,0.003157495709046998,1711543062,,True,4,90721da4,2024-03-27_13-37-42,126.57670855522156,555.8068976402283,33296,AT-MB-PC-E13,127.0.0.1,555.8068976402283,4,2
