train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/modules/1/times
0.5,0.5,0.82672,0.62313,0.49999,0.7451793106320577,232.495944917202,0.4989,0.49934,0.8372,0.62557,0.4998,0.7905556224405575,247.4439098238945,1713884080,,False,1,9639ba87,2024-04-23_16-54-40,80.52414512634277,80.52414512634277,37048,AT-MB-PC-E13,127.0.0.1,80.52414512634277,1,1
0.50075,0.5007,0.53646,0.51796,0.5008,0.6946910239565067,216.74359947443008,0.5022,0.50163,0.6762,0.57598,0.50364,0.7160918958270892,224.13676339387894,1713884128,,False,2,9639ba87,2024-04-23_16-55-28,48.601638317108154,129.12578344345093,37048,AT-MB-PC-E13,127.0.0.1,129.12578344345093,2,1
0.60011,0.59876,0.60697,0.60284,0.66819,0.6178216984829842,192.76036992669106,0.6393,0.61232,0.7594,0.67798,0.7324,0.5754657405824326,180.1207768023014,1713884182,,False,3,9639ba87,2024-04-23_16-56-22,53.559258699417114,182.68504214286804,37048,AT-MB-PC-E13,127.0.0.1,182.68504214286804,3,1
0.66667,0.66247,0.67959,0.67092,0.77076,0.5264348103067814,164.2476608157158,0.6331,0.81706,0.343,0.48317,0.74336,0.7502370167273683,234.82418623566628,1713884231,,False,4,9639ba87,2024-04-23_16-57-11,49.10186147689819,231.78690361976624,37048,AT-MB-PC-E13,127.0.0.1,231.78690361976624,4,1
0.67253,0.66702,0.689,0.67783,0.78125,0.5104314358188555,159.25460797548294,0.6522,0.63121,0.7322,0.67796,0.75087,0.58045440693252,181.68222936987877,1713884286,,False,5,9639ba87,2024-04-23_16-58-06,55.02863383293152,286.81553745269775,37048,AT-MB-PC-E13,127.0.0.1,286.81553745269775,5,1
0.67909,0.6777,0.68299,0.68034,0.79007,0.498393469896072,155.49876260757446,0.6602,0.61381,0.864,0.71773,0.76131,0.597699698263083,187.080005556345,1713884337,,False,6,9639ba87,2024-04-23_16-58-57,51.5725884437561,338.38812589645386,37048,AT-MB-PC-E13,127.0.0.1,338.38812589645386,6,1
0.68134,0.67938,0.6868,0.68307,0.79295,0.49106269110089695,153.21155962347984,0.656,0.61229,0.8506,0.71204,0.75977,0.5535082844690012,173.24809303879738,1713884397,,False,7,9639ba87,2024-04-23_16-59-57,59.018277406692505,397.40640330314636,37048,AT-MB-PC-E13,127.0.0.1,397.40640330314636,7,1
0.68555,0.68855,0.67758,0.68302,0.79933,0.4840298697161369,151.0173193514347,0.6615,0.62417,0.8118,0.70573,0.76585,0.5382240499360874,168.46412762999535,1713884448,,False,8,9639ba87,2024-04-23_17-00-48,51.64831256866455,449.0547158718109,37048,AT-MB-PC-E13,127.0.0.1,449.0547158718109,8,1
0.68705,0.68843,0.68339,0.6859,0.80029,0.4839444439380597,150.99066650867462,0.6635,0.64802,0.7158,0.68022,0.76992,0.5339727857813668,167.1334819495678,1713884505,,False,9,9639ba87,2024-04-23_17-01-45,56.550668716430664,505.6053845882416,37048,AT-MB-PC-E13,127.0.0.1,505.6053845882416,9,1
0.68735,0.68839,0.6846,0.68649,0.8016,0.4781637940651331,149.18710374832153,0.6514,0.60952,0.8426,0.70735,0.75269,0.548858932127206,171.7928457558155,1713884556,,True,10,9639ba87,2024-04-23_17-02-36,51.61703395843506,557.2224185466766,37048,AT-MB-PC-E13,127.0.0.1,557.2224185466766,10,1
