train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,test_accuracy,test_precision,test_recall,test_f1,test_auc,test_mean_loss,test_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/optimizer/base_learning_rate
1.0,1.0,1.0,1.0,1.0,4.548318762963913e-11,7.82310827229793e-08,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.1031369693143386e-11,1.8626449937997336e-08,1715721476,,False,11,f5c7fa0f,2024-05-14_23-17-56,113.42898845672607,1309.9833180904388,34128,AT-MB-PC-E13,127.0.0.1,1309.9833180904388,11,64,3,0.001
0.9995,0.99929,0.99971,0.9995,0.99971,0.014473375697373394,24.894206199482237,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.919292229578164e-09,1.7955416637960298e-06,1715721592,,False,12,f5c7fa0f,2024-05-14_23-19-52,115.55851912498474,1425.5418372154236,34128,AT-MB-PC-E13,127.0.0.1,1425.5418372154236,12,64,3,0.001
1.0,1.0,1.0,1.0,1.0,1.0829330972013675e-11,1.862644927186352e-08,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.3475964016037175e-09,1.2218726865853569e-06,1715721707,,False,13,f5c7fa0f,2024-05-14_23-21-47,114.9734787940979,1540.5153160095215,34128,AT-MB-PC-E13,127.0.0.1,1540.5153160095215,13,64,3,0.001
1.0,1.0,1.0,1.0,1.0,5.414665679650388e-12,9.313224968998668e-09,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.092262022691177e-09,7.636756382822796e-07,1715721822,,False,14,f5c7fa0f,2024-05-14_23-23-42,114.77697777748108,1655.2922937870026,34128,AT-MB-PC-E13,127.0.0.1,1655.2922937870026,14,64,3,0.001
1.0,1.0,1.0,1.0,1.0,4.331732646996871e-12,7.450580152834618e-09,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.2757753112687355e-09,4.656579886130885e-07,1715721937,,False,15,f5c7fa0f,2024-05-14_23-25-37,115.00466656684875,1770.2969603538513,34128,AT-MB-PC-E13,127.0.0.1,1770.2969603538513,15,64,3,0.001
1.0,1.0,1.0,1.0,1.0,1.0829331617492178e-12,1.8626450382086546e-09,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,8.062919701764218e-10,2.9429656911439395e-07,1715722052,,False,16,f5c7fa0f,2024-05-14_23-27-32,115.24887561798096,1885.5458359718323,34128,AT-MB-PC-E13,127.0.0.1,1885.5458359718323,16,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.205184952772031e-10,1.8998925077617912e-07,1715722167,,False,17,f5c7fa0f,2024-05-14_23-29-27,115.17847776412964,2000.724313735962,34128,AT-MB-PC-E13,127.0.0.1,2000.724313735962,17,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.470126420611512e-10,1.266596143523202e-07,1715722281,,False,18,f5c7fa0f,2024-05-14_23-31-21,114.41140794754028,2115.135721683502,34128,AT-MB-PC-E13,127.0.0.1,2115.135721683502,18,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.347439892393396e-10,8.568155607235894e-08,1715722395,,False,19,f5c7fa0f,2024-05-14_23-33-15,113.80408215522766,2228.93980383873,34128,AT-MB-PC-E13,127.0.0.1,2228.93980383873,19,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.6330024090951169e-10,5.9604587931971764e-08,1715722511,,False,20,f5c7fa0f,2024-05-14_23-35-11,115.50027799606323,2344.440081834793,34128,AT-MB-PC-E13,127.0.0.1,2344.440081834793,20,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.1226894482567569e-10,4.0978164861371624e-08,1715722627,,False,21,f5c7fa0f,2024-05-14_23-37-07,115.9650444984436,2460.4051263332367,34128,AT-MB-PC-E13,127.0.0.1,2460.4051263332367,21,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,7.14438943317599e-11,2.6077021431092362e-08,1715722742,,False,22,f5c7fa0f,2024-05-14_23-39-02,115.06438374519348,2575.46951007843,34128,AT-MB-PC-E13,127.0.0.1,2575.46951007843,22,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.082508942776432e-11,1.4901157641133977e-08,1715722857,,False,23,f5c7fa0f,2024-05-14_23-40-57,114.83692669868469,2690.306436777115,34128,AT-MB-PC-E13,127.0.0.1,2690.306436777115,23,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.061881950418877e-11,1.1175869119028903e-08,1715722973,,False,24,f5c7fa0f,2024-05-14_23-42-53,116.05554509162903,2806.361981868744,34128,AT-MB-PC-E13,127.0.0.1,2806.361981868744,24,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.020627418196523e-11,3.725290076417309e-09,1715723088,,False,25,f5c7fa0f,2024-05-14_23-44-48,114.92431306838989,2921.286294937134,34128,AT-MB-PC-E13,127.0.0.1,2921.286294937134,25,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.020627418196523e-11,3.725290076417309e-09,1715723203,,False,26,f5c7fa0f,2024-05-14_23-46-43,115.81743717193604,3037.10373210907,34128,AT-MB-PC-E13,127.0.0.1,3037.10373210907,26,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.020627418196523e-11,3.725290076417309e-09,1715723318,,False,27,f5c7fa0f,2024-05-14_23-48-38,114.62178373336792,3151.7255158424377,34128,AT-MB-PC-E13,127.0.0.1,3151.7255158424377,27,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715723434,,False,28,f5c7fa0f,2024-05-14_23-50-34,115.52813577651978,3267.2536516189575,34128,AT-MB-PC-E13,127.0.0.1,3267.2536516189575,28,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715723548,,False,29,f5c7fa0f,2024-05-14_23-52-28,114.53094530105591,3381.7845969200134,34128,AT-MB-PC-E13,127.0.0.1,3381.7845969200134,29,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715723663,,False,30,f5c7fa0f,2024-05-14_23-54-23,114.9918782711029,3496.7764751911163,34128,AT-MB-PC-E13,127.0.0.1,3496.7764751911163,30,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715723779,,False,31,f5c7fa0f,2024-05-14_23-56-19,115.41499710083008,3612.1914722919464,34128,AT-MB-PC-E13,127.0.0.1,3612.1914722919464,31,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715723893,,False,32,f5c7fa0f,2024-05-14_23-58-13,114.42866039276123,3726.6201326847076,34128,AT-MB-PC-E13,127.0.0.1,3726.6201326847076,32,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715724008,,False,33,f5c7fa0f,2024-05-15_00-00-08,114.88086438179016,3841.500997066498,34128,AT-MB-PC-E13,127.0.0.1,3841.500997066498,33,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715724124,,False,34,f5c7fa0f,2024-05-15_00-02-04,115.89481568336487,3957.3958127498627,34128,AT-MB-PC-E13,127.0.0.1,3957.3958127498627,34,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715724238,,False,35,f5c7fa0f,2024-05-15_00-03-58,114.4182288646698,4071.8140416145325,34128,AT-MB-PC-E13,127.0.0.1,4071.8140416145325,35,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715724354,,False,36,f5c7fa0f,2024-05-15_00-05-54,115.4761369228363,4187.290178537369,34128,AT-MB-PC-E13,127.0.0.1,4187.290178537369,36,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715724469,,False,37,f5c7fa0f,2024-05-15_00-07-49,115.6440052986145,4302.934183835983,34128,AT-MB-PC-E13,127.0.0.1,4302.934183835983,37,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715724584,,False,38,f5c7fa0f,2024-05-15_00-09-44,114.61313843727112,4417.547322273254,34128,AT-MB-PC-E13,127.0.0.1,4417.547322273254,38,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715724699,,False,39,f5c7fa0f,2024-05-15_00-11-39,114.62866377830505,4532.175986051559,34128,AT-MB-PC-E13,127.0.0.1,4532.175986051559,39,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715724813,,False,40,f5c7fa0f,2024-05-15_00-13-33,114.2215883731842,4646.397574424744,34128,AT-MB-PC-E13,127.0.0.1,4646.397574424744,40,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715724927,,False,41,f5c7fa0f,2024-05-15_00-15-27,114.29549169540405,4760.693066120148,34128,AT-MB-PC-E13,127.0.0.1,4760.693066120148,41,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715725041,,False,42,f5c7fa0f,2024-05-15_00-17-21,114.0921802520752,4874.785246372223,34128,AT-MB-PC-E13,127.0.0.1,4874.785246372223,42,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715725155,,False,43,f5c7fa0f,2024-05-15_00-19-15,114.0079882144928,4988.793234586716,34128,AT-MB-PC-E13,127.0.0.1,4988.793234586716,43,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715725269,,False,44,f5c7fa0f,2024-05-15_00-21-09,113.9437460899353,5102.736980676651,34128,AT-MB-PC-E13,127.0.0.1,5102.736980676651,44,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715725384,,False,45,f5c7fa0f,2024-05-15_00-23-04,114.45044207572937,5217.18742275238,34128,AT-MB-PC-E13,127.0.0.1,5217.18742275238,45,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715725498,,False,46,f5c7fa0f,2024-05-15_00-24-58,113.90844678878784,5331.095869541168,34128,AT-MB-PC-E13,127.0.0.1,5331.095869541168,46,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715725611,,False,47,f5c7fa0f,2024-05-15_00-26-51,113.46560049057007,5444.561470031738,34128,AT-MB-PC-E13,127.0.0.1,5444.561470031738,47,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715725725,,False,48,f5c7fa0f,2024-05-15_00-28-45,114.06759357452393,5558.629063606262,34128,AT-MB-PC-E13,127.0.0.1,5558.629063606262,48,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715725839,,False,49,f5c7fa0f,2024-05-15_00-30-39,113.90375709533691,5672.532820701599,34128,AT-MB-PC-E13,127.0.0.1,5672.532820701599,49,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715725952,,False,50,f5c7fa0f,2024-05-15_00-32-32,113.40941286087036,5785.9422335624695,34128,AT-MB-PC-E13,127.0.0.1,5785.9422335624695,50,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715726066,,False,51,f5c7fa0f,2024-05-15_00-34-26,113.76213645935059,5899.70437002182,34128,AT-MB-PC-E13,127.0.0.1,5899.70437002182,51,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715726180,,False,52,f5c7fa0f,2024-05-15_00-36-20,114.33434891700745,6014.0387189388275,34128,AT-MB-PC-E13,127.0.0.1,6014.0387189388275,52,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715726294,,False,53,f5c7fa0f,2024-05-15_00-38-14,113.17948269844055,6127.218201637268,34128,AT-MB-PC-E13,127.0.0.1,6127.218201637268,53,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715726407,,False,54,f5c7fa0f,2024-05-15_00-40-07,113.57021689414978,6240.788418531418,34128,AT-MB-PC-E13,127.0.0.1,6240.788418531418,54,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715726521,,False,55,f5c7fa0f,2024-05-15_00-42-01,114.12016558647156,6354.908584117889,34128,AT-MB-PC-E13,127.0.0.1,6354.908584117889,55,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715726635,,False,56,f5c7fa0f,2024-05-15_00-43-55,113.88153076171875,6468.790114879608,34128,AT-MB-PC-E13,127.0.0.1,6468.790114879608,56,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715726750,,False,57,f5c7fa0f,2024-05-15_00-45-50,114.38661646842957,6583.176731348038,34128,AT-MB-PC-E13,127.0.0.1,6583.176731348038,57,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715726864,,False,58,f5c7fa0f,2024-05-15_00-47-44,114.51644372940063,6697.693175077438,34128,AT-MB-PC-E13,127.0.0.1,6697.693175077438,58,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715726979,,False,59,f5c7fa0f,2024-05-15_00-49-39,114.97524166107178,6812.66841673851,34128,AT-MB-PC-E13,127.0.0.1,6812.66841673851,59,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715727092,,False,60,f5c7fa0f,2024-05-15_00-51-32,113.0778706073761,6925.746287345886,34128,AT-MB-PC-E13,127.0.0.1,6925.746287345886,60,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715727206,,False,61,f5c7fa0f,2024-05-15_00-53-26,114.18619751930237,7039.932484865189,34128,AT-MB-PC-E13,127.0.0.1,7039.932484865189,61,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715727321,,False,62,f5c7fa0f,2024-05-15_00-55-21,114.49407029151917,7154.426555156708,34128,AT-MB-PC-E13,127.0.0.1,7154.426555156708,62,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715727435,,False,63,f5c7fa0f,2024-05-15_00-57-15,113.98878002166748,7268.415335178375,34128,AT-MB-PC-E13,127.0.0.1,7268.415335178375,63,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715727550,,False,64,f5c7fa0f,2024-05-15_00-59-10,114.78044819831848,7383.195783376694,34128,AT-MB-PC-E13,127.0.0.1,7383.195783376694,64,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715727664,,False,65,f5c7fa0f,2024-05-15_01-01-04,114.28342366218567,7497.479207038879,34128,AT-MB-PC-E13,127.0.0.1,7497.479207038879,65,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715727778,,False,66,f5c7fa0f,2024-05-15_01-02-58,113.8690345287323,7611.348241567612,34128,AT-MB-PC-E13,127.0.0.1,7611.348241567612,66,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715727892,,False,67,f5c7fa0f,2024-05-15_01-04-52,114.4687328338623,7725.816974401474,34128,AT-MB-PC-E13,127.0.0.1,7725.816974401474,67,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715728007,,False,68,f5c7fa0f,2024-05-15_01-06-47,115.11077618598938,7840.927750587463,34128,AT-MB-PC-E13,127.0.0.1,7840.927750587463,68,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715728121,,False,69,f5c7fa0f,2024-05-15_01-08-41,113.85337805747986,7954.781128644943,34128,AT-MB-PC-E13,127.0.0.1,7954.781128644943,69,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715728235,,False,70,f5c7fa0f,2024-05-15_01-10-35,113.33271026611328,8068.1138389110565,34128,AT-MB-PC-E13,127.0.0.1,8068.1138389110565,70,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715728350,,False,71,f5c7fa0f,2024-05-15_01-12-30,115.17210793495178,8183.285946846008,34128,AT-MB-PC-E13,127.0.0.1,8183.285946846008,71,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715728465,,False,72,f5c7fa0f,2024-05-15_01-14-25,115.18727922439575,8298.473226070404,34128,AT-MB-PC-E13,127.0.0.1,8298.473226070404,72,64,3,0.001
1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1715728579,,False,73,f5c7fa0f,2024-05-15_01-16-19,114.301278591156,8412.77450466156,34128,AT-MB-PC-E13,127.0.0.1,8412.77450466156,73,64,3,0.001
