train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/optimizer/base_learning_rate
0.49966,0.0,0.0,0.0,0.5045,0.694649563572271,256.32568895816803,0.49958,0.0,0.0,0.0,0.50193,0.6944238456090291,52.081788420677185,1715760819,,False,1,cd66b04d,2024-05-15_10-13-39,24.420029640197754,24.420029640197754,48424,AT-MB-PC-E13,127.0.0.1,24.420029640197754,1,64,3,0.0001
0.49864,0.4985,0.3387,0.40335,0.50115,0.6934217534414152,255.8726270198822,0.50463,0.50926,0.27778,0.35948,0.51857,0.6927275824546814,51.954568684101105,1715760839,,False,2,cd66b04d,2024-05-15_10-13-59,19.732417821884155,44.15244746208191,48424,AT-MB-PC-E13,127.0.0.1,44.15244746208191,2,64,3,0.0001
0.51001,0.51325,0.40078,0.4501,0.51493,0.6928355583976601,255.65632104873657,0.508,0.91667,0.01852,0.0363,0.58572,0.6918438625335693,51.8882896900177,1715760858,,False,3,cd66b04d,2024-05-15_10-14-18,19.50484323501587,63.65729069709778,48424,AT-MB-PC-E13,127.0.0.1,63.65729069709778,3,64,3,0.0001
0.54099,0.55311,0.43012,0.48392,0.56264,0.6899377472678497,254.58702874183655,0.53496,0.51981,0.92761,0.66626,0.69033,0.6849604519208272,51.37203389406204,1715760880,,False,4,cd66b04d,2024-05-15_10-14-40,21.40959405899048,85.06688475608826,48424,AT-MB-PC-E13,127.0.0.1,85.06688475608826,4,64,3,0.0001
0.68228,0.67388,0.70726,0.69017,0.7537,0.658147950967153,242.85659390687943,0.97304,0.94888,1.0,0.97377,0.98657,0.5777817352612813,43.3336301445961,1715760899,,False,5,cd66b04d,2024-05-15_10-14-59,19.092795848846436,104.15968060493469,48424,AT-MB-PC-E13,127.0.0.1,104.15968060493469,5,64,3,0.0001
0.96147,0.95517,0.96845,0.96177,0.98695,0.3154837199181399,116.41349264979362,0.98147,0.98311,0.9798,0.98145,0.98956,0.11847515751918157,8.885636813938618,1715760918,,False,6,cd66b04d,2024-05-15_10-15-18,19.432814836502075,123.59249544143677,48424,AT-MB-PC-E13,127.0.0.1,123.59249544143677,6,64,3,0.0001
0.97955,0.97007,0.98965,0.97977,0.99473,0.07551119367145305,27.863630464766175,0.98399,0.98157,0.98653,0.98405,0.98989,0.06789346689047913,5.092010016785935,1715760938,,False,7,cd66b04d,2024-05-15_10-15-38,20.018121242523193,143.61061668395996,48424,AT-MB-PC-E13,127.0.0.1,143.61061668395996,7,64,3,0.0001
0.98065,0.97391,0.98779,0.9808,0.99623,0.05955822715853772,21.97698582150042,0.97978,0.98305,0.97643,0.97973,0.99006,0.07404080593958497,5.553060445468873,1715760957,,False,8,cd66b04d,2024-05-15_10-15-57,19.117584705352783,162.72820138931274,48424,AT-MB-PC-E13,127.0.0.1,162.72820138931274,8,64,3,0.0001
0.98065,0.97646,0.98507,0.98075,0.99673,0.060356111393767904,22.271405104300356,0.98315,0.98976,0.97643,0.98305,0.99129,0.09809976226960619,7.3574821702204645,1715760976,,False,9,cd66b04d,2024-05-15_10-16-16,18.94069504737854,181.66889643669128,48424,AT-MB-PC-E13,127.0.0.1,181.66889643669128,9,64,3,0.0001
0.98133,0.97665,0.98626,0.98143,0.99597,0.06519082518260381,24.055414492380805,0.98484,0.98322,0.98653,0.98487,0.99233,0.07992265727681418,5.994199295761064,1715760996,,True,10,cd66b04d,2024-05-15_10-16-36,19.95436978340149,201.62326622009277,48424,AT-MB-PC-E13,127.0.0.1,201.62326622009277,10,64,3,0.0001
