train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/optimizer/base_learning_rate
0.49966,0.0,0.0,0.0,0.5045,0.6946495606647274,256.3256878852844,0.49958,0.0,0.0,0.0,0.50193,0.6944238487879435,52.081788659095764,1715762188,,False,1,e3fe1a9d,2024-05-15_10-36-28,22.757981777191162,22.757981777191162,38744,AT-MB-PC-E13,127.0.0.1,22.757981777191162,1,64,3,0.0001
0.49864,0.4985,0.3387,0.40335,0.50115,0.6934217542490662,255.87262731790543,0.50463,0.50926,0.27778,0.35948,0.51858,0.6927275768915813,51.95456826686859,1715762208,,False,2,e3fe1a9d,2024-05-15_10-36-48,19.79341173171997,42.55139350891113,38744,AT-MB-PC-E13,127.0.0.1,42.55139350891113,2,64,3,0.0001
0.50976,0.51286,0.40231,0.45091,0.51518,0.6928280898872107,255.65356516838074,0.50379,0.66667,0.01684,0.03284,0.5865,0.6918364524841308,51.887733936309814,1715762228,,False,3,e3fe1a9d,2024-05-15_10-37-08,20.47205352783203,63.023447036743164,38744,AT-MB-PC-E13,127.0.0.1,63.023447036743164,3,64,3,0.0001
0.53513,0.54649,0.41672,0.47286,0.55743,0.6900877844350448,254.64239245653152,0.55013,0.52907,0.91919,0.67159,0.68537,0.6850694290796916,51.38020718097687,1715762247,,False,4,e3fe1a9d,2024-05-15_10-37-27,18.730122566223145,81.75356960296631,38744,AT-MB-PC-E13,127.0.0.1,81.75356960296631,4,64,3,0.0001
0.66972,0.66378,0.68877,0.67604,0.74125,0.6612397002656931,243.99744939804077,0.96967,0.94286,1.0,0.97059,0.98738,0.5874079863230387,44.055598974227905,1715762267,,False,5,e3fe1a9d,2024-05-15_10-37-47,19.520021438598633,101.27359104156494,38744,AT-MB-PC-E13,127.0.0.1,101.27359104156494,5,64,3,0.0001
0.94866,0.9435,0.95455,0.94899,0.98516,0.3430042594348189,126.56857173144817,0.98484,0.98,0.9899,0.98492,0.98988,0.10642474447687467,7.9818558357656,1715762285,,False,6,e3fe1a9d,2024-05-15_10-38-05,18.95400381088257,120.22759485244751,38744,AT-MB-PC-E13,127.0.0.1,120.22759485244751,6,64,3,0.0001
0.98074,0.97344,0.98847,0.9809,0.99622,0.06689861325577386,24.685588291380554,0.98315,0.97993,0.98653,0.98322,0.99033,0.06920343935489655,5.190257951617241,1715762304,,False,7,e3fe1a9d,2024-05-15_10-38-24,18.670198678970337,138.89779353141785,38744,AT-MB-PC-E13,127.0.0.1,138.89779353141785,7,64,3,0.0001
0.98006,0.97404,0.98643,0.9802,0.99616,0.061876104420888915,22.83228253130801,0.98315,0.97674,0.9899,0.98328,0.98978,0.07630904045111189,5.723178033833392,1715762323,,False,8,e3fe1a9d,2024-05-15_10-38-43,18.62435531616211,157.52214884757996,38744,AT-MB-PC-E13,127.0.0.1,157.52214884757996,8,64,3,0.0001
0.98159,0.97892,0.9844,0.98165,0.99618,0.062417364257626326,23.032007411064114,0.98315,0.98976,0.97643,0.98305,0.99076,0.09079558511575063,6.809668883681297,1715762343,,False,9,e3fe1a9d,2024-05-15_10-39-03,19.804202556610107,177.32635140419006,38744,AT-MB-PC-E13,127.0.0.1,177.32635140419006,9,64,3,0.0001
0.98175,0.97748,0.98626,0.98185,0.9957,0.06394997358162506,23.597540251619648,0.98147,0.98311,0.9798,0.98145,0.99206,0.08367821176846822,6.275865882635117,1715762362,,True,10,e3fe1a9d,2024-05-15_10-39-22,18.970215320587158,196.29656672477722,38744,AT-MB-PC-E13,127.0.0.1,196.29656672477722,10,64,3,0.0001
