train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/optimizer/base_learning_rate
0.49966,0.0,0.0,0.0,0.5045,0.6946494051111423,256.3256304860115,0.49958,0.0,0.0,0.0,0.50192,0.6944235555330912,52.08176666498184,1715760837,,False,1,b6134cc6,2024-05-15_10-13-57,23.042863130569458,23.042863130569458,38744,AT-MB-PC-E13,127.0.0.1,23.042863130569458,1,256,3,0.001
0.50628,0.50688,0.48711,0.4968,0.51237,0.6932625323130186,255.81387442350388,0.51222,0.50694,0.92256,0.65433,0.55967,0.6917232378323873,51.87924283742905,1715760857,,False,2,b6134cc6,2024-05-15_10-14-17,19.22728991508484,42.2701530456543,38744,AT-MB-PC-E13,127.0.0.1,42.2701530456543,2,256,3,0.001
0.87424,0.89383,0.84956,0.87113,0.96151,0.2661622523662677,98.21387112315279,0.98315,0.98316,0.98316,0.98316,0.9914,0.07641538129343341,5.731153597007506,1715760878,,False,3,b6134cc6,2024-05-15_10-14-38,20.851134300231934,63.12128734588623,38744,AT-MB-PC-E13,127.0.0.1,63.12128734588623,3,256,3,0.001
0.98175,0.97957,0.98406,0.98181,0.99694,0.056750159382537455,20.94080881215632,0.98484,0.98322,0.98653,0.98487,0.99306,0.06889299443922937,5.166974582942203,1715760898,,False,4,b6134cc6,2024-05-15_10-14-58,19.91910195350647,83.0403892993927,38744,AT-MB-PC-E13,127.0.0.1,83.0403892993927,4,256,3,0.001
0.98074,0.98132,0.98016,0.98074,0.99805,0.047559374316499585,17.549409122788347,0.98315,0.98976,0.97643,0.98305,0.99601,0.0699851663208877,5.248887474066578,1715760917,,False,5,b6134cc6,2024-05-15_10-15-17,19.89974284172058,102.94013214111328,38744,AT-MB-PC-E13,127.0.0.1,102.94013214111328,5,256,3,0.001
0.98031,0.98065,0.97999,0.98032,0.99843,0.04339199963273092,16.01164786447771,0.98315,0.97674,0.9899,0.98328,0.99928,0.04725983459192018,3.5444875943940133,1715760937,,False,6,b6134cc6,2024-05-15_10-15-37,19.822582006454468,122.76271414756775,38744,AT-MB-PC-E13,127.0.0.1,122.76271414756775,6,256,3,0.001
0.98192,0.98251,0.98134,0.98193,0.99931,0.03245241868772341,11.974942495769938,0.98315,0.98976,0.97643,0.98305,0.99938,0.04265316656771271,3.1989874925784534,1715760957,,False,7,b6134cc6,2024-05-15_10-15-57,19.435385704040527,142.19809985160828,38744,AT-MB-PC-E13,127.0.0.1,142.19809985160828,7,256,3,0.001
0.98057,0.98082,0.98033,0.98058,0.99925,0.02978593199240955,10.991008905199124,0.98315,0.98316,0.98316,0.98316,0.99938,0.03381613837652064,2.5362103782390477,1715760976,,False,8,b6134cc6,2024-05-15_10-16-16,19.225454330444336,161.4235541820526,38744,AT-MB-PC-E13,127.0.0.1,161.4235541820526,8,256,3,0.001
0.98142,0.98249,0.98033,0.98141,0.99929,0.028788799044291543,10.62306684734358,0.98147,0.97039,0.99327,0.9817,0.99938,0.02938592573259181,2.2039444299443858,1715760996,,False,9,b6134cc6,2024-05-15_10-16-36,20.04776120185852,181.47131538391113,38744,AT-MB-PC-E13,127.0.0.1,181.47131538391113,9,256,3,0.001
0.98218,0.98105,0.98338,0.98221,0.99933,0.02822413255248611,10.414704911867375,0.98147,0.9931,0.9697,0.98126,0.99937,0.03986007383976054,2.9895055379820406,1715761017,,True,10,b6134cc6,2024-05-15_10-16-57,20.98969268798828,202.4610080718994,38744,AT-MB-PC-E13,127.0.0.1,202.4610080718994,10,256,3,0.001
