train_accuracy-0_0,train_accuracy-0_5,train_ap,train_auc,train_mean_loss,train_sum_loss,val_accuracy-0_0,val_accuracy-0_5,val_ap,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/model/modules/1/parameter/dropout,config/optimizer/base_learning_rate,logdir
0.08,0.92,0.23,0.71,0.2381036374498816,40.477618366479874,0.07,0.93,0.25,0.71,0.23230001151561738,5.807500287890434,1712599315,,True,100,ba9a7d23,2024-04-08_20-01-55,115.33824491500854,11228.196037769318,3436,AT-MB-PC-EOS,127.0.0.1,11228.196037769318,100,64,3,0.5,1e-05,ba9a7d23
0.08,0.92,0.19,0.7,0.23653902849730324,40.21163484454155,0.07,0.93,0.21,0.68,0.24177352130413055,6.044338032603264,1712591122,,True,15,d4bacb71,2024-04-08_17-45-22,202.18021488189697,3035.637568473816,30192,AT-MB-PC-EOS,127.0.0.1,3035.637568473816,15,256,6,0.5,0.001,d4bacb71
0.08,0.92,0.23,0.71,0.23814686720862108,40.484967425465584,0.07,0.93,0.25,0.71,0.23235105514526366,5.808776378631592,1712599330,,True,100,54e8b6f2,2024-04-08_20-02-10,111.3816237449646,11233.225354671478,41488,AT-MB-PC-EOS,127.0.0.1,11233.225354671478,100,64,3,0.5,1e-05,54e8b6f2
0.08,0.61,0.08,0.5,0.6487271431614371,110.2836143374443,0.07,0.7,0.1,0.5,0.5647095537185669,14.117738842964172,1712589147,,True,5,f7fd3eec,2024-04-08_17-12-27,204.80367970466614,1041.5179362297058,36192,AT-MB-PC-EOS,127.0.0.1,1041.5179362297058,5,64,6,0.5,1e-05,f7fd3eec
0.08,0.94,0.61,0.91,0.14979074667481815,25.464426934719086,0.07,0.94,0.39,0.8,0.20215617388486862,5.0539043471217155,1712599329,,True,100,f28b4280,2024-04-08_20-02-09,112.1920108795166,11215.635735988617,11600,AT-MB-PC-EOS,127.0.0.1,11215.635735988617,100,64,3,0.0,0.0001,f28b4280
0.08,0.94,0.54,0.88,0.16472471382688073,28.003201350569725,0.07,0.93,0.38,0.8,0.20654649019241333,5.163662254810333,1712600893,,True,100,7574279b,2024-04-08_20-28-13,191.6426296234131,11737.625965356827,31368,AT-MB-PC-EOS,127.0.0.1,11737.625965356827,100,256,3,0.5,0.001,7574279b
0.08,0.91,0.11,0.52,0.342034817004905,58.145918890833855,0.07,0.91,0.11,0.54,0.35803731679916384,8.950932919979095,1712592768,,True,5,d2da55b0,2024-04-08_18-12-48,327.40524196624756,1637.2736661434174,31196,AT-MB-PC-EOS,127.0.0.1,1637.2736661434174,5,256,10,0.5,0.0001,d2da55b0
0.08,0.74,0.1,0.51,0.5391619889175191,91.65753811597824,0.07,0.8,0.11,0.52,0.4983524394035339,12.458810985088348,1712594442,,True,5,4cc8a78d,2024-04-08_18-40-42,329.7775807380676,1639.1139161586761,40624,AT-MB-PC-EOS,127.0.0.1,1639.1139161586761,5,256,10,0.2,1e-05,4cc8a78d
0.08,0.91,0.11,0.54,0.3214329957085497,54.64360927045345,0.07,0.91,0.13,0.53,0.3077809190750122,7.694522976875305,1712595503,,True,5,cd24a016,2024-04-08_18-58-23,201.88998770713806,1022.2871081829071,16816,AT-MB-PC-EOS,127.0.0.1,1022.2871081829071,5,64,6,0.2,0.0001,cd24a016
0.08,0.81,0.08,0.45,0.4768662426401587,81.06726124882698,0.07,0.86,0.1,0.44,0.43391305923461915,10.847826480865479,1712596069,,True,5,2d7a83f1,2024-04-08_19-07-49,110.92964386940002,557.6549117565155,23224,AT-MB-PC-EOS,127.0.0.1,557.6549117565155,5,256,3,0.5,1e-05,2d7a83f1
