train_accuracy-0_0,train_accuracy-0_5,train_ap,train_auc,train_mean_loss,train_sum_loss,val_accuracy-0_0,val_accuracy-0_5,val_ap,val_auc,val_mean_loss,val_sum_loss,test_accuracy-0_0,test_accuracy-0_5,test_ap,test_auc,test_mean_loss,test_sum_loss
0.07743,0.48496,0.08589,0.48667,1.6209335923194885,275.55871069431305,0.07345,0.48725,0.09215,0.48685,1.7283815336227417,43.20953834056854,0.08194,0.48899,0.09116,0.48127,1.629872509411403,79.86375296115875
0.07743,0.63019,0.09478,0.53587,0.7401450160671683,125.82465273141861,0.07345,0.78866,0.13281,0.58818,0.47854951381683347,11.963737845420837,0.08194,0.77924,0.12279,0.54931,0.4860394469329289,23.815932899713516
0.07743,0.8511,0.13789,0.58727,0.3809818741153268,64.76691859960556,0.07345,0.88097,0.17729,0.65175,0.32714859664440155,8.178714916110039,0.08194,0.87937,0.18091,0.60497,0.3387905642086146,16.600737646222115
0.07743,0.90594,0.17525,0.64012,0.2929092307301129,49.794569224119186,0.07345,0.9139,0.2044,0.6777,0.26595539689064024,6.6488849222660065,0.08194,0.9091,0.20525,0.63803,0.27932943920699915,13.68714252114296
0.07743,0.91957,0.21154,0.6771,0.25483224891564427,43.32148231565952,0.07345,0.92104,0.20236,0.68057,0.2418619203567505,6.046548008918762,0.08194,0.91761,0.21149,0.675,0.25670787509606807,12.578685879707336
0.07743,0.92211,0.23475,0.70904,0.2416407980463084,41.07893566787243,0.07345,0.92237,0.26024,0.73583,0.2271999704837799,5.679999262094498,0.08194,0.91673,0.25494,0.73247,0.24566902341891309,12.037782147526741
0.07743,0.92447,0.26048,0.73719,0.23067427891142228,39.21462741494179,0.07345,0.92038,0.27073,0.74223,0.23047935247421264,5.761983811855316,0.08194,0.91624,0.28096,0.7334,0.24291593885543394,11.902881003916264
0.07743,0.92409,0.26302,0.74578,0.22746730736073326,38.669442251324654,0.07345,0.92767,0.264,0.738,0.2282930099964142,5.707325249910355,0.08194,0.92124,0.28039,0.74511,0.24596316656287837,12.05219516158104
0.07743,0.92543,0.27826,0.75993,0.2280819152646205,38.773925594985485,0.07345,0.92242,0.27783,0.74962,0.22780627965927125,5.695156991481781,0.08194,0.92109,0.32017,0.76936,0.23348872135488355,11.440947346389294
0.07743,0.926,0.29459,0.7735,0.21767432023497188,37.00463443994522,0.07345,0.908,0.2338,0.73364,0.24988521724939347,6.247130431234837,0.08194,0.90596,0.25023,0.73985,0.2619971070362597,12.837858244776726
0.07743,0.92643,0.30271,0.77628,0.21632253304123877,36.77483061701059,0.07345,0.92086,0.26562,0.74385,0.2275938192009926,5.689845480024815,0.08194,0.91993,0.31002,0.76192,0.22879218971546816,11.21081729605794
0.07743,0.92844,0.33566,0.78961,0.20970948820604998,35.650612995028496,0.07345,0.92659,0.26724,0.7513,0.22745219826698304,5.686304956674576,0.08194,0.92323,0.30868,0.75696,0.2343165346858453,11.481510199606419
