train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,test_accuracy,test_precision,test_recall,test_f1,test_auc,test_mean_loss,test_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/optimizer/base_learning_rate
0.49966,0.0,0.0,0.0,0.5045,0.6946495622800295,256.3256884813309,0.49958,0.0,0.0,0.0,0.50193,0.6944238424301148,52.081788182258606,0.49091,0.0,0.0,0.0,0.48926,0.6955980522086821,57.73463833332062,1715766014,,False,1,b3775cef,2024-05-15_11-40-14,20.520802974700928,20.520802974700928,49168,AT-MB-PC-E13,127.0.0.1,20.520802974700928,1,64,3,0.0001
0.50433,0.50885,0.26815,0.35122,0.50527,0.693307569679529,255.83049321174622,0.51053,0.51267,0.44276,0.47516,0.51636,0.692904090086619,51.96780675649643,0.50227,0.51451,0.39583,0.44743,0.51501,0.6929780388452921,57.51717722415924,1715766037,,False,2,b3775cef,2024-05-15_11-40-37,23.194838523864746,43.715641498565674,49168,AT-MB-PC-E13,127.0.0.1,43.715641498565674,2,64,3,0.0001
0.50713,0.51007,0.37805,0.43425,0.51508,0.6927663919725392,255.63079863786697,0.50548,0.50332,0.89226,0.64359,0.53725,0.692272535165151,51.92044013738632,0.51439,0.51363,0.86905,0.64566,0.54073,0.6916516897190048,57.4070902466774,1715766061,,False,3,b3775cef,2024-05-15_11-41-01,23.45615530014038,67.17179679870605,49168,AT-MB-PC-E13,127.0.0.1,67.17179679870605,3,64,3,0.0001
0.54447,0.55138,0.4805,0.5135,0.56732,0.6899388258050128,254.5874267220497,0.72283,0.77662,0.62626,0.69338,0.80763,0.6855749026934306,51.418117702007294,0.7303,0.80859,0.61607,0.69932,0.82946,0.685581521097436,56.90326625108719,1715766084,,False,4,b3775cef,2024-05-15_11-41-24,23.595667123794556,90.76746392250061,49168,AT-MB-PC-E13,127.0.0.1,90.76746392250061,4,64,3,0.0001
0.68686,0.72761,0.59803,0.65649,0.76465,0.6580318209278552,242.81374192237854,0.78349,0.98281,0.57744,0.72747,0.98567,0.5914448285102845,44.35836213827133,0.78182,0.95714,0.59821,0.73626,0.97704,0.5912849587130259,49.07665157318115,1715766106,,False,5,b3775cef,2024-05-15_11-41-46,22.275859355926514,113.04332327842712,49168,AT-MB-PC-E13,127.0.0.1,113.04332327842712,5,64,3,0.0001
0.94408,0.92556,0.96591,0.94531,0.98386,0.3113585111450374,114.89129061251879,0.98399,0.98319,0.98485,0.98402,0.98973,0.09180936331550281,6.88570224866271,0.96894,0.96741,0.97173,0.96956,0.99214,0.10769808869135666,8.938941361382604,1715766129,,False,6,b3775cef,2024-05-15_11-42-09,22.513694763183594,135.55701804161072,49168,AT-MB-PC-E13,127.0.0.1,135.55701804161072,6,64,3,0.0001
0.98023,0.97263,0.9883,0.9804,0.99542,0.06905137966727702,25.47995909722522,0.98399,0.98157,0.98653,0.98405,0.99105,0.07045770718405645,5.284328038804233,0.9697,0.96199,0.97917,0.9705,0.99667,0.0935939914681556,7.768301291856915,1715766151,,False,7,b3775cef,2024-05-15_11-42-31,22.378053188323975,157.9350712299347,49168,AT-MB-PC-E13,127.0.0.1,157.9350712299347,7,64,3,0.0001
0.98099,0.9752,0.98711,0.98112,0.99627,0.0603210892765543,22.258481943048537,0.98231,0.98314,0.98148,0.98231,0.99192,0.07291558349505067,5.4686687621288,0.96364,0.96988,0.95833,0.96407,0.99483,0.11146007737156048,9.25118642183952,1715766174,,False,8,b3775cef,2024-05-15_11-42-54,22.203441858291626,180.13851308822632,49168,AT-MB-PC-E13,127.0.0.1,180.13851308822632,8,64,3,0.0001
0.98082,0.97808,0.98372,0.98089,0.99667,0.0608917379264056,22.469051294843666,0.98315,0.97993,0.98653,0.98322,0.99179,0.07911712422190854,5.933784316643141,0.96667,0.96176,0.97321,0.96746,0.99789,0.09774252106379493,8.11262924829498,1715766196,,False,9,b3775cef,2024-05-15_11-43-16,22.27211594581604,202.41062903404236,49168,AT-MB-PC-E13,127.0.0.1,202.41062903404236,9,64,3,0.0001
0.98065,0.97759,0.98389,0.98073,0.99648,0.06322438010111764,23.32979625731241,0.98315,0.98644,0.9798,0.98311,0.9918,0.07979235215733449,5.9844264118000865,0.95985,0.97252,0.94792,0.96006,0.99628,0.11711671483052154,9.720687330933288,1715766219,,False,10,b3775cef,2024-05-15_11-43-39,23.06162929534912,225.47225832939148,49168,AT-MB-PC-E13,127.0.0.1,225.47225832939148,10,64,3,0.0001
0.98108,0.97873,0.98355,0.98114,0.99761,0.05368504158175755,19.809780343668535,0.98484,0.97682,0.99327,0.98497,0.99069,0.08678742952334384,6.509057214250788,0.96818,0.95918,0.97917,0.96907,0.99788,0.09396887889008475,7.7994169478770345,1715766241,,False,11,b3775cef,2024-05-15_11-44-01,22.214309215545654,247.68656754493713,49168,AT-MB-PC-E13,127.0.0.1,247.68656754493713,11,64,3,0.0001
0.98031,0.97629,0.98457,0.98041,0.99769,0.05401576619969459,19.931817727687303,0.98315,0.98316,0.98316,0.98316,0.99226,0.07710488218503694,5.78286616387777,0.96212,0.96418,0.96131,0.96274,0.99766,0.09069929986207532,7.528041888552252,1715766262,,False,12,b3775cef,2024-05-15_11-44-22,21.29975986480713,268.98632740974426,49168,AT-MB-PC-E13,127.0.0.1,268.98632740974426,12,64,3,0.0001
0.98125,0.97874,0.98389,0.98131,0.99708,0.05468298996316628,20.178023296408355,0.98147,0.98475,0.97811,0.98142,0.99227,0.07721795585161696,5.791346688871272,0.96364,0.97561,0.95238,0.96386,0.99537,0.10045238034743591,8.33754756883718,1715766284,,False,13,b3775cef,2024-05-15_11-44-44,21.816017627716064,290.8023450374603,49168,AT-MB-PC-E13,127.0.0.1,290.8023450374603,13,64,3,0.0001
0.9815,0.98102,0.98202,0.98152,0.99767,0.052819537720548336,19.490409418882336,0.98231,0.98314,0.98148,0.98231,0.9924,0.07651171976001933,5.73837898200145,0.96212,0.97554,0.9494,0.96229,0.99697,0.09818571145823,8.14941405103309,1715766307,,False,14,b3775cef,2024-05-15_11-45-07,22.372259378433228,313.17460441589355,49168,AT-MB-PC-E13,127.0.0.1,313.17460441589355,14,64,3,0.0001
0.98116,0.98117,0.98117,0.98117,0.99782,0.049279117216305623,18.183994252816774,0.98399,0.97837,0.9899,0.9841,0.99228,0.07437516046843182,5.578137035132386,0.97121,0.96481,0.97917,0.97194,0.99796,0.07718493805424008,6.406349858501926,1715766329,,False,15,b3775cef,2024-05-15_11-45-29,22.777129888534546,335.9517343044281,49168,AT-MB-PC-E13,127.0.0.1,335.9517343044281,15,64,3,0.0001
