train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/modules/1/times
0.5,0.5,0.04978,0.09054,0.5,1.125573803216983,351.17902660369873,0.4999,0.49895,0.0476,0.08691,0.5,1.1153397860999306,349.10135304927826,1713886127,,False,1,f25dc478,2024-04-23_17-28-47,129.08762764930725,129.08762764930725,23908,AT-MB-PC-E13,127.0.0.1,129.08762764930725,1,1
0.50005,0.50006,0.44111,0.46874,0.50012,0.6995050855554067,218.2455866932869,0.5,0.5,0.1624,0.24517,0.50036,0.6940635716953216,217.24189794063568,1713886210,,False,2,f25dc478,2024-04-23_17-30-10,82.97321510314941,212.06084275245667,23908,AT-MB-PC-E13,127.0.0.1,212.06084275245667,2,1
0.501,0.5011,0.45633,0.47767,0.50089,0.6936212588961308,216.4098327755928,0.5003,0.50017,0.8876,0.6398,0.5016,0.6943709273307849,217.33810025453568,1713886301,,False,3,f25dc478,2024-04-23_17-31-41,91.33882164955139,303.39966440200806,23908,AT-MB-PC-E13,127.0.0.1,303.39966440200806,3,1
0.53446,0.53514,0.52474,0.52989,0.55869,0.6832351161119266,213.16935622692108,0.6423,0.67651,0.5454,0.60392,0.73089,0.5931654475367488,185.66078507900238,1713886382,,False,4,f25dc478,2024-04-23_17-33-02,80.60715746879578,384.00682187080383,23908,AT-MB-PC-E13,127.0.0.1,384.00682187080383,4,1
0.66857,0.67386,0.65335,0.66345,0.77228,0.5306945320887443,165.57669401168823,0.6689,0.6925,0.6076,0.64728,0.77158,0.5368465071859451,168.03295674920082,1713886469,,False,5,f25dc478,2024-04-23_17-34-29,87.15464854240417,471.161470413208,23908,AT-MB-PC-E13,127.0.0.1,471.161470413208,5,1
0.68645,0.69268,0.67027,0.68129,0.79793,0.4937700884273419,154.05626758933067,0.6697,0.64805,0.7428,0.6922,0.77307,0.5240613086916768,164.03118962049484,1713886547,,False,6,f25dc478,2024-04-23_17-35-47,78.17854952812195,549.34001994133,23908,AT-MB-PC-E13,127.0.0.1,549.34001994133,6,1
0.69727,0.70995,0.66707,0.68784,0.81027,0.4782965440207567,149.2285217344761,0.6661,0.67113,0.6514,0.66112,0.77411,0.5258987924923151,164.6063220500946,1713886633,,False,7,f25dc478,2024-04-23_17-37-13,86.44138407707214,635.7814040184021,23908,AT-MB-PC-E13,127.0.0.1,635.7814040184021,7,1
0.70237,0.70923,0.686,0.69742,0.81735,0.46904938094891035,146.34340685606003,0.6897,0.70633,0.6494,0.67667,0.80052,0.49648653861051933,155.40028658509254,1713886713,,False,8,f25dc478,2024-04-23_17-38-33,79.51582217216492,715.297226190567,23908,AT-MB-PC-E13,127.0.0.1,715.297226190567,8,1
0.70302,0.7073,0.69271,0.69993,0.81902,0.46564230829095227,145.28040018677711,0.6854,0.6793,0.7024,0.69066,0.79342,0.5099153232079344,159.60349616408348,1713886796,,False,9,f25dc478,2024-04-23_17-39-56,83.34274482727051,798.6399710178375,23908,AT-MB-PC-E13,127.0.0.1,798.6399710178375,9,1
0.70463,0.70695,0.69902,0.70296,0.8215,0.4614392836124469,143.96905648708344,0.66,0.62147,0.8186,0.70654,0.77605,0.617752536036336,193.35654377937317,1713886879,,True,10,f25dc478,2024-04-23_17-41-19,83.06454348564148,881.704514503479,23908,AT-MB-PC-E13,127.0.0.1,881.704514503479,10,1
