train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,test_accuracy,test_precision,test_recall,test_f1,test_auc,test_mean_loss,test_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/modules/1/times
0.5,0.5,1.0,0.67,0.5,1.2296744806821955,2115.0401067733765,0.5,0.5,1.0,0.67,0.5,1.244155323960151,456.6050038933754,0.5,0.5,1.0,0.67,0.5,1.2585168668668565,459.3586564064026,1713214053,,False,1,7d6dccd9,2024-04-15_22-47-33,845.4690315723419,845.4690315723419,36112,AT-MB-PC-E13,127.0.0.1,845.4690315723419,1,3
0.78,0.77,0.8,0.79,0.9,0.3699382883832292,636.2938560191542,0.92,0.97,0.88,0.92,0.99,0.1685113098614466,61.8436507191509,0.93,0.97,0.89,0.92,0.99,0.15785809069080917,57.618203102145344,1713214850,,False,2,7d6dccd9,2024-04-15_23-00-50,797.0737066268921,1642.542738199234,36112,AT-MB-PC-E13,127.0.0.1,1642.542738199234,2,3
0.94,0.94,0.94,0.94,0.99,0.12412607313491145,213.49684579204768,0.96,0.95,0.97,0.96,1.0,0.08926983535385244,32.762029574863845,0.96,0.96,0.97,0.96,1.0,0.08041839971432736,29.35271589572949,1713215649,,False,3,7d6dccd9,2024-04-15_23-14-09,798.6343548297882,2441.177093029022,36112,AT-MB-PC-E13,127.0.0.1,2441.177093029022,3,3
0.97,0.97,0.97,0.97,1.0,0.0745618423757341,128.24636888626264,0.97,0.97,0.97,0.97,1.0,0.07017609206234784,25.75462578688166,0.98,0.98,0.98,0.98,1.0,0.060771362032651204,22.18154714191769,1713216449,,False,4,7d6dccd9,2024-04-15_23-27-29,800.3588321208954,3241.5359251499176,36112,AT-MB-PC-E13,127.0.0.1,3241.5359251499176,4,3
0.97,0.97,0.98,0.97,1.0,0.05782133414771145,99.4526947340637,0.97,0.98,0.97,0.97,1.0,0.04884724566230899,17.9269391580674,0.98,0.98,0.97,0.98,1.0,0.047264077922611177,17.25138844175308,1713217247,,False,5,7d6dccd9,2024-04-15_23-40-47,798.1032271385193,4039.639152288437,36112,AT-MB-PC-E13,127.0.0.1,4039.639152288437,5,3
0.98,0.97,0.98,0.98,1.0,0.051855130056448914,89.19082369709213,0.98,0.98,0.97,0.98,1.0,0.05266064316061002,19.326456039943878,0.98,0.99,0.97,0.98,1.0,0.04692951537027225,17.12927311014937,1713218047,,False,6,7d6dccd9,2024-04-15_23-54-07,799.6591920852661,4839.298344373703,36112,AT-MB-PC-E13,127.0.0.1,4839.298344373703,6,3
0.98,0.98,0.98,0.98,1.0,0.04708014442770269,80.97784841564862,0.98,0.97,0.98,0.98,1.0,0.04761510699357278,17.47474426664121,0.98,0.97,0.99,0.98,1.0,0.04571030985030556,16.68426309536153,1713218847,,False,7,7d6dccd9,2024-04-16_00-07-27,800.1075937747955,5639.4059381484985,36112,AT-MB-PC-E13,127.0.0.1,5639.4059381484985,7,3
0.98,0.98,0.98,0.98,1.0,0.04409824865223802,75.8489876818494,0.98,0.98,0.98,0.98,1.0,0.043559929348286675,15.986494070821209,0.98,0.98,0.98,0.98,1.0,0.0414211601945444,15.118723471008707,1713219646,,False,8,7d6dccd9,2024-04-16_00-20-46,799.111819267273,6438.5177574157715,36112,AT-MB-PC-E13,127.0.0.1,6438.5177574157715,8,3
0.98,0.98,0.98,0.98,1.0,0.044485866542031224,76.51569045229371,0.98,0.98,0.97,0.98,1.0,0.04066389875360958,14.923650842574716,0.98,0.98,0.98,0.98,1.0,0.039844679917298155,14.543308169813827,1713220444,,False,9,7d6dccd9,2024-04-16_00-34-04,798.1003370285034,7236.618094444275,36112,AT-MB-PC-E13,127.0.0.1,7236.618094444275,9,3
0.98,0.97,0.98,0.98,1.0,0.042130080448314476,72.4637383711009,0.98,0.98,0.98,0.98,1.0,0.0364060355465264,13.361015045575186,0.98,0.98,0.98,0.98,1.0,0.03802226438812097,13.878126501664156,1713221245,,False,10,7d6dccd9,2024-04-16_00-47-25,800.0369684696198,8036.655062913895,36112,AT-MB-PC-E13,127.0.0.1,8036.655062913895,10,3
