train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,test_accuracy,test_precision,test_recall,test_f1,test_auc,test_mean_loss,test_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/modules/1/times
0.49998,0.49999,0.99893,0.66642,0.49993,1.2296744784643483,2115.040102958679,0.5,0.5,0.99881,0.6664,0.49991,1.2441554405708728,456.60504668951035,0.5,0.5,0.99966,0.66659,0.49994,1.2585169999566796,459.3587049841881,1713935258,,False,1,901a7647,2024-04-24_07-07-38,852.0200617313385,852.0200617313385,44004,AT-MB-PC-E13,127.0.0.1,852.0200617313385,1,3
0.77876,0.7691,0.79671,0.78266,0.8932,0.37515631631926394,645.268864069134,0.92044,0.94009,0.89813,0.91863,0.98338,0.17037051473553888,62.52597890794277,0.92489,0.94208,0.90545,0.9234,0.98479,0.16296281451104233,59.481427296530455,1713936063,,False,2,901a7647,2024-04-24_07-21-03,805.0371096134186,1657.057171344757,44004,AT-MB-PC-E13,127.0.0.1,1657.057171344757,2,3
0.94489,0.94583,0.94382,0.94483,0.99122,0.12099887323944808,208.1180619718507,0.95963,0.94071,0.98109,0.96047,0.99553,0.10064121805141268,36.93532702486846,0.96189,0.94489,0.98099,0.9626,0.99562,0.10035814441762839,36.63072271243436,1713936869,,False,3,901a7647,2024-04-24_07-34-29,806.0441148281097,2463.101286172867,44004,AT-MB-PC-E13,127.0.0.1,2463.101286172867,3,3
0.96809,0.96669,0.96959,0.96813,0.99696,0.07152345284042429,123.02033888552978,0.97019,0.97179,0.96848,0.97014,0.99753,0.06425950419173128,23.58323803836538,0.97568,0.97682,0.97448,0.97565,0.99787,0.05848978300840428,21.348770798067562,1713937675,,False,4,901a7647,2024-04-24_07-47-55,806.054176568985,3269.155462741852,44004,AT-MB-PC-E13,127.0.0.1,3269.155462741852,4,3
0.97383,0.97253,0.9752,0.97386,0.99793,0.057775921572621965,99.37458510490978,0.96993,0.9713,0.96848,0.96989,0.9969,0.07195545367608928,26.407651499124768,0.97379,0.97591,0.97157,0.97373,0.99793,0.059613826177071,21.759046554630913,1713938480,,False,5,901a7647,2024-04-24_08-01-20,805.3813321590424,4074.536794900894,44004,AT-MB-PC-E13,127.0.0.1,4074.536794900894,5,3
0.9756,0.97398,0.97731,0.97564,0.99829,0.05183557834827805,89.15719475903825,0.97411,0.95563,0.99438,0.97462,0.99851,0.06448157492638705,23.664737997984048,0.97688,0.95971,0.99555,0.9773,0.99871,0.05947127130488273,21.707014026282195,1713939285,,False,6,901a7647,2024-04-24_08-14-45,805.1637661457062,4879.7005610466,44004,AT-MB-PC-E13,127.0.0.1,4879.7005610466,6,3
0.97693,0.97603,0.97789,0.97696,0.99844,0.04875387001757507,83.85665643022912,0.9776,0.99471,0.96031,0.9772,0.99892,0.04544333949648935,16.67770559521159,0.97816,0.99539,0.96077,0.97777,0.99903,0.04456233648824097,16.265252818207955,1713940092,,False,7,901a7647,2024-04-24_08-28-12,806.4682514667511,5686.168812513351,44004,AT-MB-PC-E13,127.0.0.1,5686.168812513351,7,3
0.9776,0.97746,0.97774,0.9776,0.99857,0.046851314939742095,80.5842616963564,0.96917,0.96615,0.9724,0.96926,0.99759,0.06312446796095153,23.166679741669213,0.97011,0.96651,0.97396,0.97022,0.99752,0.06397452545073203,23.35070178951719,1713940895,,False,8,901a7647,2024-04-24_08-41-35,802.6163818836212,6488.785194396973,44004,AT-MB-PC-E13,127.0.0.1,6488.785194396973,8,3
0.97858,0.97841,0.97876,0.97858,0.99874,0.04371756973153763,75.19421993824471,0.97692,0.97912,0.97462,0.97686,0.99856,0.053858199698909356,19.765959289499733,0.97962,0.98209,0.97705,0.97956,0.99871,0.04820272461549319,17.593994484655013,1713941700,,False,9,901a7647,2024-04-24_08-55-00,804.9969170093536,7293.782111406326,44004,AT-MB-PC-E13,127.0.0.1,7293.782111406326,9,3
0.97907,0.97791,0.98029,0.9791,0.99872,0.042936733294466775,73.85118126648285,0.97564,0.99486,0.95622,0.97516,0.99859,0.05183599987485997,19.023811954073608,0.97559,0.99378,0.95718,0.97513,0.99873,0.051778599435350126,18.899188793902795,1713942532,,False,10,901a7647,2024-04-24_09-08-52,832.7291388511658,8126.511250257492,44004,AT-MB-PC-E13,127.0.0.1,8126.511250257492,10,3
