train_accuracy-0_0,train_accuracy-0_5,train_ap,train_auc,train_mean_loss,train_sum_loss,val_accuracy-0_0,val_accuracy-0_5,val_ap,val_auc,val_mean_loss,val_sum_loss,test_accuracy-0_0,test_accuracy-0_5,test_ap,test_auc,test_mean_loss,test_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/parameter/dropout,config/model/modules/1/times,config/optimizer/base_learning_rate
0.07743,0.48643,0.08379,0.51457,0.7953032307765063,135.20154923200607,0.07345,0.49304,0.0834,0.52135,0.8092598867416382,20.231497168540955,0.08194,0.48852,0.095,0.50729,0.7990439789635795,39.15315496921539,1713301055,,False,1,6b7303c8,2024-04-16_22-57-35,94.88850975036621,94.88850975036621,24220,AT-MB-PC-EOS,127.0.0.1,94.88850975036621,1,128,0.0,3,0.001
0.07743,0.88615,0.08729,0.51411,0.3722533454789835,63.28306873142719,0.07345,0.92356,0.10204,0.50674,0.31503141462802886,7.875785365700722,0.08194,0.91588,0.10946,0.53417,0.3224676829211566,15.800916463136673,1713301147,,False,2,6b7303c8,2024-04-16_22-59-07,91.68699622154236,186.57550597190857,24220,AT-MB-PC-EOS,127.0.0.1,186.57550597190857,2,128,0.0,3,0.001
0.07743,0.92041,0.13394,0.57686,0.29062991843504066,49.40708613395691,0.07345,0.92332,0.12536,0.54582,0.2826198238134384,7.06549559533596,0.08194,0.91841,0.1465,0.56172,0.29994983879887327,14.69754210114479,1713301242,,False,3,6b7303c8,2024-04-16_23-00-42,95.2514865398407,281.82699251174927,24220,AT-MB-PC-EOS,127.0.0.1,281.82699251174927,3,128,0.0,3,0.001
0.07743,0.92215,0.15854,0.61165,0.27199654675581875,46.23941294848919,0.07345,0.90613,0.16587,0.62429,0.3063769841194153,7.659424602985382,0.08194,0.90808,0.18091,0.6375,0.3110230981695409,15.240131810307503,1713301331,,False,4,6b7303c8,2024-04-16_23-02-11,89.41967105865479,371.24666357040405,24220,AT-MB-PC-EOS,127.0.0.1,371.24666357040405,4,128,0.0,3,0.001
0.07743,0.92236,0.17118,0.62524,0.26713082825436313,45.41224080324173,0.07345,0.92626,0.17342,0.65642,0.2544102990627289,6.360257476568222,0.08194,0.91832,0.20235,0.63627,0.27733922917015696,13.589622229337692,1713301428,,False,5,6b7303c8,2024-04-16_23-03-48,96.71405744552612,467.9607210159302,24220,AT-MB-PC-EOS,127.0.0.1,467.9607210159302,5,128,0.0,3,0.001
0.07743,0.92315,0.20638,0.67087,0.25237571868826364,42.903872177004814,0.07345,0.92703,0.21924,0.67631,0.242103231549263,6.052580788731575,0.08194,0.91947,0.22356,0.65318,0.2607419311392064,12.776354625821114,1713301518,,False,6,6b7303c8,2024-04-16_23-05-18,90.02058815956116,557.9813091754913,24220,AT-MB-PC-EOS,127.0.0.1,557.9813091754913,6,128,0.0,3,0.001
0.07743,0.92353,0.21447,0.68788,0.24749638324274736,42.07438515126705,0.07345,0.92593,0.19998,0.65659,0.24893895030021668,6.223473757505417,0.08194,0.91796,0.20442,0.65059,0.27779893881204176,13.612148001790047,1713301616,,False,7,6b7303c8,2024-04-16_23-06-56,98.01561999320984,655.9969291687012,24220,AT-MB-PC-EOS,127.0.0.1,655.9969291687012,7,128,0.0,3,0.001
0.07743,0.92309,0.20845,0.69254,0.24652984326376634,41.91007335484028,0.07345,0.92706,0.20447,0.64483,0.2550765371322632,6.37691342830658,0.08194,0.91863,0.21768,0.64244,0.2664218006693587,13.054668232798576,1713301706,,False,8,6b7303c8,2024-04-16_23-08-26,90.039475440979,746.0364046096802,24220,AT-MB-PC-EOS,127.0.0.1,746.0364046096802,8,128,0.0,3,0.001
0.07743,0.92436,0.23644,0.70802,0.2388431445640676,40.603334575891495,0.07345,0.91814,0.19163,0.64669,0.26640841126441955,6.660210281610489,0.08194,0.91384,0.20084,0.6558,0.2784794848792407,13.645494759082794,1713301803,,False,9,6b7303c8,2024-04-16_23-10-03,97.22089672088623,843.2573013305664,24220,AT-MB-PC-EOS,127.0.0.1,843.2573013305664,9,128,0.0,3,0.001
0.07743,0.92348,0.23207,0.71384,0.23861360449124785,40.564312763512135,0.07345,0.92695,0.24076,0.69949,0.2311247158050537,5.778117895126343,0.08194,0.91972,0.2414,0.67548,0.2659571432337469,13.031900018453598,1713301894,,False,10,6b7303c8,2024-04-16_23-11-34,90.27740240097046,933.5347037315369,24220,AT-MB-PC-EOS,127.0.0.1,933.5347037315369,10,128,0.0,3,0.001
