train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,test_accuracy,test_precision,test_recall,test_f1,test_auc,test_mean_loss,test_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/parameter/dropout,config/model/modules/1/times,config/optimizer/base_learning_rate
0.52,0.39,0.16,0.22,0.44,0.7616293675759259,25.895398497581482,0.52,0.0,0.0,0.0,0.36,0.9690189242362977,4.845094621181488,0.51,0.0,0.0,0.0,0.5,0.9515502512454986,9.515502512454987,1713260910,,False,1,f5540ff0,2024-04-16_11-48-30,52.42858004570007,52.42858004570007,21812,AT-MB-PC-E13,127.0.0.1,52.42858004570007,1,128,0.2,10,0.0001
0.54,0.46,0.24,0.32,0.52,0.7180993556976318,24.415378093719482,0.54,0.67,0.08,0.15,0.56,0.7385515213012696,3.6927576065063477,0.52,0.53,0.06,0.11,0.48,0.7667405009269714,7.667405009269714,1713260960,,False,2,f5540ff0,2024-04-16_11-49-20,50.01081109046936,102.43939113616943,21812,AT-MB-PC-E13,127.0.0.1,102.43939113616943,2,128,0.2,10,0.0001
0.59,0.54,0.52,0.53,0.62,0.6715944391839644,22.83421093225479,0.61,0.7,0.32,0.44,0.6,0.7115690350532532,3.557845175266266,0.65,0.71,0.46,0.56,0.67,0.6589542269706726,6.589542269706726,1713261011,,False,3,f5540ff0,2024-04-16_11-50-11,50.41748023033142,152.85687136650085,21812,AT-MB-PC-E13,127.0.0.1,152.85687136650085,3,128,0.2,10,0.0001
0.65,0.61,0.58,0.6,0.69,0.64538713676088,21.94316264986992,0.53,0.51,0.29,0.37,0.52,0.7291788220405578,3.6458941102027893,0.64,0.69,0.49,0.57,0.69,0.6499408304691314,6.499408304691315,1713261061,,False,4,f5540ff0,2024-04-16_11-51-01,50.25948238372803,203.11635375022888,21812,AT-MB-PC-E13,127.0.0.1,203.11635375022888,4,128,0.2,10,0.0001
0.68,0.63,0.67,0.65,0.73,0.6078030966660556,20.66530528664589,0.6,0.63,0.4,0.49,0.64,0.6704528212547303,3.352264106273651,0.66,0.67,0.59,0.63,0.73,0.6158535242080688,6.1585352420806885,1713261111,,False,5,f5540ff0,2024-04-16_11-51-51,49.92538642883301,253.0417401790619,21812,AT-MB-PC-E13,127.0.0.1,253.0417401790619,5,128,0.2,10,0.0001
0.7,0.67,0.63,0.65,0.75,0.5859781021580976,19.92325547337532,0.59,0.61,0.39,0.47,0.67,0.6557647228240967,3.2788236141204834,0.68,0.7,0.59,0.64,0.74,0.6204850733280182,6.204850733280182,1713261160,,False,6,f5540ff0,2024-04-16_11-52-40,49.65695643424988,302.69869661331177,21812,AT-MB-PC-E13,127.0.0.1,302.69869661331177,6,128,0.2,10,0.0001
0.73,0.7,0.69,0.7,0.79,0.5624408748219994,19.122989743947983,0.62,0.68,0.39,0.5,0.68,0.6772636532783508,3.386318266391754,0.66,0.7,0.52,0.6,0.73,0.6184322088956833,6.184322088956833,1713261210,,False,7,f5540ff0,2024-04-16_11-53-30,49.73216938972473,352.4308660030365,21812,AT-MB-PC-E13,127.0.0.1,352.4308660030365,7,128,0.2,10,0.0001
0.72,0.68,0.7,0.69,0.79,0.5537369365201277,18.82705584168434,0.56,0.56,0.33,0.42,0.68,0.668909776210785,3.3445488810539246,0.68,0.74,0.54,0.62,0.73,0.6240600228309632,6.240600228309631,1713261261,,False,8,f5540ff0,2024-04-16_11-54-21,50.55426073074341,402.9851267337799,21812,AT-MB-PC-E13,127.0.0.1,402.9851267337799,8,128,0.2,10,0.0001
0.74,0.7,0.73,0.71,0.82,0.5275370303322288,17.936259031295776,0.6,0.61,0.43,0.5,0.67,0.694410216808319,3.4720510840415955,0.66,0.68,0.57,0.62,0.74,0.6114044219255448,6.114044219255447,1713261311,,False,9,f5540ff0,2024-04-16_11-55-11,50.700061082839966,453.6851878166199,21812,AT-MB-PC-E13,127.0.0.1,453.6851878166199,9,128,0.2,10,0.0001
0.75,0.71,0.75,0.73,0.83,0.5129003603668774,17.43861225247383,0.68,0.64,0.76,0.7,0.67,0.7039807796478271,3.5199038982391357,0.7,0.67,0.77,0.72,0.75,0.6141786724328995,6.141786724328995,1713261362,,False,10,f5540ff0,2024-04-16_11-56-02,50.86324644088745,504.5484342575073,21812,AT-MB-PC-E13,127.0.0.1,504.5484342575073,10,128,0.2,10,0.0001
