train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,test_accuracy,test_precision,test_recall,test_f1,test_auc,test_mean_loss,test_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/parameter/dropout,config/model/modules/1/times,config/optimizer/base_learning_rate
0.49151,0.45797,0.77331,0.57526,0.54103,0.7971981606062721,27.10473746061325,0.43709,0.44037,0.66667,0.53039,0.49578,0.8793048143386841,4.39652407169342,0.55629,0.53052,0.76871,0.62778,0.55721,0.740806382894516,7.40806382894516,1713423309,,False,1,f5d866f5,2024-04-18_08-55-09,4.906837701797485,4.906837701797485,35112,AT-MB-PC-E13,127.0.0.1,4.906837701797485,1,128,0.0,3,0.0001
0.58302,0.52542,0.65678,0.5838,0.61159,0.6845027243389803,23.27309262752533,0.47682,0.45783,0.52778,0.49032,0.51064,0.7500974893569946,3.750487446784973,0.60596,0.57292,0.7483,0.64897,0.68466,0.6341944754123687,6.341944754123688,1713423315,,False,2,f5d866f5,2024-04-18_08-55-15,6.01068377494812,10.917521476745605,35112,AT-MB-PC-E13,127.0.0.1,10.917521476745605,2,128,0.0,3,0.0001
0.67358,0.61932,0.6928,0.654,0.74227,0.6022590793230954,20.476808696985245,0.5894,0.55435,0.70833,0.62195,0.60777,0.6836982846260071,3.4184914231300354,0.63245,0.60112,0.72789,0.65846,0.70419,0.6220235049724578,6.220235049724579,1713423323,,False,3,f5d866f5,2024-04-18_08-55-23,8.720890998840332,19.638412475585938,35112,AT-MB-PC-E13,127.0.0.1,19.638412475585938,3,128,0.0,3,0.0001
0.72264,0.68016,0.71186,0.69565,0.78752,0.5601636907633614,19.045565485954285,0.58278,0.54639,0.73611,0.62722,0.6141,0.7069089770317077,3.534544885158539,0.62583,0.59239,0.7415,0.65861,0.71938,0.6199184358119965,6.199184358119965,1713423332,,False,4,f5d866f5,2024-04-18_08-55-32,8.594192028045654,28.232604503631592,35112,AT-MB-PC-E13,127.0.0.1,28.232604503631592,4,128,0.0,3,0.0001
0.7566,0.72292,0.73517,0.72899,0.82304,0.5263108952957041,17.89457044005394,0.5894,0.54902,0.77778,0.64368,0.65928,0.6559403896331787,3.2797019481658936,0.63907,0.58962,0.85034,0.69638,0.75774,0.6183124482631683,6.183124482631683,1713423341,,False,5,f5d866f5,2024-04-18_08-55-41,8.696550607681274,36.929155111312866,35112,AT-MB-PC-E13,127.0.0.1,36.929155111312866,5,128,0.0,3,0.0001
0.77547,0.73878,0.76695,0.7526,0.83857,0.5035897195339203,17.12205046415329,0.58278,0.54839,0.70833,0.61818,0.66922,0.6606926560401917,3.3034632802009583,0.68874,0.63731,0.83673,0.72353,0.75589,0.6204825192689896,6.204825192689896,1713423349,,False,6,f5d866f5,2024-04-18_08-55-49,8.685532331466675,45.61468744277954,35112,AT-MB-PC-E13,127.0.0.1,45.61468744277954,6,128,0.0,3,0.0001
0.78208,0.73861,0.79025,0.76356,0.858,0.47062159417306676,16.00113420188427,0.66887,0.60577,0.875,0.71591,0.7507,0.6293675005435944,3.146837502717972,0.66887,0.60829,0.89796,0.72527,0.77147,0.6413614124059677,6.413614124059677,1713423358,,False,7,f5d866f5,2024-04-18_08-55-58,8.891104936599731,54.50579237937927,35112,AT-MB-PC-E13,127.0.0.1,54.50579237937927,7,128,0.0,3,0.0001
0.79811,0.76327,0.79237,0.77755,0.86513,0.4695225805044174,15.963767737150192,0.53642,0.51786,0.40278,0.45313,0.54677,0.9097926616668701,4.548963308334351,0.64901,0.65185,0.59864,0.62411,0.73329,0.6182506918907166,6.1825069189071655,1713423367,,False,8,f5d866f5,2024-04-18_08-56-07,8.96904182434082,63.47483420372009,35112,AT-MB-PC-E13,127.0.0.1,63.47483420372009,8,128,0.0,3,0.0001
0.79717,0.76939,0.77754,0.77345,0.87455,0.4569198944989373,15.535276412963867,0.65563,0.60204,0.81944,0.69412,0.75325,0.6449595808982849,3.2247979044914246,0.67219,0.61765,0.85714,0.71795,0.7476,0.6537463128566742,6.537463128566742,1713423376,,False,9,f5d866f5,2024-04-18_08-56-16,8.846073389053345,72.32090759277344,35112,AT-MB-PC-E13,127.0.0.1,72.32090759277344,9,128,0.0,3,0.0001
0.7934,0.77802,0.75,0.76375,0.86475,0.47841029482729297,16.26595002412796,0.59603,0.58209,0.54167,0.56115,0.62447,0.8335911750793457,4.1679558753967285,0.67881,0.66447,0.68707,0.67559,0.75194,0.633310878276825,6.3331087827682495,1713423385,,False,10,f5d866f5,2024-04-18_08-56-25,8.760602235794067,81.0815098285675,35112,AT-MB-PC-E13,127.0.0.1,81.0815098285675,10,128,0.0,3,0.0001
