train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/modules/1/times
0.49985,0.49975,0.30419,0.37818,0.49999,0.7116548881316797,222.03632509708405,0.5001,0.50017,0.2882,0.36569,0.49995,0.7125210497325982,223.01908856630325,1714465435,,False,1,84671676,2024-04-30_10-23-55,666.4645700454712,666.4645700454712,64176,AT-MB-PC-E13,127.0.0.1,666.4645700454712,1,3
0.61008,0.60802,0.61959,0.61375,0.67522,0.6236890126497318,194.5909719467163,0.7592,0.82579,0.657,0.73179,0.86195,0.4826984286022643,151.08460815250874,1714466013,,False,2,84671676,2024-04-30_10-33-33,577.8005247116089,1244.26509475708,64176,AT-MB-PC-E13,127.0.0.1,1244.26509475708,2,3
0.85993,0.85753,0.86328,0.86039,0.94919,0.28292264975607395,88.27186672389507,0.8801,0.86443,0.9016,0.88262,0.9646,0.24965789258337248,78.14292037859559,1714466607,,False,3,84671676,2024-04-30_10-43-27,594.0543749332428,1838.3194696903229,64176,AT-MB-PC-E13,127.0.0.1,1838.3194696903229,3,3
0.90149,0.89771,0.90625,0.90196,0.97364,0.20746587204914063,64.72935207933187,0.9025,0.87207,0.9434,0.90633,0.97934,0.2036839328444423,63.75307098031044,1714467205,,False,4,84671676,2024-04-30_10-53-25,598.2215495109558,2436.5410192012787,64176,AT-MB-PC-E13,127.0.0.1,2436.5410192012787,4,3
0.92358,0.92197,0.92548,0.92372,0.98331,0.16638742212373286,51.91287570260465,0.9174,0.96357,0.8676,0.91307,0.98376,0.19907011875448327,62.30894717015326,1714467840,,False,5,84671676,2024-04-30_11-04-00,635.1480796337128,3071.6890988349915,64176,AT-MB-PC-E13,127.0.0.1,3071.6890988349915,5,3
0.9402,0.94144,0.9388,0.94012,0.98957,0.1310828318282102,40.89784353040159,0.9341,0.90608,0.9686,0.9363,0.98763,0.15051298581968292,47.11056456156075,1714468469,,False,6,84671676,2024-04-30_11-14-29,629.3356974124908,3701.0247962474823,64176,AT-MB-PC-E13,127.0.0.1,3701.0247962474823,6,3
0.94832,0.94591,0.95102,0.94846,0.9918,0.11621891619124188,36.260301851667464,0.9427,0.96886,0.9148,0.94106,0.99152,0.12313419545163064,38.54100317636039,1714469017,,False,7,84671676,2024-04-30_11-23-37,547.2426540851593,4248.267450332642,64176,AT-MB-PC-E13,127.0.0.1,4248.267450332642,7,3
0.95563,0.95691,0.95423,0.95557,0.99376,0.10059969309189071,31.3871042446699,0.9386,0.94143,0.9354,0.9384,0.98948,0.13541204202771426,42.38396915467456,1714469537,,False,8,84671676,2024-04-30_11-32-17,520.6208400726318,4768.888290405273,64176,AT-MB-PC-E13,127.0.0.1,4768.888290405273,8,3
0.95508,0.95604,0.95403,0.95503,0.99412,0.09698837355618031,30.260372549528256,0.9366,0.92208,0.9538,0.93767,0.98901,0.15303534720116815,47.90006367396563,1714470064,,False,9,84671676,2024-04-30_11-41-04,526.3030276298523,5295.191318035126,64176,AT-MB-PC-E13,127.0.0.1,5295.191318035126,9,3
0.95588,0.95556,0.95623,0.95589,0.99399,0.09850759475487464,30.734369563520886,0.9398,0.93927,0.9404,0.93984,0.98979,0.1365801055425445,42.74957303481642,1714470585,,True,10,84671676,2024-04-30_11-49-45,521.0597686767578,5816.2510867118835,64176,AT-MB-PC-E13,127.0.0.1,5816.2510867118835,10,3
