train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/modules/1/times
0.49985,0.49975,0.30419,0.37818,0.49999,0.7116548845019096,222.0363239645958,0.5001,0.50017,0.2882,0.36569,0.49995,0.712521030880011,223.01908266544342,1714471148,,False,1,9956422c,2024-04-30_11-59-08,562.7896883487701,562.7896883487701,64176,AT-MB-PC-E13,127.0.0.1,562.7896883487701,1,3
0.60457,0.60467,0.60407,0.60437,0.66862,0.627024328097319,195.63159036636353,0.7759,0.75906,0.8084,0.78295,0.8777,0.4371034982867134,136.8133949637413,1714471679,,False,2,9956422c,2024-04-30_12-07-59,530.7068428993225,1093.4965312480927,64176,AT-MB-PC-E13,127.0.0.1,1093.4965312480927,2,3
0.86048,0.86412,0.85547,0.85977,0.94972,0.2816208673832126,87.86571062356234,0.8911,0.87671,0.9102,0.89314,0.97089,0.21764243060883623,68.12208078056574,1714472210,,False,3,9956422c,2024-04-30_12-16-50,531.7137942314148,1625.2103254795074,64176,AT-MB-PC-E13,127.0.0.1,1625.2103254795074,3,3
0.91116,0.90984,0.91276,0.9113,0.97755,0.1912906094490049,59.68267014808953,0.9152,0.8843,0.9554,0.91848,0.98407,0.16895834787989766,52.88396288640797,1714472784,,False,4,9956422c,2024-04-30_12-26-24,573.7665259838104,2198.976851463318,64176,AT-MB-PC-E13,127.0.0.1,2198.976851463318,4,3
0.93004,0.92896,0.93129,0.93013,0.98503,0.15727034714431143,49.06834830902517,0.9296,0.90744,0.9568,0.93146,0.98672,0.17226528091290697,53.919032925739884,1714473356,,False,5,9956422c,2024-04-30_12-35-56,572.2476646900177,2771.2245161533356,64176,AT-MB-PC-E13,127.0.0.1,2771.2245161533356,5,3
0.94536,0.94523,0.94551,0.94537,0.99121,0.11991109953930554,37.41226305626333,0.9381,0.92658,0.9516,0.93892,0.98751,0.14854023095775254,46.49309228977654,1714473885,,False,6,9956422c,2024-04-30_12-44-45,528.7345740795135,3299.959090232849,64176,AT-MB-PC-E13,127.0.0.1,3299.959090232849,6,3
0.95393,0.95347,0.95443,0.95395,0.99347,0.10369424576399466,32.35260467836633,0.9323,0.95553,0.9068,0.93053,0.98638,0.1709156361000892,53.49659409932792,1714474414,,False,7,9956422c,2024-04-30_12-53-34,528.5572919845581,3828.516382217407,64176,AT-MB-PC-E13,127.0.0.1,3828.516382217407,7,3
0.95603,0.9563,0.95573,0.95602,0.99455,0.09271868955320081,28.928231140598655,0.9518,0.94893,0.955,0.95195,0.99338,0.1076614677648658,33.698039410403,1714474946,,False,8,9956422c,2024-04-30_13-02-26,532.102933883667,4360.619316101074,64176,AT-MB-PC-E13,127.0.0.1,4360.619316101074,8,3
0.95573,0.95802,0.95323,0.95562,0.99365,0.09948948217788711,31.04071843950078,0.9457,0.93449,0.9586,0.94639,0.99176,0.12454819280807429,38.98358434892725,1714475504,,False,9,9956422c,2024-04-30_13-11-44,558.2178068161011,4918.837122917175,64176,AT-MB-PC-E13,127.0.0.1,4918.837122917175,9,3
0.95723,0.95815,0.95623,0.95719,0.99462,0.09185882075689733,28.659952076151967,0.9516,0.96461,0.9376,0.95091,0.99251,0.11378212038728114,35.613803681219,1714476029,,True,10,9956422c,2024-04-30_13-20-29,524.7255716323853,5443.562694549561,64176,AT-MB-PC-E13,127.0.0.1,5443.562694549561,10,3
