train_mae,train_r2,train_spearmanr,train_mse,train_rmse,train_mean_loss,train_sum_loss,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,val_mean_loss,val_sum_loss,test_mae,test_r2,test_spearmanr,test_mse,test_rmse,test_mean_loss,test_sum_loss
5.65494,-36.99662,-0.25882,33.7292,5.80768,5.654931653816127,8544.601728916168,5.60407,-35.24142,-0.26132,33.1874,5.76085,5.604074654755769,1815.7201881408691,5.64331,-37.87526,-0.25991,33.57024,5.79398,5.643137500609881,1828.3765501976013
1.23685,-2.24694,0.34046,2.88227,1.69773,1.2367950330736777,1868.797294974327,0.84368,-0.2771,0.55551,1.16948,1.08142,0.8433423960282479,273.2429363131523,0.85976,-0.37965,0.54137,1.19138,1.0915,0.8597849793272254,278.570333302021
0.70788,0.02711,0.59001,0.86362,0.92931,0.7078766436035628,1069.6016084849834,0.68531,0.0747,0.70001,0.84733,0.9205,0.6855501123232606,222.11823639273643,0.6781,0.05026,0.68384,0.82013,0.90561,0.6779795598100733,219.66537737846375
0.58988,0.31732,0.68144,0.606,0.77846,0.5898458342296568,891.2570555210114,0.67575,0.0585,0.74541,0.86216,0.92853,0.6756789303488202,218.91997343301773,0.65244,0.08687,0.74225,0.78852,0.88799,0.652338922759633,211.3578109741211
0.52225,0.45148,0.73151,0.48692,0.69779,0.5222672438440064,789.1458054482937,0.53263,0.41559,0.78657,0.53516,0.73155,0.532406776867531,172.49979570508003,0.52401,0.41373,0.77553,0.50626,0.71152,0.5239262868776734,169.75211694836617
0.48174,0.52818,0.76367,0.41883,0.64717,0.48175153187534653,727.9265646636486,0.45504,0.5753,0.81221,0.38891,0.62363,0.4550600187094123,147.4394460618496,0.44301,0.6029,0.81622,0.34291,0.58559,0.44289973194216503,143.49951314926147
0.45683,0.56949,0.78453,0.38216,0.61819,0.4568125088825516,690.2437009215355,0.49567,0.532,0.82051,0.42856,0.65464,0.49544120285614035,160.52294972538948,0.48978,0.54702,0.82203,0.39116,0.62543,0.4896734595114802,158.6542008817196
0.44133,0.59111,0.79426,0.36297,0.60247,0.4413665364823698,666.9048366248608,0.59344,0.41178,0.8193,0.53865,0.73393,0.5933022546915361,192.22993052005768,0.5911,0.41214,0.82281,0.50764,0.71249,0.5911884064107765,191.5450436770916
0.4286,0.61324,0.80502,0.34332,0.58594,0.4285801363003167,647.5845859497786,0.39462,0.64299,0.84082,0.32693,0.57178,0.3945290664739815,127.82741753757,0.38803,0.66615,0.84108,0.28829,0.53693,0.38809573986096146,125.74301971495152
0.42033,0.62691,0.81226,0.33119,0.57549,0.4203287664034128,635.1167660355568,0.54023,0.40256,0.83763,0.54709,0.73966,0.539977935269291,174.9528510272503,0.53017,0.41878,0.83941,0.5019,0.70845,0.5300260765684975,171.7284488081932
0.41553,0.63507,0.81587,0.32395,0.56916,0.41552191803109795,627.853618144989,0.41255,0.61485,0.83482,0.3527,0.59388,0.41241275059220234,133.62173119187355,0.40506,0.64122,0.83329,0.30982,0.55661,0.4050569724705484,131.2384590804577
0.404,0.65441,0.82597,0.30678,0.55388,0.4040022350892099,610.4473772197962,0.38532,0.66801,0.84488,0.30402,0.55138,0.3854307766865801,124.87957164645195,0.37921,0.68618,0.84553,0.27099,0.52057,0.379231210384104,122.87091216444969
0.40043,0.66115,0.82868,0.30079,0.54845,0.4004343655786319,605.0563263893127,0.39208,0.644,0.84951,0.326,0.57096,0.39214700561614685,127.05562981963158,0.38187,0.66972,0.84905,0.28521,0.53405,0.3818364627659321,123.715013936162
0.39307,0.67344,0.83519,0.28988,0.53841,0.39305318322976956,593.9033598601818,0.45153,0.60714,0.83171,0.35975,0.5998,0.4514794515238868,146.27934229373932,0.44696,0.60727,0.82937,0.33914,0.58236,0.44699685523907345,144.8269810974598
0.38962,0.67949,0.8372,0.28451,0.5334,0.3896100237955722,588.7007459551096,0.39657,0.63527,0.84765,0.334,0.57792,0.3965205297241976,128.47265163064003,0.38313,0.65573,0.84866,0.29729,0.54525,0.38305726440416443,124.11055366694927
0.38703,0.68321,0.8392,0.28121,0.5303,0.38702729845346795,584.7982479631901,0.37946,0.69977,0.86112,0.27493,0.52433,0.37944579064662076,122.94043616950512,0.37467,0.71026,0.85911,0.2502,0.5002,0.37471915133021494,121.40900503098965
0.38281,0.69342,0.84376,0.27215,0.52168,0.3828019101362525,578.4136862158775,0.49273,0.58523,0.86543,0.37982,0.6163,0.49256283670295903,159.59035909175873,0.4899,0.58272,0.86487,0.36034,0.60028,0.4897125761634038,158.66687467694283
0.37922,0.6984,0.84646,0.26773,0.51742,0.37922428744585607,573.0078983306885,0.36204,0.71071,0.86877,0.26492,0.5147,0.3621137457681291,117.32485362887383,0.35715,0.71914,0.86395,0.24253,0.49247,0.35719433799386024,115.73096551001072
0.37334,0.70537,0.85128,0.26154,0.51141,0.3733214707484236,564.088742300868,0.35789,0.72266,0.86705,0.25397,0.50395,0.35795902837941673,115.97872519493103,0.34906,0.73669,0.86688,0.22738,0.47684,0.3490465927731108,113.09109605848789
0.37564,0.70329,0.84921,0.26339,0.51321,0.3756432807914947,567.5969972759485,0.35405,0.71742,0.86957,0.25876,0.50869,0.3539531328887851,114.68081505596638,0.34778,0.73071,0.86635,0.23254,0.48223,0.34776857242356113,112.6770174652338
0.37071,0.71199,0.85359,0.25566,0.50563,0.3707150264558691,560.1504049748182,0.36232,0.72486,0.86686,0.25195,0.50195,0.3624476461590808,117.43303735554218,0.35779,0.71946,0.86025,0.24226,0.4922,0.35786931722620385,115.94965878129005
0.36788,0.71524,0.85491,0.25278,0.50277,0.3678737328117214,555.857210278511,0.48494,0.60128,0.87022,0.36512,0.60425,0.4850370174756757,157.1519936621189,0.48702,0.58295,0.86539,0.36014,0.60012,0.4870416157775455,157.80148351192474
0.36729,0.71811,0.85524,0.25023,0.50023,0.36728369754761914,554.9656669944525,0.39118,0.6452,0.86521,0.3249,0.57,0.39100616839196944,126.68599855899811,0.38344,0.66865,0.86484,0.28614,0.53492,0.3834616309606735,124.2415684312582
0.36751,0.71683,0.85517,0.25137,0.50137,0.3675344733115776,555.3445891737938,0.419,0.62119,0.87014,0.34689,0.58897,0.41890502389934325,135.72522774338722,0.40912,0.64225,0.8703,0.30893,0.55581,0.4091428027108864,132.56226807832718
0.36385,0.72254,0.85822,0.2463,0.49628,0.36384427291048355,549.7686963677406,0.34951,0.74208,0.87775,0.23619,0.48599,0.3494108512905645,113.20911581814289,0.34315,0.74822,0.87534,0.21743,0.46629,0.34310107825346936,111.16474935412407
0.36172,0.72348,0.86013,0.24547,0.49545,0.3617427909141499,546.5933570712805,0.36292,0.72408,0.87678,0.25267,0.50266,0.36302428881143345,117.61986957490444,0.36076,0.72625,0.87252,0.23639,0.4862,0.36081944815354583,116.90550120174885
