train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/modules/1/times
0.5,0.5,0.02,0.04,0.5,1.1462331779110126,357.62475150823593,0.5,0.5,0.02,0.04,0.5,1.158463083326626,362.598945081234,1712425449,,False,1,292064b6,2024-04-06_19-44-09,114.19649291038513,114.19649291038513,46288,AT-MB-PC-E13,127.0.0.1,114.19649291038513,1,1
0.5,0.5,0.43,0.46,0.5,0.6993144683730907,218.18611413240433,0.5,0.5,0.15,0.23,0.5,0.6943565648965562,217.33360481262207,1712425523,,False,2,292064b6,2024-04-06_19-45-23,73.9825611114502,188.17905402183533,46288,AT-MB-PC-E13,127.0.0.1,188.17905402183533,2,1
0.5,0.5,0.43,0.46,0.5,0.6936015093173736,216.40367090702057,0.5,0.5,0.32,0.39,0.5,0.6935612536466922,217.08467239141464,1712425604,,False,3,292064b6,2024-04-06_19-46-44,80.74984526634216,268.9288992881775,46288,AT-MB-PC-E13,127.0.0.1,268.9288992881775,3,1
0.5,0.5,0.45,0.47,0.5,0.6935292715445543,216.38113272190094,0.5,0.5,0.73,0.59,0.5,0.6953735073534445,217.6519078016281,1712425679,,False,4,292064b6,2024-04-06_19-47-59,75.04353356361389,343.9724328517914,46288,AT-MB-PC-E13,127.0.0.1,343.9724328517914,4,1
0.5,0.5,0.45,0.47,0.5,0.6936504101523986,216.41892796754837,0.5,0.5,0.61,0.55,0.5,0.6941042184448851,217.25462037324905,1712425760,,False,5,292064b6,2024-04-06_19-49-20,81.31811738014221,425.2905502319336,46288,AT-MB-PC-E13,127.0.0.1,425.2905502319336,5,1
0.5,0.5,0.46,0.48,0.5,0.6934752938074943,216.36429166793823,0.5,0.5,0.25,0.33,0.5,0.6937177411664408,217.13365298509598,1712425833,,False,6,292064b6,2024-04-06_19-50-33,73.3146288394928,498.6051790714264,46288,AT-MB-PC-E13,127.0.0.1,498.6051790714264,6,1
0.57,0.58,0.55,0.56,0.62,0.6478357415359753,202.12475135922432,0.51,0.5,1.0,0.67,0.71,0.7086966072979827,221.82203808426857,1712425913,,False,7,292064b6,2024-04-06_19-51-53,79.43126201629639,578.0364410877228,46288,AT-MB-PC-E13,127.0.0.1,578.0364410877228,7,1
0.69,0.7,0.64,0.67,0.79,0.5047527933732058,157.48287153244019,0.61,0.71,0.39,0.51,0.73,0.7075639105262086,221.4675039947033,1712425991,,False,8,292064b6,2024-04-06_19-53-11,78.36890006065369,656.4053411483765,46288,AT-MB-PC-E13,127.0.0.1,656.4053411483765,8,1
0.7,0.7,0.68,0.69,0.81,0.4868934588172497,151.9107591509819,0.65,0.66,0.6,0.63,0.74,0.5587469456485286,174.88779398798943,1712426068,,False,9,292064b6,2024-04-06_19-54-28,76.84082531929016,733.2461664676666,46288,AT-MB-PC-E13,127.0.0.1,733.2461664676666,9,1
0.7,0.71,0.67,0.69,0.81,0.4734242263321693,147.70835861563683,0.63,0.65,0.58,0.61,0.74,0.6764232756230778,211.72048527002335,1712426148,,True,10,292064b6,2024-04-06_19-55-48,79.61223292350769,812.8583993911743,46288,AT-MB-PC-E13,127.0.0.1,812.8583993911743,10,1
