train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,test_accuracy,test_precision,test_recall,test_f1,test_auc,test_mean_loss,test_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/parameter/dropout,config/model/modules/1/times,config/optimizer/base_learning_rate
0.46,0.44,0.77,0.56,0.52,0.9729403695639443,33.0799725651741,0.48,0.48,1.0,0.65,0.49,0.8359570503234863,4.179785251617432,0.49,0.49,0.99,0.65,0.47,0.8052749395370483,8.052749395370483,1713053457,,False,1,08ce38c9,2024-04-14_02-10-57,50.18277359008789,50.18277359008789,29140,AT-MB-PC-E13,127.0.0.1,50.18277359008789,1,256,0.2,6,0.001
0.58,0.52,0.53,0.53,0.58,0.7178644608048832,24.407391667366028,0.58,0.56,0.5,0.53,0.59,0.715661346912384,3.57830673456192,0.55,0.54,0.51,0.53,0.58,0.7152574896812439,7.152574896812439,1713053504,,False,2,08ce38c9,2024-04-14_02-11-44,46.73787188529968,96.92064547538757,29140,AT-MB-PC-E13,127.0.0.1,96.92064547538757,2,256,0.2,6,0.001
0.64,0.61,0.55,0.57,0.67,0.6505058924941456,22.11720034480095,0.54,0.52,0.47,0.5,0.58,0.8203287720680237,4.101643860340118,0.56,0.56,0.48,0.52,0.6,0.8026123106479645,8.026123106479645,1713053551,,False,3,08ce38c9,2024-04-14_02-12-31,46.52234220504761,143.44298768043518,29140,AT-MB-PC-E13,127.0.0.1,143.44298768043518,3,256,0.2,6,0.001
0.63,0.59,0.53,0.56,0.67,0.6587774420485777,22.398433029651642,0.58,0.55,0.67,0.6,0.59,0.8128133416175842,4.064066708087921,0.62,0.58,0.77,0.66,0.65,0.8339152693748474,8.339152693748474,1713053597,,False,4,08ce38c9,2024-04-14_02-13-17,46.28620529174805,189.72919297218323,29140,AT-MB-PC-E13,127.0.0.1,189.72919297218323,4,256,0.2,6,0.001
0.66,0.63,0.59,0.61,0.71,0.6357629185213762,21.61593922972679,0.6,0.87,0.18,0.3,0.65,0.8359456419944763,4.179728209972382,0.57,0.72,0.19,0.3,0.66,0.8313066244125367,8.313066244125366,1713053643,,False,5,08ce38c9,2024-04-14_02-14-03,46.428595781326294,236.15778875350952,29140,AT-MB-PC-E13,127.0.0.1,236.15778875350952,5,256,0.2,6,0.001
0.68,0.64,0.62,0.63,0.73,0.6244225878925884,21.230367988348007,0.6,0.62,0.43,0.51,0.65,0.7831018447875977,3.9155092239379883,0.64,0.69,0.46,0.56,0.66,0.7473958432674408,7.473958432674408,1713053690,,False,6,08ce38c9,2024-04-14_02-14-50,46.12893605232239,282.2867248058319,29140,AT-MB-PC-E13,127.0.0.1,282.2867248058319,6,256,0.2,6,0.001
0.69,0.66,0.63,0.65,0.74,0.6257457925992853,21.275356948375702,0.56,0.62,0.22,0.33,0.59,0.990215003490448,4.95107501745224,0.55,0.64,0.18,0.29,0.67,0.952282053232193,9.52282053232193,1713053736,,False,7,08ce38c9,2024-04-14_02-15-36,46.45169472694397,328.7384195327759,29140,AT-MB-PC-E13,127.0.0.1,328.7384195327759,7,256,0.2,6,0.001
0.68,0.65,0.62,0.63,0.74,0.6181335580699584,21.016540974378586,0.6,0.59,0.5,0.54,0.62,0.7208917260169982,3.6044586300849915,0.61,0.6,0.63,0.61,0.67,0.6702667295932769,6.70266729593277,1713053783,,False,8,08ce38c9,2024-04-14_02-16-23,46.787612199783325,375.5260317325592,29140,AT-MB-PC-E13,127.0.0.1,375.5260317325592,8,256,0.2,6,0.001
0.7,0.68,0.64,0.66,0.77,0.5818560544182273,19.783105850219727,0.61,0.56,0.88,0.68,0.72,0.7701382279396057,3.8506911396980286,0.66,0.61,0.85,0.71,0.69,0.7115756332874298,7.115756332874298,1713053830,,False,9,08ce38c9,2024-04-14_02-17-10,46.82425236701965,422.35028409957886,29140,AT-MB-PC-E13,127.0.0.1,422.35028409957886,9,256,0.2,6,0.001
0.7,0.67,0.67,0.67,0.77,0.5788387261769351,19.680516690015793,0.52,0.49,0.36,0.42,0.61,0.7071353316307067,3.535676658153534,0.57,0.61,0.3,0.4,0.62,0.7319933354854584,7.319933354854584,1713053877,,False,10,08ce38c9,2024-04-14_02-17-57,46.888986110687256,469.2392702102661,29140,AT-MB-PC-E13,127.0.0.1,469.2392702102661,10,256,0.2,6,0.001
