train_mae,train_r2,train_spearmanr,train_mse,train_rmse,train_mean_loss,train_sum_loss,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,val_mean_loss,val_sum_loss,test_mae,test_r2,test_spearmanr,test_mse,test_rmse,test_mean_loss,test_sum_loss
6.33,-46.31,-0.13,41.99,6.48,6.328741941761292,9562.729074001312,6.33,-44.95,-0.15,42.07,6.49,6.328521388548392,2050.440929889679,6.36,-48.26,-0.17,42.54,6.52,6.363757813418353,2061.8575315475464
1.05,-1.85,0.44,2.53,1.59,1.051212404556893,1588.3819432854652,0.6,0.27,0.68,0.67,0.82,0.6047874285299101,195.95112684369087,0.6,0.26,0.67,0.64,0.8,0.5967164053409187,193.3361153304577
0.59,0.28,0.67,0.64,0.8,0.5900042489378126,891.4964201450348,0.52,0.45,0.75,0.5,0.71,0.516847764360316,167.4586756527424,0.51,0.44,0.74,0.48,0.69,0.5131604746903902,166.26399379968643
0.51,0.45,0.74,0.49,0.7,0.5146602142298955,777.6515837013721,0.58,0.39,0.78,0.56,0.75,0.5773453050189548,187.05987882614136,0.57,0.37,0.78,0.54,0.74,0.5721240552303232,185.3681938946247
0.48,0.51,0.76,0.43,0.66,0.4835420716862107,730.6320703178644,0.53,0.48,0.82,0.48,0.69,0.532704981940764,172.59641414880753,0.52,0.47,0.81,0.46,0.68,0.5243570952687735,169.8916988670826
0.46,0.56,0.78,0.39,0.63,0.4610385573281112,696.629260122776,0.42,0.63,0.83,0.34,0.58,0.420664998576229,136.2954595386982,0.42,0.63,0.83,0.32,0.56,0.41728726829643603,135.20107492804527
0.45,0.58,0.79,0.37,0.61,0.44902949618985527,678.4835687428713,0.47,0.54,0.77,0.42,0.65,0.4679453452060252,151.61429184675217,0.46,0.55,0.76,0.39,0.62,0.4619813773919035,149.68196627497673
0.44,0.6,0.8,0.36,0.6,0.43960638981359357,664.2452550083399,0.4,0.65,0.84,0.32,0.57,0.4007113483952887,129.83047688007355,0.4,0.65,0.83,0.3,0.55,0.39659484025136926,128.49672824144363
0.43,0.61,0.81,0.35,0.59,0.4308014706437908,650.9410221427679,0.43,0.6,0.83,0.37,0.6,0.43341314921408525,140.42586034536362,0.43,0.59,0.82,0.35,0.59,0.43091720636980035,139.6171748638153
0.42,0.62,0.82,0.33,0.58,0.422515671175099,638.4211791455746,0.52,0.46,0.73,0.49,0.7,0.5161422843366493,167.2301001250744,0.51,0.46,0.72,0.47,0.68,0.5062939083134687,164.03922629356384
0.42,0.64,0.82,0.32,0.57,0.4155980635269204,627.9686739891768,0.39,0.66,0.85,0.31,0.56,0.3908122272955047,126.62316164374352,0.38,0.67,0.85,0.29,0.54,0.3828374680913525,124.0393396615982
0.4,0.66,0.83,0.3,0.55,0.4011585450799634,606.1505616158247,0.41,0.63,0.82,0.34,0.59,0.4117664732038975,133.41233731806278,0.4,0.65,0.82,0.3,0.55,0.3988455336678911,129.22595290839672
0.39,0.67,0.84,0.29,0.54,0.3939470446204445,595.2539844214916,0.36,0.7,0.87,0.27,0.52,0.36287341598007417,117.57098677754402,0.35,0.72,0.87,0.24,0.49,0.3522506513529354,114.12921103835106
0.38,0.69,0.85,0.28,0.53,0.3819096449843942,577.0654735714197,0.36,0.7,0.87,0.28,0.53,0.36382522222436503,117.87937200069427,0.35,0.71,0.87,0.25,0.5,0.35476715706380796,114.94455888867378
0.38,0.7,0.85,0.27,0.52,0.37517919234098146,566.895759627223,0.36,0.73,0.87,0.25,0.5,0.358216385230606,116.06210881471634,0.35,0.73,0.87,0.23,0.48,0.35453789759381316,114.87027882039547
0.37,0.71,0.86,0.25,0.5,0.36622010522493065,553.3585789948702,0.37,0.7,0.86,0.27,0.52,0.37273623467779454,120.76654003560543,0.37,0.71,0.86,0.25,0.5,0.3669969752706863,118.90701998770237
0.36,0.72,0.86,0.25,0.5,0.36161714972722303,546.403513237834,0.34,0.74,0.88,0.24,0.49,0.3443259632697812,111.5616120994091,0.34,0.75,0.88,0.22,0.47,0.3372323193851812,109.26327148079872
