train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,test_accuracy,test_precision,test_recall,test_f1,test_auc,test_mean_loss,test_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/parameter/dropout,config/model/modules/1/times,config/optimizer/base_learning_rate
0.48,0.4,0.33,0.36,0.46,0.7612020969390869,25.880871295928955,0.54,0.8,0.06,0.1,0.47,0.7277802467346192,3.6389012336730957,0.51,0.0,0.0,0.0,0.44,0.7623997628688812,7.623997628688812,1713044861,,False,1,d6aee105,2024-04-13_23-47-41,32.8353009223938,32.8353009223938,33456,AT-MB-PC-E13,127.0.0.1,32.8353009223938,1,256,0.5,6,0.001
0.56,0.51,0.48,0.5,0.59,0.694609976866666,23.616739213466644,0.52,0.49,0.5,0.5,0.54,0.7407862186431885,3.7039310932159424,0.47,0.45,0.44,0.45,0.52,0.7293834149837494,7.293834149837494,1713044889,,False,2,d6aee105,2024-04-13_23-48-09,28.019232511520386,60.854533433914185,33456,AT-MB-PC-E13,127.0.0.1,60.854533433914185,2,256,0.5,6,0.001
0.57,0.52,0.51,0.51,0.6,0.6812207365737242,23.161505043506622,0.52,0.49,0.26,0.34,0.49,0.73369460105896,3.6684730052948,0.48,0.42,0.16,0.24,0.56,0.7093009412288666,7.093009412288666,1713044917,,False,3,d6aee105,2024-04-13_23-48-37,28.211817741394043,89.06635117530823,33456,AT-MB-PC-E13,127.0.0.1,89.06635117530823,3,256,0.5,6,0.001
0.62,0.58,0.56,0.57,0.65,0.6542566935805714,22.244727581739426,0.52,0.5,0.01,0.03,0.47,1.0092188715934753,5.046094357967377,0.51,0.0,0.0,0.0,0.62,0.9098156213760376,9.098156213760376,1713044945,,False,4,d6aee105,2024-04-13_23-49-05,27.981656551361084,117.04800772666931,33456,AT-MB-PC-E13,127.0.0.1,117.04800772666931,4,256,0.5,6,0.001
0.64,0.61,0.53,0.57,0.68,0.6446264324819341,21.917298704385757,0.52,0.5,0.93,0.65,0.7,0.8767228126525879,4.3836140632629395,0.56,0.53,0.94,0.68,0.67,0.8499917030334473,8.499917030334473,1713044973,,False,5,d6aee105,2024-04-13_23-49-33,28.03948426246643,145.08749198913574,33456,AT-MB-PC-E13,127.0.0.1,145.08749198913574,5,256,0.5,6,0.001
0.64,0.6,0.61,0.61,0.7,0.6277362721807817,21.343033254146576,0.58,0.63,0.31,0.41,0.61,0.7037588000297547,3.518794000148773,0.7,0.76,0.56,0.64,0.74,0.6226454257965088,6.226454257965088,1713045001,,False,6,d6aee105,2024-04-13_23-50-01,28.37188982963562,173.45938181877136,33456,AT-MB-PC-E13,127.0.0.1,173.45938181877136,6,256,0.5,6,0.001
0.64,0.59,0.6,0.6,0.71,0.630316543228486,21.430762469768524,0.5,0.0,0.0,0.0,0.56,0.9664694428443908,4.832347214221954,0.53,0.67,0.05,0.1,0.63,1.0019617140293122,10.019617140293121,1713045029,,False,7,d6aee105,2024-04-13_23-50-29,28.340933322906494,201.80031514167786,33456,AT-MB-PC-E13,127.0.0.1,201.80031514167786,7,256,0.5,6,0.001
0.67,0.62,0.67,0.65,0.73,0.6275845003478667,21.33787301182747,0.51,0.25,0.01,0.03,0.52,1.4653576612472534,7.326788306236267,0.5,0.41,0.08,0.14,0.56,1.4258494257926941,14.258494257926941,1713045057,,False,8,d6aee105,2024-04-13_23-50-57,27.990020751953125,229.79033589363098,33456,AT-MB-PC-E13,127.0.0.1,229.79033589363098,8,256,0.5,6,0.001
0.66,0.62,0.59,0.61,0.72,0.6092279325513279,20.713749706745148,0.62,0.57,0.75,0.65,0.69,0.7253107547760009,3.626553773880005,0.63,0.59,0.78,0.67,0.73,0.6903811484575272,6.903811484575272,1713045086,,False,9,d6aee105,2024-04-13_23-51-26,28.079328060150146,257.8696639537811,33456,AT-MB-PC-E13,127.0.0.1,257.8696639537811,9,256,0.5,6,0.001
0.69,0.66,0.61,0.64,0.75,0.612275176188525,20.81735599040985,0.63,0.68,0.42,0.52,0.67,0.6653861999511719,3.3269309997558594,0.62,0.65,0.46,0.54,0.68,0.6881966590881348,6.881966590881348,1713045114,,False,10,d6aee105,2024-04-13_23-51-54,27.927249908447266,285.7969138622284,33456,AT-MB-PC-E13,127.0.0.1,285.7969138622284,10,256,0.5,6,0.001
0.71,0.68,0.66,0.67,0.77,0.5769193514305002,19.61525794863701,0.6,0.55,0.78,0.65,0.65,0.7981318473815918,3.990659236907959,0.57,0.54,0.79,0.64,0.59,0.8292538464069367,8.292538464069366,1713045142,,False,11,d6aee105,2024-04-13_23-52-22,28.06778359413147,313.86469745635986,33456,AT-MB-PC-E13,127.0.0.1,313.86469745635986,11,256,0.5,6,0.001
0.72,0.69,0.67,0.68,0.78,0.5620322472908917,19.10909640789032,0.6,0.62,0.43,0.51,0.6,0.7686814427375793,3.8434072136878967,0.54,0.54,0.39,0.45,0.54,0.7951372623443603,7.9513726234436035,1713045170,,False,12,d6aee105,2024-04-13_23-52-50,28.257084608078003,342.12178206443787,33456,AT-MB-PC-E13,127.0.0.1,342.12178206443787,12,256,0.5,6,0.001
0.74,0.73,0.65,0.69,0.8,0.5628951244494494,19.13843423128128,0.54,0.54,0.18,0.27,0.61,1.130884552001953,5.654422760009766,0.5,0.45,0.1,0.16,0.59,1.2593146443367005,12.593146443367004,1713045198,,False,13,d6aee105,2024-04-13_23-53-18,28.352993488311768,370.47477555274963,33456,AT-MB-PC-E13,127.0.0.1,370.47477555274963,13,256,0.5,6,0.001
0.72,0.7,0.67,0.69,0.8,0.5421367796028361,18.43265050649643,0.6,0.62,0.42,0.5,0.69,0.7270434856414795,3.6352174282073975,0.62,0.68,0.42,0.52,0.68,0.7658009707927704,7.658009707927704,1713045226,,False,14,d6aee105,2024-04-13_23-53-46,28.072762966156006,398.54753851890564,33456,AT-MB-PC-E13,127.0.0.1,398.54753851890564,14,256,0.5,6,0.001
0.73,0.68,0.75,0.71,0.81,0.5214921393815208,17.73073273897171,0.59,0.58,0.49,0.53,0.66,0.8357760190963746,4.178880095481873,0.59,0.62,0.38,0.47,0.64,0.8916222631931305,8.916222631931305,1713045255,,False,15,d6aee105,2024-04-13_23-54-15,28.260568380355835,426.8081068992615,33456,AT-MB-PC-E13,127.0.0.1,426.8081068992615,15,256,0.5,6,0.001
0.73,0.7,0.67,0.69,0.78,0.5957572390051449,20.255746126174927,0.58,0.58,0.47,0.52,0.56,0.866952645778656,4.33476322889328,0.55,0.54,0.57,0.55,0.6,0.7108625650405884,7.108625650405884,1713045282,,False,16,d6aee105,2024-04-13_23-54-42,27.806517839431763,454.61462473869324,33456,AT-MB-PC-E13,127.0.0.1,454.61462473869324,16,256,0.5,6,0.001
0.74,0.69,0.73,0.71,0.81,0.5272773749688092,17.927430748939514,0.67,0.69,0.56,0.62,0.76,0.6564718186855316,3.282359093427658,0.66,0.75,0.44,0.55,0.76,0.6979316473007202,6.979316473007202,1713045310,,False,17,d6aee105,2024-04-13_23-55-10,28.032933235168457,482.6475579738617,33456,AT-MB-PC-E13,127.0.0.1,482.6475579738617,17,256,0.5,6,0.001
0.7,0.67,0.66,0.66,0.77,0.5633975696914336,19.155517369508743,0.62,0.59,0.65,0.62,0.66,0.8304429769515991,4.152214884757996,0.69,0.67,0.7,0.68,0.73,0.670674329996109,6.70674329996109,1713045338,,False,18,d6aee105,2024-04-13_23-55-38,28.072012186050415,510.7195701599121,33456,AT-MB-PC-E13,127.0.0.1,510.7195701599121,18,256,0.5,6,0.001
0.75,0.72,0.7,0.71,0.81,0.5348477030501646,18.184821903705597,0.66,0.6,0.88,0.71,0.74,0.6313821315765381,3.1569106578826904,0.68,0.65,0.73,0.69,0.73,0.6238959014415741,6.238959014415741,1713045367,,False,19,d6aee105,2024-04-13_23-56-07,28.21051859855652,538.9300887584686,33456,AT-MB-PC-E13,127.0.0.1,538.9300887584686,19,256,0.5,6,0.001
0.75,0.71,0.74,0.72,0.82,0.5092337552238914,17.313947677612305,0.64,0.65,0.51,0.57,0.62,0.8499881267547608,4.249940633773804,0.61,0.61,0.51,0.56,0.64,0.7280775308609009,7.280775308609009,1713045395,,False,20,d6aee105,2024-04-13_23-56-35,28.258393049240112,567.1884818077087,33456,AT-MB-PC-E13,127.0.0.1,567.1884818077087,20,256,0.5,6,0.001
0.74,0.71,0.71,0.71,0.82,0.5176695295993019,17.600764006376266,0.54,0.55,0.24,0.33,0.69,0.9705551743507386,4.852775871753693,0.57,0.64,0.25,0.36,0.69,1.0358177244663238,10.358177244663239,1713045423,,False,21,d6aee105,2024-04-13_23-57-03,28.15757989883423,595.346061706543,33456,AT-MB-PC-E13,127.0.0.1,595.346061706543,21,256,0.5,6,0.001
0.75,0.71,0.75,0.73,0.82,0.5386313138639226,18.313464671373367,0.62,0.61,0.57,0.59,0.68,0.6978985905647278,3.489492952823639,0.6,0.59,0.62,0.6,0.63,0.7050352871418,7.050352871417999,1713045451,,False,22,d6aee105,2024-04-13_23-57-31,28.147569179534912,623.4936308860779,33456,AT-MB-PC-E13,127.0.0.1,623.4936308860779,22,256,0.5,6,0.001
0.74,0.72,0.69,0.7,0.81,0.5300059625331093,18.020202726125717,0.6,0.64,0.38,0.47,0.74,0.6736952185630798,3.368476092815399,0.63,0.71,0.41,0.52,0.76,0.6531380712985992,6.531380712985992,1713045479,,False,23,d6aee105,2024-04-13_23-57-59,28.0307559967041,651.524386882782,33456,AT-MB-PC-E13,127.0.0.1,651.524386882782,23,256,0.5,6,0.001
