train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,test_accuracy,test_precision,test_recall,test_f1,test_auc,test_mean_loss,test_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/parameter/dropout,config/model/modules/1/times,config/optimizer/base_learning_rate
0.46,0.45,0.92,0.6,0.55,1.4570188522338867,49.53864097595215,0.48,0.48,1.0,0.65,0.61,5.549258899688721,27.746294498443604,0.49,0.49,1.0,0.65,0.54,5.599239778518677,55.99239778518677,1713042627,,False,1,a49eb8fe,2024-04-13_23-10-27,23.651351928710938,23.651351928710938,43488,AT-MB-PC-E13,127.0.0.1,23.651351928710938,1,64,0.0,6,0.0001
0.53,0.48,0.6,0.53,0.58,0.8280290470403784,28.152987599372864,0.48,0.47,0.9,0.62,0.6,1.2482129454612731,6.241064727306366,0.53,0.51,0.95,0.66,0.61,1.2250089049339294,12.250089049339294,1713042649,,False,2,a49eb8fe,2024-04-13_23-10-49,21.991102933883667,45.642454862594604,43488,AT-MB-PC-E13,127.0.0.1,45.642454862594604,2,64,0.0,6,0.0001
0.64,0.6,0.59,0.6,0.69,0.6428457235588747,21.85675460100174,0.52,0.5,0.76,0.6,0.59,0.9458911776542663,4.729455888271332,0.58,0.54,0.9,0.67,0.62,0.9192943036556244,9.192943036556244,1713042671,,False,3,a49eb8fe,2024-04-13_23-11-11,21.952892065048218,67.59534692764282,43488,AT-MB-PC-E13,127.0.0.1,67.59534692764282,3,64,0.0,6,0.0001
0.67,0.65,0.57,0.61,0.72,0.6087068652405458,20.69603341817856,0.53,0.51,0.65,0.57,0.61,0.9251852631568909,4.625926315784454,0.58,0.55,0.77,0.64,0.59,0.9644166171550751,9.64416617155075,1713042693,,False,4,a49eb8fe,2024-04-13_23-11-33,21.563260078430176,89.158607006073,43488,AT-MB-PC-E13,127.0.0.1,89.158607006073,4,64,0.0,6,0.0001
0.72,0.69,0.68,0.69,0.79,0.5626981854438782,19.131738305091858,0.63,0.6,0.68,0.64,0.69,0.6956277847290039,3.4781389236450195,0.63,0.61,0.7,0.65,0.66,0.769658750295639,7.69658750295639,1713042714,,False,5,a49eb8fe,2024-04-13_23-11-54,21.715088367462158,110.87369537353516,43488,AT-MB-PC-E13,127.0.0.1,110.87369537353516,5,64,0.0,6,0.0001
0.72,0.69,0.67,0.68,0.78,0.5914114485768711,20.107989251613617,0.56,0.52,0.9,0.66,0.69,0.8550978660583496,4.275489330291748,0.58,0.54,0.91,0.68,0.71,0.8188710451126099,8.188710451126099,1713042736,,False,6,a49eb8fe,2024-04-13_23-12-16,21.79966378211975,132.6733591556549,43488,AT-MB-PC-E13,127.0.0.1,132.6733591556549,6,64,0.0,6,0.0001
0.73,0.7,0.69,0.69,0.79,0.5526127438334858,18.788833290338516,0.61,0.57,0.69,0.63,0.67,0.7144689917564392,3.572344958782196,0.66,0.62,0.8,0.7,0.72,0.6612705588340759,6.612705588340759,1713042758,,False,7,a49eb8fe,2024-04-13_23-12-38,21.615004539489746,154.28836369514465,43488,AT-MB-PC-E13,127.0.0.1,154.28836369514465,7,64,0.0,6,0.0001
0.75,0.72,0.72,0.72,0.83,0.5259728957624996,17.883078455924988,0.62,0.59,0.71,0.64,0.69,0.8729456424713135,4.364728212356567,0.65,0.6,0.84,0.7,0.72,0.7804539173841476,7.804539173841476,1713042779,,False,8,a49eb8fe,2024-04-13_23-12-59,21.639514446258545,175.9278781414032,43488,AT-MB-PC-E13,127.0.0.1,175.9278781414032,8,64,0.0,6,0.0001
0.74,0.72,0.68,0.7,0.81,0.540151018430205,18.36513462662697,0.58,0.53,0.97,0.69,0.65,1.5016123533248902,7.508061766624451,0.52,0.51,0.97,0.67,0.57,1.474382036924362,14.743820369243622,1713042801,,False,9,a49eb8fe,2024-04-13_23-13-21,21.832517862319946,197.76039600372314,43488,AT-MB-PC-E13,127.0.0.1,197.76039600372314,9,64,0.0,6,0.0001
0.76,0.72,0.75,0.73,0.82,0.5254615922184551,17.865694135427475,0.6,0.56,0.75,0.64,0.65,1.0070473551750183,5.0352367758750916,0.62,0.57,0.86,0.69,0.68,0.9278894186019897,9.278894186019897,1713042823,,False,10,a49eb8fe,2024-04-13_23-13-43,21.541855096817017,219.30225110054016,43488,AT-MB-PC-E13,127.0.0.1,219.30225110054016,10,64,0.0,6,0.0001
