train_accuracy-0_0,train_accuracy-0_5,train_ap,train_auc,train_mean_loss,train_sum_loss,val_accuracy-0_0,val_accuracy-0_5,val_ap,val_auc,val_mean_loss,val_sum_loss,test_accuracy-0_0,test_accuracy-0_5,test_ap,test_auc,test_mean_loss,test_sum_loss
0.08,0.44,0.09,0.5,1.1801853176425485,200.63150399923325,0.07,0.44,0.1,0.51,1.2352466773986817,30.88116693496704,0.08,0.44,0.1,0.49,1.1972628600743351,58.665880143642426
0.08,0.68,0.09,0.5,0.639512813091278,108.71717822551727,0.07,0.82,0.14,0.54,0.4795593547821045,11.988983869552612,0.08,0.81,0.13,0.51,0.5010228485477214,24.55011957883835
0.08,0.86,0.15,0.56,0.4198563302264494,71.3755761384964,0.07,0.89,0.18,0.58,0.3621197545528412,9.05299386382103,0.08,0.88,0.18,0.55,0.39245898565467524,19.230490297079086
0.08,0.9,0.17,0.58,0.3346139672924491,56.88437443971634,0.07,0.92,0.18,0.6,0.2973384803533554,7.433462008833885,0.08,0.91,0.18,0.58,0.3251202760302291,15.930893525481224
0.08,0.92,0.19,0.61,0.2895144246080342,49.21745218336582,0.07,0.92,0.19,0.61,0.2765650302171707,6.914125755429268,0.08,0.92,0.2,0.6,0.2930613640619784,14.360006839036942
0.08,0.92,0.22,0.64,0.2681831957662807,45.591143280267715,0.07,0.93,0.21,0.64,0.25142901301383974,6.285725325345993,0.08,0.92,0.23,0.63,0.27790103214127676,13.617150574922562
0.08,0.92,0.23,0.67,0.25363500179613335,43.117950305342674,0.07,0.92,0.2,0.65,0.26926127195358274,6.731531798839569,0.08,0.91,0.22,0.63,0.2906310467087493,14.240921288728714
0.08,0.92,0.25,0.7,0.24268797973499578,41.256956554949284,0.07,0.93,0.27,0.72,0.23650543063879012,5.912635765969753,0.08,0.92,0.27,0.7,0.2548154188053949,12.485955521464348
0.08,0.93,0.27,0.72,0.23183589941438507,39.41210290044546,0.07,0.93,0.29,0.76,0.23501433551311493,5.875358387827873,0.08,0.92,0.27,0.72,0.2583549314615678,12.659391641616821
0.08,0.93,0.3,0.74,0.2266857682782061,38.536580607295036,0.07,0.93,0.31,0.75,0.22132697582244873,5.533174395561218,0.08,0.92,0.3,0.74,0.24999280121861672,12.24964725971222
0.08,0.93,0.31,0.76,0.22181753831751205,37.70898151397705,0.07,0.92,0.25,0.73,0.2384167194366455,5.960417985916138,0.08,0.92,0.26,0.7,0.2653077494124977,13.000079721212387
0.08,0.93,0.31,0.77,0.21823312140562956,37.099630638957024,0.07,0.93,0.29,0.76,0.2253413063287735,5.6335326582193375,0.08,0.92,0.31,0.75,0.24179633676397558,11.848020501434803
0.08,0.93,0.33,0.78,0.2150363970767049,36.55618750303984,0.07,0.93,0.31,0.77,0.21654050111770629,5.4135125279426575,0.08,0.92,0.32,0.76,0.23500335003648484,11.515164151787758
0.08,0.93,0.35,0.8,0.20837008799700177,35.4229149594903,0.07,0.93,0.36,0.77,0.2182249140739441,5.455622851848602,0.08,0.92,0.35,0.76,0.2316330175618736,11.350017860531807
0.08,0.93,0.36,0.8,0.2060266042895177,35.024522729218006,0.07,0.93,0.34,0.77,0.23179915189743042,5.7949787974357605,0.08,0.92,0.37,0.78,0.23599295683053076,11.563654884696007
0.08,0.93,0.37,0.81,0.20158433427705486,34.26933682709932,0.07,0.93,0.32,0.76,0.21133885860443116,5.283471465110779,0.08,0.93,0.35,0.77,0.22502328136137553,11.026140786707401
0.08,0.93,0.4,0.82,0.19688742572770399,33.47086237370968,0.07,0.93,0.32,0.75,0.22775201618671417,5.693800404667854,0.08,0.92,0.33,0.75,0.24010998854527668,11.765389438718557
0.08,0.93,0.4,0.82,0.19619523961754406,33.35319073498249,0.07,0.93,0.3,0.75,0.2361566284298897,5.903915710747242,0.08,0.92,0.36,0.77,0.25535121134349276,12.512209355831146
0.08,0.93,0.41,0.83,0.19340983681819018,32.87967225909233,0.07,0.92,0.35,0.76,0.23204797327518464,5.801199331879616,0.08,0.92,0.37,0.78,0.23371464226927077,11.452017471194267
