train_mae,train_r2,train_spearmanr,train_mse,train_rmse,train_mean_loss,train_sum_loss,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,val_mean_loss,val_sum_loss,test_mae,test_r2,test_spearmanr,test_mse,test_rmse,test_mean_loss,test_sum_loss
5.89405,-39.30115,0.05489,35.7749,5.98121,5.8940170548121555,8905.859769821167,5.83206,-37.15637,0.14647,34.94098,5.91109,5.832376641991698,1889.69003200531,5.87082,-39.94441,0.14715,35.35703,5.94618,5.870773985062116,1902.1307711601257
1.42964,-3.7495,0.28827,4.21608,2.05331,1.4295003105282862,2159.9749692082405,0.70328,0.0048,0.61766,0.91133,0.95464,0.7029439634930941,227.75384417176247,0.70395,-0.04671,0.61076,0.90388,0.95072,0.7040416596480358,228.1094977259636
0.70353,-0.03552,0.56909,0.91922,0.95876,0.7035170456260186,1063.0142559409142,0.59136,0.28623,0.70376,0.65362,0.80847,0.5911945692367024,191.54704043269157,0.58921,0.2688,0.6923,0.63142,0.79462,0.5892162770032883,190.9060737490654
0.5998,0.26133,0.65584,0.65571,0.80976,0.5998011946796503,906.2996051609516,0.57098,0.34753,0.72039,0.59749,0.77297,0.570706055028203,184.9087618291378,0.57296,0.33162,0.71242,0.57717,0.75972,0.5729168132867342,185.6250475049019
0.55001,0.38962,0.69753,0.54183,0.73609,0.5500358430105357,831.1041587889194,0.50043,0.457,0.75905,0.49725,0.70516,0.5002867155420927,162.09289583563805,0.49035,0.47244,0.76263,0.45557,0.67496,0.49032428290373015,158.86506766080856
0.52894,0.43275,0.71921,0.50354,0.70961,0.5289545007922806,799.2502506971359,0.57326,0.3438,0.78293,0.60091,0.77518,0.5733487058752849,185.7649807035923,0.56322,0.34941,0.77128,0.56181,0.74954,0.5631425887530233,182.45819875597954
0.51596,0.46184,0.73399,0.47772,0.69117,0.5159845265783591,779.6526196599007,0.48816,0.50239,0.79803,0.45568,0.67504,0.4880837544246956,158.13913643360138,0.48222,0.5022,0.79003,0.42987,0.65565,0.48207897278997636,156.19358718395233
0.50818,0.47495,0.73913,0.46608,0.6827,0.5081933047067717,767.880083411932,0.45016,0.55827,0.81599,0.40451,0.63601,0.45040325029396716,145.93065309524536,0.44439,0.5722,0.81349,0.36942,0.6078,0.44447532572128157,144.01000553369522
0.49589,0.5043,0.75001,0.44003,0.66335,0.495869920456512,749.2594498097897,0.44104,0.57913,0.79515,0.3854,0.62081,0.44104468059024693,142.89847651124,0.43569,0.58528,0.79028,0.35813,0.59844,0.43569362577464843,141.1647347509861
0.48701,0.5161,0.75787,0.42956,0.65541,0.48699055617018144,735.8427303731441,0.43579,0.60636,0.81433,0.36047,0.60039,0.4356732448493993,141.15813133120537,0.43562,0.59701,0.80273,0.34799,0.58991,0.4355046039010272,141.1034916639328
0.48063,0.53235,0.76423,0.41513,0.6443,0.48062528005149646,726.2247981578112,0.41557,0.64293,0.83307,0.32698,0.57182,0.4156396977695418,134.66726207733154,0.40789,0.64975,0.83026,0.30246,0.54996,0.4079521010963269,132.17648075520992
0.46896,0.55317,0.77584,0.39664,0.6298,0.4689492601321913,708.582332059741,0.41603,0.63351,0.83158,0.33561,0.57932,0.4159932498946602,134.7818129658699,0.40667,0.64764,0.83118,0.30427,0.55161,0.40661017697902374,131.7416973412037
0.45849,0.57466,0.78424,0.37757,0.61446,0.45848922584326673,692.777220249176,0.43667,0.5998,0.8298,0.36647,0.60537,0.4366491482029726,141.47432401776314,0.42945,0.60696,0.82742,0.3394,0.58258,0.4293433250284489,139.10723730921745
0.44973,0.58822,0.79087,0.36553,0.60459,0.4497248097455399,679.5341875255108,0.44794,0.57557,0.83772,0.38867,0.62343,0.4479834603858583,145.14664116501808,0.43708,0.5837,0.83332,0.35949,0.59958,0.4370627161345364,141.6083200275898
0.44387,0.59723,0.79697,0.35754,0.59794,0.4438694389173323,670.6867222040892,0.45811,0.56699,0.80991,0.39652,0.6297,0.45808204061087265,148.41858115792274,0.45271,0.57111,0.79919,0.37036,0.60857,0.45272792415854374,146.68384742736816
0.43815,0.60669,0.80133,0.34914,0.59088,0.4381596772462465,662.0592723190784,0.43549,0.61807,0.82647,0.34974,0.59139,0.43533866397208637,141.049727126956,0.4345,0.60519,0.8182,0.34093,0.58389,0.4344676751413463,140.7675267457962
0.43595,0.61145,0.80329,0.34491,0.58729,0.43593986043466154,658.7051291167736,0.40086,0.65077,0.84332,0.3198,0.56551,0.4009543072754218,129.90919555723667,0.39053,0.65706,0.83897,0.29614,0.54419,0.39041528078141036,126.49455097317696
0.42443,0.6296,0.81223,0.3288,0.57341,0.4244360205237239,641.3228270113468,0.4352,0.60666,0.83446,0.36019,0.60016,0.43524401920077244,141.01906222105026,0.43277,0.60544,0.82602,0.34072,0.58371,0.43283051776665227,140.23708775639534
0.41893,0.63999,0.81684,0.31958,0.56531,0.41892259977733276,632.9920482635498,0.38943,0.68182,0.85326,0.29137,0.53978,0.38937607646724326,126.15784877538681,0.3799,0.69357,0.85345,0.26461,0.5144,0.37991806285248864,123.09345236420631
0.41328,0.64624,0.82051,0.31403,0.56038,0.4132689973382584,624.4494549781084,0.39458,0.65924,0.84958,0.31205,0.55861,0.3946325901757788,127.86095921695232,0.38682,0.67356,0.84962,0.2819,0.53094,0.38693125633361897,125.36572705209255
0.40969,0.65297,0.82419,0.30806,0.55503,0.40967827849953004,619.0238788127899,0.36036,0.71971,0.86825,0.25667,0.50662,0.3603647898560689,116.75819191336632,0.35084,0.72939,0.86522,0.23368,0.48341,0.35094117865334323,113.7049418836832
0.40733,0.65805,0.82698,0.30355,0.55095,0.4073232157608281,615.4653790146112,0.38961,0.66492,0.84945,0.30684,0.55393,0.3894741115746675,126.18961215019226,0.37745,0.68283,0.84985,0.27389,0.52334,0.3773425085769023,122.25897277891636
0.40425,0.65971,0.82877,0.30208,0.54961,0.404247783444955,610.818400785327,0.36822,0.69948,0.86923,0.27519,0.52459,0.3681055533205285,119.26619927585125,0.35986,0.71239,0.86555,0.24836,0.49836,0.35978312450058664,116.56973233819008
0.4007,0.66701,0.83196,0.2956,0.54369,0.4006788186053422,605.425694912672,0.39052,0.67001,0.85724,0.30218,0.54971,0.3906423320280917,126.56811557710171,0.38318,0.67746,0.85526,0.27853,0.52776,0.3831657359813466,124.14569845795631
0.39408,0.67487,0.83618,0.28862,0.53723,0.394098395221601,595.4826751798391,0.37985,0.68236,0.87236,0.29087,0.53933,0.37979778950964965,123.05448380112648,0.3762,0.68584,0.86731,0.27129,0.52085,0.3763815511799889,121.9476225823164
0.39371,0.67533,0.83676,0.2882,0.53685,0.39370995362533945,594.8957399278879,0.3738,0.69386,0.87076,0.28034,0.52947,0.37368474771947036,121.0738582611084,0.36683,0.70064,0.86674,0.25851,0.50844,0.3668171019741782,118.84874103963375
0.38974,0.68212,0.8406,0.28218,0.5312,0.38977165243074957,588.9449668228626,0.37374,0.68993,0.86176,0.28394,0.53286,0.37383024486494654,121.12099933624268,0.36833,0.69998,0.85803,0.25908,0.509,0.36836134265234444,119.34907501935959
0.38607,0.68636,0.84353,0.27841,0.52765,0.3860898286123926,583.3817310333252,0.38003,0.69985,0.86093,0.27485,0.52427,0.37998470038543514,123.11504292488098,0.37436,0.70459,0.85565,0.25509,0.50507,0.3743135151395827,121.2775789052248
0.38463,0.68961,0.8434,0.27553,0.52491,0.3846475898746147,581.2025083005428,0.36649,0.70603,0.86595,0.2692,0.51885,0.36652871649022456,118.75530414283276,0.35932,0.71832,0.86536,0.24324,0.49319,0.3592609872604594,116.40055987238884
0.3854,0.68849,0.84321,0.27653,0.52586,0.3854141527950803,582.3607848733664,0.36506,0.70837,0.87287,0.26705,0.51677,0.36512805590475045,118.30149011313915,0.35456,0.72197,0.87256,0.24009,0.48999,0.3545259559688009,114.86640973389149
0.38192,0.69368,0.84665,0.27192,0.52146,0.38192113462778843,577.0828344225883,0.40117,0.66249,0.85705,0.30907,0.55594,0.40111295529353763,129.9605975151062,0.39308,0.67315,0.8552,0.28225,0.53127,0.3930332338736381,127.34276777505875
0.37982,0.69732,0.84893,0.26868,0.51835,0.3798065876660956,573.8877539634705,0.35875,0.72144,0.87228,0.25508,0.50506,0.3586547676427865,116.20414471626282,0.35092,0.73089,0.86854,0.23239,0.48207,0.35104521037435826,113.73864816129208
0.38083,0.69717,0.84743,0.26882,0.51848,0.38083960103089254,575.4486371576786,0.41209,0.655,0.85821,0.31593,0.56208,0.4120113376849963,133.4916734099388,0.39948,0.66909,0.85534,0.28575,0.53456,0.39965920771161717,129.48958329856396
0.37609,0.70329,0.85169,0.26339,0.51321,0.3761107359083972,568.3033219575882,0.39178,0.66648,0.85594,0.30541,0.55264,0.3917129764586319,126.91500437259674,0.38267,0.67756,0.85305,0.27844,0.52767,0.3826869681109617,123.99057766795158
0.37667,0.70195,0.85082,0.26458,0.51437,0.37667577912442973,569.1571022570133,0.38087,0.67802,0.87277,0.29485,0.543,0.3809550181951052,123.42942589521408,0.3683,0.69419,0.87127,0.26408,0.51389,0.36822481347638886,119.30483956634998
0.3694,0.71169,0.85608,0.25593,0.50589,0.3693939616433995,558.1542760431767,0.34241,0.73891,0.87865,0.23909,0.48897,0.3426408933728565,111.01564945280552,0.3322,0.75508,0.8789,0.2115,0.45989,0.33217644314339134,107.62516757845879
0.36828,0.71227,0.85736,0.25541,0.50538,0.3682782580764147,556.4684479534626,0.36553,0.70301,0.86543,0.27196,0.5215,0.3654743075646736,118.41367565095425,0.36148,0.70752,0.85858,0.25257,0.50256,0.3616365091300305,117.17022895812988
0.36546,0.71708,0.85942,0.25114,0.50114,0.3654598540063728,552.2098394036293,0.34345,0.73215,0.87974,0.24528,0.49526,0.34346622288411044,111.28305621445179,0.33363,0.74956,0.88067,0.21627,0.46504,0.33364104566934666,108.09969879686832
0.36376,0.71982,0.85996,0.24872,0.49871,0.3637910286749853,549.6882443279028,0.34809,0.73089,0.88001,0.24643,0.49642,0.3481887440530606,112.81315307319164,0.33943,0.74362,0.87833,0.2214,0.47053,0.33939185375232755,109.96296061575413
0.3602,0.72236,0.8625,0.24646,0.49645,0.36022493350710955,544.2998745292425,0.36452,0.71185,0.87164,0.26387,0.51368,0.36453236846460235,118.10848738253117,0.35113,0.72392,0.8716,0.2384,0.48827,0.3512424773732085,113.80256266891956
0.36161,0.72216,0.86247,0.24664,0.49663,0.36160187408436534,546.3804317414761,0.34783,0.72912,0.8746,0.24805,0.49805,0.3478993452441545,112.71938785910606,0.33823,0.74695,0.87459,0.21852,0.46746,0.3381243669140486,109.55229488015175
0.36152,0.72133,0.86157,0.24737,0.49736,0.36150696252372233,546.2370203733444,0.35153,0.71774,0.87564,0.25847,0.5084,0.3515771546941481,113.91099812090397,0.34389,0.7283,0.8721,0.23462,0.48438,0.3437379309332665,111.37108962237835
0.35989,0.72571,0.86367,0.24348,0.49344,0.35989125672552774,543.7956889122725,0.34711,0.73533,0.87701,0.24237,0.49231,0.3470136853923768,112.43243406713009,0.33772,0.74984,0.87713,0.21602,0.46478,0.33777804396770617,109.4400862455368
0.35669,0.73011,0.86614,0.23957,0.48946,0.35668979538820345,538.9582808315754,0.34378,0.72969,0.87933,0.24753,0.49752,0.34371673642301265,111.3642226010561,0.33707,0.73868,0.87587,0.22566,0.47503,0.336971330375951,109.17871104180813
0.35625,0.72852,0.86514,0.24099,0.49091,0.35625438975980156,538.3003829270601,0.34304,0.72843,0.87663,0.24868,0.49868,0.3429440349156474,111.11386731266975,0.33586,0.74253,0.87439,0.22234,0.47153,0.33573507899303495,108.77816559374332
0.35354,0.73081,0.86726,0.23895,0.48883,0.35352947237000887,534.1830327510834,0.34108,0.73564,0.88302,0.24208,0.49202,0.34106769242588386,110.50593234598637,0.33407,0.74776,0.88005,0.21782,0.46671,0.33408444972685825,108.24336171150208
0.35057,0.73652,0.86984,0.23389,0.48362,0.35056636053982515,529.7057707756758,0.34202,0.73833,0.88368,0.23962,0.48951,0.34194155460522496,110.7890636920929,0.33317,0.75239,0.88382,0.21382,0.46241,0.33319494574342245,107.95516242086887
0.35256,0.73387,0.86897,0.23624,0.48604,0.3525764208945275,532.742971971631,0.35984,0.70952,0.87946,0.26601,0.51576,0.3597230620590257,116.55027210712433,0.34773,0.72494,0.8786,0.23752,0.48736,0.3477725650149363,112.67831106483936
0.3502,0.73658,0.8705,0.23384,0.48357,0.3502157813839215,529.1760456711054,0.34962,0.72067,0.8782,0.25579,0.50575,0.34949348613987735,113.23588950932026,0.33696,0.74189,0.87938,0.22288,0.47211,0.3369682030637323,109.17769779264927
0.34922,0.73469,0.86917,0.23551,0.4853,0.3492077188745072,527.6528632193804,0.33454,0.74856,0.8843,0.23025,0.47984,0.33467617603363814,108.43508103489876,0.32564,0.75982,0.88197,0.2074,0.45542,0.3256080630292863,105.49701242148876
0.34541,0.74344,0.87255,0.22774,0.47722,0.3454012345746998,521.9012654423714,0.35927,0.71378,0.87614,0.2621,0.51196,0.35927449428924807,116.40493614971638,0.35278,0.71962,0.87075,0.24212,0.49206,0.3527536606990997,114.2921860665083
0.34493,0.74394,0.87364,0.2273,0.47676,0.34494149475836106,521.2065985798836,0.328,0.75895,0.88787,0.22074,0.46982,0.32796824015217063,106.26170980930328,0.31953,0.76802,0.88539,0.20032,0.44757,0.31949344079619574,103.51587481796741
0.3425,0.74482,0.87402,0.22652,0.47594,0.3425012598619171,517.5194036513567,0.33912,0.73771,0.88172,0.24019,0.49009,0.33911217385788023,109.8723443299532,0.3329,0.74554,0.87659,0.21974,0.46876,0.3328041211230519,107.82853524386883
0.34113,0.74827,0.87559,0.22346,0.47272,0.34111025547799806,515.4175960272551,0.3324,0.75568,0.88434,0.22373,0.473,0.3323771998194265,107.69021274149418,0.3231,0.76364,0.88358,0.2041,0.45178,0.32315402951689415,104.7019055634737
0.33889,0.75113,0.87741,0.22092,0.47002,0.338903748805676,512.0835644453764,0.33673,0.74267,0.88279,0.23564,0.48543,0.3366226768696014,109.06574730575085,0.32914,0.75015,0.87972,0.21575,0.46449,0.3291036260808692,106.6295748502016
