train_mae,train_r2,train_spearmanr,train_mse,train_rmse,train_mean_loss,train_sum_loss,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,val_mean_loss,val_sum_loss,test_mae,test_r2,test_spearmanr,test_mse,test_rmse,test_mean_loss,test_sum_loss
5.46911,-33.98159,0.03581,31.05278,5.5725,5.469142795792484,8263.874764442444,5.43326,-32.50841,0.04168,30.68469,5.53938,5.432870779508426,1760.25013256073,5.46945,-34.96274,0.0383,31.05518,5.57272,5.469220722163165,1772.0275139808655
0.70101,-0.15284,0.6026,1.02337,1.01162,0.7009899735174615,1059.1958499848843,0.51177,0.44413,0.7863,0.50903,0.71346,0.5116420424094906,165.77202174067497,0.51447,0.40213,0.77868,0.51629,0.71853,0.5145206385188632,166.7046868801117
0.53998,0.41438,0.71902,0.51985,0.72101,0.539988960910522,815.9233199357986,0.50419,0.52902,0.81451,0.43129,0.65673,0.5042182991718068,163.36672893166542,0.52889,0.36058,0.79528,0.55216,0.74308,0.5289025491586438,171.3644259274006
0.51234,0.47124,0.74392,0.46937,0.68511,0.5123374669816935,774.1419126093388,0.44522,0.60017,0.82966,0.36614,0.60509,0.44511061824030346,144.21584030985832,0.44094,0.59614,0.82034,0.34875,0.59055,0.44095362226168316,142.86897361278534
0.47892,0.53728,0.77105,0.41075,0.6409,0.47892513849497,723.6558842658997,0.51595,0.5279,0.80841,0.43232,0.65751,0.515962122215165,167.17172759771347,0.52878,0.47357,0.78467,0.45459,0.67423,0.5287322385443581,171.30924528837204
0.45687,0.57591,0.78586,0.37646,0.61356,0.4568535425976994,690.3057028651237,1.74301,-2.8873,0.74967,3.55972,1.88672,1.743169512277768,564.7869219779968,1.74845,-3.09244,0.74086,3.53397,1.87989,1.7486827712000153,566.5732178688049
0.44348,0.59414,0.7939,0.36028,0.60023,0.4434723203285572,670.0866760164499,0.41852,0.637,0.82915,0.33241,0.57655,0.41842374315968267,135.56929278373718,0.42347,0.61649,0.81697,0.33117,0.57548,0.42349399092756673,137.21205306053162
0.42976,0.61707,0.80501,0.33993,0.58303,0.4297511859061622,649.354041904211,0.42308,0.58786,0.8435,0.37741,0.61433,0.42314208105758383,137.09803426265717,0.43367,0.52697,0.82923,0.40848,0.63913,0.4337378168179665,140.53105264902115
0.41767,0.636,0.81432,0.32312,0.56844,0.4176494312317935,631.0682905912399,0.46059,0.60417,0.84289,0.36248,0.60206,0.46059035114300106,149.23127377033234,0.47003,0.55163,0.833,0.38719,0.62224,0.4700973675482803,152.31154708564281
0.41322,0.64246,0.81854,0.31739,0.56337,0.4132245881895921,624.3823527544737,0.37953,0.67781,0.85211,0.29504,0.54317,0.37990211313705385,123.08828465640545,0.37051,0.6947,0.85092,0.26364,0.51345,0.37038060447868004,120.00331585109234
0.42086,0.62302,0.81025,0.33464,0.57848,0.4208483887992893,635.9019154757261,0.37519,0.68365,0.85444,0.2897,0.53823,0.3751715713720999,121.55558912456036,0.37772,0.6639,0.84257,0.29024,0.53874,0.3776545008575475,122.36005827784538
0.41887,0.63074,0.81224,0.32779,0.57253,0.4188883248679611,632.9402588754892,0.39887,0.67678,0.85603,0.29598,0.54404,0.39875098041914125,129.19531765580177,0.4138,0.60547,0.8377,0.34069,0.58369,0.4138425944579972,134.0850006043911
