train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/model/modules/1/parameter/dropout,config/optimizer/base_learning_rate,logdir
0.65472,0.61229,0.61229,0.61229,0.71024,0.6217463735271903,21.13937669992447,0.60927,0.61017,0.5,0.54962,0.65436,0.6600350856781005,3.300175428390503,1713349276,,True,100,6fd8c6be,2024-04-17_12-21-16,18.303201913833618,1717.2814376354218,38492,AT-MB-PC-E13,127.0.0.1,1717.2814376354218,100,64,3,0.5,1e-05,6fd8c6be
0.60943,0.57474,0.47246,0.5186,0.64196,0.6668952405452728,22.674438178539276,0.56954,0.5814,0.34722,0.43478,0.59968,0.7517311811447144,3.7586559057235718,1713347732,,True,5,e53f35f6,2024-04-17_11-55-32,33.23023462295532,169.8002586364746,40548,AT-MB-PC-E13,127.0.0.1,169.8002586364746,5,256,6,0.5,0.001,e53f35f6
0.65472,0.61373,0.60593,0.60981,0.70989,0.6218774494002847,21.14383327960968,0.60927,0.61017,0.5,0.54962,0.65594,0.6598338127136231,3.2991690635681152,1713349459,,True,100,5f331a70,2024-04-17_12-24-19,17.459579706192017,1725.86847448349,40548,AT-MB-PC-E13,127.0.0.1,1725.86847448349,100,64,3,0.5,1e-05,5f331a70
0.55377,0.45455,0.01059,0.0207,0.54461,0.7993635605363285,27.17836105823517,0.52318,0.0,0.0,0.0,0.49473,0.824866509437561,4.124332547187805,1713349458,,True,5,291dbbb5,2024-04-17_12-24-18,35.69301390647888,182.298011302948,38492,AT-MB-PC-E13,127.0.0.1,182.298011302948,5,64,6,0.5,1e-05,291dbbb5
0.65755,0.62084,0.59322,0.60672,0.71328,0.6207361168721143,21.105027973651886,0.57616,0.58333,0.38889,0.46667,0.57402,0.6796199321746826,3.398099660873413,1713349552,,True,5,5b73473b,2024-04-17_12-25-52,17.953920125961304,94.26250720024109,38492,AT-MB-PC-E13,127.0.0.1,94.26250720024109,5,64,3,0.0,0.0001,5b73473b
0.61604,0.57271,0.54237,0.55713,0.64619,0.6515891464317546,22.154030978679657,0.54305,0.52727,0.40278,0.45669,0.52813,0.7398257493972779,3.699128746986389,1713349553,,True,5,e40720fc,2024-04-17_12-25-53,17.543569803237915,94.05798768997192,40548,AT-MB-PC-E13,127.0.0.1,94.05798768997192,5,256,3,0.5,0.001,e40720fc
0.56792,0.53977,0.20127,0.29321,0.57238,0.7076193813015433,24.059058964252472,0.54967,0.5303,0.48611,0.50725,0.56821,0.6905089735984802,3.452544867992401,1713349859,,True,5,affc5f0c,2024-04-17_12-30-59,60.334763526916504,306.36000061035156,38492,AT-MB-PC-E13,127.0.0.1,306.36000061035156,5,256,10,0.5,0.0001,affc5f0c
0.55,0.4359,0.03602,0.06654,0.55151,0.7563417694147896,25.715620160102844,0.5298,0.66667,0.02778,0.05333,0.47539,0.7574786067008972,3.787393033504486,1713349859,,True,5,85620bad,2024-04-17_12-30-59,60.328004121780396,306.22284269332886,40548,AT-MB-PC-E13,127.0.0.1,306.22284269332886,5,256,10,0.2,1e-05,85620bad
0.62264,0.60286,0.44703,0.51338,0.66098,0.6513154121006236,22.144724011421204,0.54967,0.57143,0.22222,0.32,0.55591,0.7625262379646301,3.8126311898231506,1713350039,,True,5,34c0684b,2024-04-17_12-33-59,34.92534399032593,180.12352871894836,38492,AT-MB-PC-E13,127.0.0.1,180.12352871894836,5,64,6,0.2,0.0001,34c0684b
0.5934,0.53323,0.69703,0.60422,0.64162,0.6728299575693467,22.876218557357788,0.52318,0.5,0.47222,0.48571,0.52831,0.7103572249412536,3.5517861247062683,1713350134,,True,15,0163f090,2024-04-17_12-35-34,19.202239990234375,275.0112946033478,40548,AT-MB-PC-E13,127.0.0.1,275.0112946033478,15,256,3,0.5,1e-05,0163f090
0.63774,0.59565,0.58051,0.58798,0.66683,0.6694982455057257,22.76294034719467,0.50331,0.47761,0.44444,0.46043,0.58896,0.7268020749092102,3.634010374546051,1713350323,,True,5,31a6e93f,2024-04-17_12-38-43,53.992809534072876,284.4171824455261,38492,AT-MB-PC-E13,127.0.0.1,284.4171824455261,5,256,10,0.2,0.001,31a6e93f
0.55377,0.45455,0.01059,0.0207,0.54462,0.799359554753584,27.178224861621857,0.52318,0.0,0.0,0.0,0.49437,0.8248400330543518,4.124200165271759,1713350320,,True,5,ce72543e,2024-04-17_12-38-40,36.9339861869812,186.14038348197937,40548,AT-MB-PC-E13,127.0.0.1,186.14038348197937,5,128,6,0.5,1e-05,ce72543e
0.93491,0.92243,0.9322,0.92729,0.98716,0.14673659917624557,4.98904437199235,0.71523,0.71642,0.66667,0.69065,0.78868,0.9165946483612061,4.58297324180603,1713352083,,True,100,8135a217,2024-04-17_13-08-03,16.937824487686157,1762.4504208564758,40548,AT-MB-PC-E13,127.0.0.1,1762.4504208564758,100,128,3,0.0,0.001,8135a217
0.62075,0.59831,0.45127,0.51449,0.66485,0.6504847582648782,22.11648178100586,0.54967,0.53448,0.43056,0.47692,0.56153,0.7076468825340271,3.5382344126701355,1713350610,,True,5,d10f6d0b,2024-04-17_12-43-30,56.23806357383728,286.92853689193726,38492,AT-MB-PC-E13,127.0.0.1,286.92853689193726,5,128,10,0.2,0.0001,d10f6d0b
0.68679,0.64523,0.6589,0.65199,0.76617,0.5783298050656038,19.66321337223053,0.53642,0.51429,0.5,0.50704,0.64047,0.6535383224487304,3.2676916122436523,1713351411,,True,45,a24ddcb3,2024-04-17_12-56-51,17.09542202949524,800.5905363559723,38492,AT-MB-PC-E13,127.0.0.1,800.5905363559723,45,128,3,0.2,1e-05,a24ddcb3
0.66132,0.65826,0.49788,0.56695,0.71011,0.617400653222028,20.99162220954895,0.57616,0.64286,0.25,0.36,0.58861,0.7499300837516785,3.7496504187583923,1713351584,,True,5,764d9d33,2024-04-17_12-59-44,33.59504532814026,172.7604398727417,38492,AT-MB-PC-E13,127.0.0.1,172.7604398727417,5,256,6,0.0,0.0001,764d9d33
0.54528,0.375,0.03178,0.05859,0.50566,0.7784129030564252,26.466038703918457,0.52318,0.0,0.0,0.0,0.38819,0.7834008574485779,3.9170042872428894,1713351861,,True,5,61fd5784,2024-04-17_13-04-21,53.8176007270813,276.7527735233307,38492,AT-MB-PC-E13,127.0.0.1,276.7527735233307,5,64,10,0.5,1e-05,61fd5784
0.55377,0.45455,0.01059,0.0207,0.54461,0.7993633080931271,27.17835247516632,0.52318,0.0,0.0,0.0,0.49473,0.8248701453208923,4.124350726604462,1713352034,,True,5,3cc5c4f3,2024-04-17_13-07-14,33.82774043083191,173.32153725624084,38492,AT-MB-PC-E13,127.0.0.1,173.32153725624084,5,256,6,0.5,1e-05,3cc5c4f3
0.9,0.86895,0.91314,0.8905,0.97095,0.22069148039993117,7.50351033359766,0.71523,0.71014,0.68056,0.69504,0.7769,0.8678660571575165,4.339330285787582,1713355440,,True,100,be570334,2024-04-17_14-04-00,33.69825482368469,3405.1499252319336,38492,AT-MB-PC-E13,127.0.0.1,3405.1499252319336,100,128,6,0.0,0.001,be570334
0.84717,0.81893,0.84322,0.8309,0.93271,0.3263328960713218,11.095318466424942,0.71523,0.7377,0.625,0.67669,0.78692,0.6517145514488221,3.25857275724411,1713355486,,True,100,6b77bfff,2024-04-17_14-04-46,33.00677943229675,3402.319973230362,40548,AT-MB-PC-E13,127.0.0.1,3402.319973230362,100,256,6,0.2,0.001,6b77bfff
0.69151,0.65073,0.66314,0.65687,0.74816,0.5927331938463098,20.152928590774536,0.54967,0.52326,0.625,0.56962,0.57015,0.7480032444000244,3.740016222000122,1713355525,,True,5,ce87376f,2024-04-17_14-05-25,16.783448457717896,84.74516320228577,38492,AT-MB-PC-E13,127.0.0.1,84.74516320228577,5,128,3,0.0,0.001,ce87376f
0.93679,0.92453,0.93432,0.9294,0.98861,0.13934355371576898,4.737680826336145,0.74172,0.73239,0.72222,0.72727,0.81083,0.8235171556472778,4.117585778236389,1713357205,,True,100,3be55897,2024-04-17_14-33-25,17.26027822494507,1718.4931886196136,40548,AT-MB-PC-E13,127.0.0.1,1718.4931886196136,100,128,3,0.0,0.001,3be55897
0.62358,0.58469,0.5339,0.55814,0.66728,0.6626627234851613,22.530532598495483,0.57616,0.58333,0.38889,0.46667,0.58087,0.7541831851005554,3.770915925502777,1713355694,,True,5,da014d7a,2024-04-17_14-08-14,33.08087778091431,169.77718877792358,38492,AT-MB-PC-E13,127.0.0.1,169.77718877792358,5,128,6,0.2,0.001,da014d7a
0.93396,0.91358,0.94068,0.92693,0.98648,0.14885280201868975,5.060995268635452,0.74172,0.72,0.75,0.73469,0.78991,0.8851242423057556,4.425621211528778,1713357420,,True,100,fb4d4055,2024-04-17_14-37-00,17.287214517593384,1725.230488538742,38492,AT-MB-PC-E13,127.0.0.1,1725.230488538742,100,128,3,0.0,0.001,fb4d4055
0.93585,0.92797,0.92797,0.92797,0.98593,0.14907255872864933,5.068466996774077,0.72185,0.69737,0.73611,0.71622,0.8045,0.7918928563594818,3.959464281797409,1713358910,,True,100,6c76bbdf,2024-04-17_15-01-50,16.93617844581604,1704.9654026031494,40548,AT-MB-PC-E13,127.0.0.1,1704.9654026031494,100,128,3,0.0,0.001,6c76bbdf
0.94245,0.92902,0.9428,0.93586,0.98735,0.14542737427879782,4.944530725479126,0.71523,0.71014,0.68056,0.69504,0.80011,0.8441884219646454,4.220942109823227,1713359125,,True,100,6a1f5dcd,2024-04-17_15-05-25,17.130911111831665,1705.0548639297485,38492,AT-MB-PC-E13,127.0.0.1,1705.0548639297485,100,128,3,0.0,0.001,6a1f5dcd
0.86415,0.84599,0.84958,0.84778,0.94036,0.31072018602315116,10.56448632478714,0.70861,0.65909,0.80556,0.725,0.74525,0.737017023563385,3.685085117816925,1713359679,,True,45,666da478,2024-04-17_15-14-39,17.19899344444275,769.0338304042816,40548,AT-MB-PC-E13,127.0.0.1,769.0338304042816,45,128,3,0.0,0.001,666da478
0.93396,0.91701,0.93644,0.92662,0.98594,0.15176223947063966,5.159916142001748,0.72848,0.73846,0.66667,0.70073,0.82032,0.7748645901679992,3.8743229508399963,1713360458,,True,100,a254d595,2024-04-17_15-27-38,9.066065311431885,1332.5508041381836,38492,AT-MB-PC-E13,127.0.0.1,1332.5508041381836,100,128,3,0.0,0.001,a254d595
0.76226,0.73605,0.72669,0.73134,0.84127,0.49023526205736045,16.667998909950256,0.59603,0.60784,0.43056,0.50407,0.70411,0.7434937357902527,3.7174686789512634,1713359945,,True,15,7b223615,2024-04-17_15-19-05,17.027958393096924,265.2314205169678,40548,AT-MB-PC-E13,127.0.0.1,265.2314205169678,15,128,3,0.0,0.001,7b223615
