train_accuracy-0_0,train_accuracy-0_5,train_ap,train_auc,train_mean_loss,train_sum_loss,val_accuracy-0_0,val_accuracy-0_5,val_ap,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/model/modules/1/parameter/dropout,config/optimizer/base_learning_rate,logdir
0.08,0.92,0.17,0.64,0.26315775785376044,44.736818835139275,0.07,0.93,0.19,0.62,0.2606353461742401,6.515883654356003,1712530725,,True,100,2f414f17,2024-04-08_00-58-45,76.61934494972229,7516.802081823349,25852,AT-MB-PC-EOS,127.0.0.1,7516.802081823349,100,64,3,0.5,1e-05,2f414f17
0.08,0.92,0.22,0.74,0.22424282904933482,38.12128093838692,0.07,0.93,0.23,0.73,0.21768906712532043,5.442226678133011,1712529361,,True,45,e96cb061,2024-04-08_00-36-01,139.22636675834656,6121.246676683426,35020,AT-MB-PC-EOS,127.0.0.1,6121.246676683426,45,256,6,0.5,0.001,e96cb061
0.08,0.92,0.17,0.64,0.2631465573521221,44.73491474986076,0.07,0.93,0.19,0.62,0.2605273574590683,6.5131839364767075,1712530784,,True,100,dfd783e8,2024-04-08_00-59-44,69.970449924469,7541.334520578384,26356,AT-MB-PC-EOS,127.0.0.1,7541.334520578384,100,64,3,0.5,1e-05,dfd783e8
0.08,0.66,0.1,0.53,0.6100109983893002,103.70186972618103,0.07,0.78,0.11,0.52,0.5421163487434387,13.552908718585968,1712523985,,True,5,ee317cc8,2024-04-07_23-06-25,138.7076280117035,706.9861369132996,36172,AT-MB-PC-EOS,127.0.0.1,706.9861369132996,5,64,6,0.5,1e-05,ee317cc8
0.08,0.94,0.55,0.88,0.16796583936494938,28.554192692041397,0.07,0.94,0.37,0.79,0.20678843826055526,5.169710956513882,1712530788,,True,100,ec89e575,2024-04-08_00-59-48,69.4782509803772,7501.126275539398,8764,AT-MB-PC-EOS,127.0.0.1,7501.126275539398,100,64,3,0.0,0.0001,ec89e575
0.08,0.93,0.39,0.83,0.19280181636705118,32.7763087823987,0.07,0.93,0.35,0.81,0.19695889472961425,4.9239723682403564,1712531536,,True,100,6c6068bd,2024-04-08_01-12-16,78.21562385559082,7506.720564365387,30412,AT-MB-PC-EOS,127.0.0.1,7506.720564365387,100,256,3,0.5,0.001,6c6068bd
0.08,0.91,0.09,0.48,0.3549102985683609,60.33475075662136,0.07,0.91,0.09,0.51,0.3411947363615036,8.52986840903759,1712530499,,True,5,62674087,2024-04-08_00-54-59,222.6461386680603,1124.6063706874847,31796,AT-MB-PC-EOS,127.0.0.1,1124.6063706874847,5,256,10,0.5,0.0001,62674087
0.08,0.8,0.08,0.46,0.5084493698442684,86.43639287352562,0.07,0.87,0.08,0.44,0.4559917974472046,11.399794936180115,1712531627,,True,5,b16fa7da,2024-04-08_01-13-47,231.61295223236084,1118.0185701847076,7692,AT-MB-PC-EOS,127.0.0.1,1118.0185701847076,5,256,10,0.2,1e-05,b16fa7da
0.08,0.94,0.52,0.86,0.17659137316924683,30.020533438771963,0.07,0.94,0.37,0.79,0.20454515218734742,5.113628804683685,1712545050,,True,100,4ce651b9,2024-04-08_04-57-30,144.13881874084473,14313.773456335068,41248,AT-MB-PC-EOS,127.0.0.1,14313.773456335068,100,64,6,0.2,0.0001,4ce651b9
0.08,0.58,0.09,0.51,0.6685928488478942,113.660784304142,0.07,0.67,0.11,0.5,0.6292446899414063,15.731117248535156,1712531223,,True,5,fb35d3ca,2024-04-08_01-07-03,77.864750623703,429.623352766037,33652,AT-MB-PC-EOS,127.0.0.1,429.623352766037,5,256,3,0.5,1e-05,fb35d3ca
0.08,0.92,0.14,0.59,0.2857981430257068,48.585684314370155,0.07,0.92,0.09,0.51,0.3249408185482025,8.123520463705063,1712531987,,True,5,b7a8e285,2024-04-08_01-19-47,228.42496466636658,1155.023865222931,36036,AT-MB-PC-EOS,127.0.0.1,1155.023865222931,5,256,10,0.2,0.001,b7a8e285
0.08,0.66,0.1,0.53,0.6100130291546092,103.70221495628357,0.07,0.78,0.11,0.52,0.5421211755275727,13.553029388189316,1712531961,,True,5,335f795c,2024-04-08_01-19-21,144.94126176834106,729.2235019207001,35888,AT-MB-PC-EOS,127.0.0.1,729.2235019207001,5,128,6,0.5,1e-05,335f795c
0.08,0.93,0.3,0.76,0.21989050801186,37.3813863620162,0.07,0.92,0.23,0.68,0.2439957195520401,6.0998929888010025,1712532710,,True,15,ad0a8a79,2024-04-08_01-31-50,76.54381203651428,1154.1897356510162,40592,AT-MB-PC-EOS,127.0.0.1,1154.1897356510162,15,128,3,0.0,0.001,ad0a8a79
0.08,0.91,0.12,0.54,0.3235981744878432,55.01168966293335,0.07,0.92,0.11,0.53,0.2917295289039612,7.2932382225990295,1712532774,,True,5,e74647ec,2024-04-08_01-32-54,227.6457381248474,1138.4864678382874,21544,AT-MB-PC-EOS,127.0.0.1,1138.4864678382874,5,128,10,0.2,0.0001,e74647ec
0.08,0.63,0.1,0.51,0.6347345362691318,107.90487116575241,0.07,0.72,0.1,0.47,0.5926178097724915,14.815445244312286,1712532362,,True,5,cc9ca0d8,2024-04-08_01-26-02,76.61920094490051,391.25503969192505,24484,AT-MB-PC-EOS,127.0.0.1,391.25503969192505,5,128,3,0.2,1e-05,cc9ca0d8
0.08,0.95,0.61,0.9,0.15456333616200615,26.275767147541046,0.07,0.94,0.4,0.8,0.20258527964353562,5.06463199108839,1712546293,,True,100,063df8cb,2024-04-08_05-18-13,118.23032069206238,14295.91022849083,26152,AT-MB-PC-EOS,127.0.0.1,14295.91022849083,100,256,6,0.0,0.0001,063df8cb
0.08,0.65,0.08,0.46,0.6161239038495456,104.74106365442276,0.07,0.78,0.08,0.45,0.5480305421352386,13.700763553380966,1712533565,,True,5,06aca058,2024-04-08_01-46-05,222.21895933151245,1162.8617432117462,31260,AT-MB-PC-EOS,127.0.0.1,1162.8617432117462,5,64,10,0.5,1e-05,06aca058
0.08,0.66,0.1,0.53,0.6100302605067982,103.7051442861557,0.07,0.78,0.11,0.52,0.542113983631134,13.55284959077835,1712533455,,True,5,226c13f1,2024-04-08_01-44-15,144.5033929347992,736.6263344287872,23116,AT-MB-PC-EOS,127.0.0.1,736.6263344287872,5,256,6,0.5,1e-05,226c13f1
0.08,0.95,0.65,0.92,0.14300196830402404,24.310334611684084,0.07,0.94,0.41,0.81,0.19660811066627504,4.915202766656876,1712547094,,True,100,2dd67540,2024-04-08_05-31-34,139.14906311035156,14303.66377902031,30568,AT-MB-PC-EOS,127.0.0.1,14303.66377902031,100,128,6,0.0,0.001,2dd67540
0.08,0.94,0.51,0.87,0.1732975140652236,29.46057739108801,0.07,0.94,0.39,0.82,0.18774935722351074,4.6937339305877686,1712547776,,True,100,d828dda2,2024-04-08_05-42-56,138.25488448143005,14266.47609758377,24732,AT-MB-PC-EOS,127.0.0.1,14266.47609758377,100,256,6,0.2,0.001,d828dda2
0.08,0.93,0.24,0.7,0.24533387685523314,41.70675906538963,0.07,0.93,0.24,0.68,0.24305089831352233,6.0762724578380585,1712534771,,True,15,c1cdc10d,2024-04-08_02-06-11,77.55931401252747,1165.8494639396667,33032,AT-MB-PC-EOS,127.0.0.1,1165.8494639396667,15,64,3,0.0,0.0001,c1cdc10d
0.08,0.93,0.24,0.7,0.24519968997029698,41.683947294950485,0.07,0.93,0.23,0.67,0.24415696024894715,6.103924006223679,1712535947,,True,15,72452d60,2024-04-08_02-25-47,77.96676564216614,1165.3447875976562,36244,AT-MB-PC-EOS,127.0.0.1,1165.3447875976562,15,64,3,0.0,0.0001,72452d60
0.08,0.95,0.68,0.93,0.1330716984675211,22.622188739478588,0.07,0.94,0.41,0.83,0.19642588824033738,4.910647206008434,1712543663,,True,100,962c920e,2024-04-08_04-34-23,77.84814167022705,7707.476711511612,40812,AT-MB-PC-EOS,127.0.0.1,7707.476711511612,100,64,3,0.0,0.001,962c920e
0.08,0.95,0.7,0.94,0.13003928865141728,22.106679070740938,0.07,0.93,0.4,0.82,0.19997069269418716,4.999267317354679,1712550714,,True,100,16b96143,2024-04-08_06-31-54,60.89177584648132,7011.96583032608,42004,AT-MB-PC-EOS,127.0.0.1,7011.96583032608,100,64,3,0.0,0.001,16b96143
0.08,0.93,0.3,0.76,0.21977666712859098,37.362033411860466,0.07,0.92,0.22,0.71,0.24424779176712036,6.106194794178009,1712546230,,True,15,b10c018b,2024-04-08_05-17-10,77.48604822158813,1170.4591708183289,31524,AT-MB-PC-EOS,127.0.0.1,1170.4591708183289,15,256,3,0.0,0.001,b10c018b
0.08,0.95,0.69,0.93,0.132899539479438,22.59292171150446,0.07,0.94,0.41,0.83,0.19720012068748474,4.9300030171871185,1712552375,,True,100,da6040ae,2024-04-08_06-59-35,50.206831216812134,6069.621972560883,39612,AT-MB-PC-EOS,127.0.0.1,6069.621972560883,100,256,3,0.0,0.001,da6040ae
0.08,0.92,0.14,0.61,0.27892255774315666,47.41683481633663,0.07,0.93,0.11,0.54,0.3507151991128922,8.767879977822304,1712546692,,True,5,1b94e35f,2024-04-08_05-24-52,74.933340549469,389.9816539287567,30144,AT-MB-PC-EOS,127.0.0.1,389.9816539287567,5,64,3,0.5,0.001,1b94e35f
0.08,0.95,0.69,0.93,0.1319951464805533,22.43917490169406,0.07,0.94,0.4,0.83,0.19634131580591202,4.9085328951478004,1712552503,,True,100,058fc2cc,2024-04-08_07-01-43,25.93116283416748,5790.597373962402,43552,AT-MB-PC-EOS,127.0.0.1,5790.597373962402,100,64,3,0.0,0.001,058fc2cc
0.08,0.92,0.21,0.71,0.23349636858877013,39.69438266009092,0.07,0.93,0.24,0.71,0.23781758069992065,5.945439517498016,1712548263,,True,15,e1662836,2024-04-08_05-51-03,74.9963629245758,1133.948842048645,14944,AT-MB-PC-EOS,127.0.0.1,1133.948842048645,15,256,3,0.5,0.001,e1662836
0.08,0.93,0.33,0.81,0.2032679255832644,34.55554734915495,0.07,0.93,0.31,0.79,0.20374400675296783,5.093600168824196,1712552388,,True,45,6ec41127,2024-04-08_06-59-48,81.15185809135437,4566.1854729652405,27296,AT-MB-PC-EOS,127.0.0.1,4566.1854729652405,45,64,6,0.2,0.001,6ec41127
