train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/model/modules/1/parameter/dropout,config/optimizer/base_learning_rate,logdir
0.71,0.68,0.64,0.66,0.77,0.573199905016843,19.488796770572662,0.62,0.6,0.62,0.61,0.68,0.6410280704498291,3.2051403522491455,1713193376,,True,100,d0528670,2024-04-15_17-02-56,11.927701473236084,1253.5097198486328,2228,AT-MB-PC-E13,127.0.0.1,1253.5097198486328,100,64,3,0.5,1e-05,d0528670
0.82,0.78,0.82,0.8,0.89,0.4107271340840003,13.96472255885601,0.68,0.69,0.57,0.63,0.79,0.5928860366344452,2.964430183172226,1713194356,,True,100,d79ddfde,2024-04-15_17-19-16,22.068204402923584,2228.406045436859,15000,AT-MB-PC-E13,127.0.0.1,2228.406045436859,100,256,6,0.5,0.001,d79ddfde
0.48,0.43,0.53,0.48,0.49,0.7483746882747201,25.444739401340485,0.5,0.48,0.74,0.58,0.56,0.7031456351280212,3.515728175640106,1713193441,,True,5,d8cfea21,2024-04-15_17-04-01,11.824434041976929,64.76743364334106,2228,AT-MB-PC-E13,127.0.0.1,64.76743364334106,5,64,3,0.5,1e-05,d8cfea21
0.49,0.46,0.84,0.59,0.5,0.7884261275039,26.8064883351326,0.44,0.46,0.89,0.6,0.44,0.7907680988311767,3.953840494155884,1713193559,,True,5,70d190b1,2024-04-15_17-05-59,22.693438291549683,117.97602534294128,2228,AT-MB-PC-E13,127.0.0.1,117.97602534294128,5,64,6,0.5,1e-05,70d190b1
0.92,0.9,0.92,0.91,0.97,0.2090947224813349,7.109220564365387,0.72,0.69,0.72,0.71,0.8,0.6380168437957764,3.190084218978882,1713194748,,True,100,57874d25,2024-04-15_17-25-48,11.355058431625366,1188.0533232688904,2228,AT-MB-PC-E13,127.0.0.1,1188.0533232688904,100,64,3,0.0,0.0001,57874d25
0.79,0.76,0.78,0.77,0.87,0.4390200420337565,14.92668142914772,0.68,0.7,0.56,0.62,0.76,0.7268718898296356,3.634359449148178,1713194889,,True,45,4442a8a9,2024-04-15_17-28-09,12.329730033874512,532.5151834487915,15000,AT-MB-PC-E13,127.0.0.1,532.5151834487915,45,256,3,0.5,0.001,4442a8a9
0.54,0.49,0.47,0.48,0.55,0.7109178392326131,24.171206533908844,0.54,0.56,0.14,0.22,0.5,0.7385024666786194,3.692512333393097,1713194928,,True,5,e060ced7,2024-04-15_17-28-48,35.913442850112915,179.7406644821167,2228,AT-MB-PC-E13,127.0.0.1,179.7406644821167,5,256,10,0.5,0.0001,e060ced7
0.75,0.73,0.69,0.71,0.82,0.512960227096782,17.44064772129059,0.64,0.67,0.5,0.57,0.67,0.6706844925880432,3.353422462940216,1713196559,,True,45,28a0eb12,2024-04-15_17-55-59,36.72864556312561,1670.2969086170197,15000,AT-MB-PC-E13,127.0.0.1,1670.2969086170197,45,256,10,0.2,1e-05,28a0eb12
0.9,0.88,0.89,0.89,0.96,0.2570616973235327,8.74009770900011,0.75,0.74,0.72,0.73,0.81,0.6322256803512574,3.1611284017562866,1713197273,,True,100,fbd431cf,2024-04-15_18-07-53,23.09567165374756,2344.6527528762817,2228,AT-MB-PC-E13,127.0.0.1,2344.6527528762817,100,64,6,0.2,0.0001,fbd431cf
0.48,0.43,0.53,0.48,0.49,0.7483683070715736,25.444522440433502,0.5,0.48,0.74,0.58,0.56,0.7031636476516724,3.515818238258362,1713196623,,True,5,18c9ba09,2024-04-15_17-57-03,11.544326782226562,63.83868050575256,15000,AT-MB-PC-E13,127.0.0.1,63.83868050575256,5,256,3,0.5,1e-05,18c9ba09
