train_accuracy-0_0,train_accuracy-0_5,train_ap,train_auc,train_mean_loss,train_sum_loss,val_accuracy-0_0,val_accuracy-0_5,val_ap,val_auc,val_mean_loss,val_sum_loss,test_accuracy-0_0,test_accuracy-0_5,test_ap,test_auc,test_mean_loss,test_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/parameter/dropout,config/model/modules/1/times,config/optimizer/base_learning_rate
0.08,0.56,0.08,0.46,1.1361169734421899,193.13988548517227,0.07,0.55,0.08,0.45,1.1852745199203492,29.631862998008728,0.08,0.56,0.09,0.45,1.1449033909914446,56.10026615858078,1713138107,,False,1,447d7330,2024-04-15_01-41-47,108.5061445236206,108.5061445236206,33364,AT-MB-PC-EOS,127.0.0.1,108.5061445236206,1,128,0.0,3,0.001
0.08,0.89,0.1,0.53,0.3669593178174075,62.383084028959274,0.07,0.92,0.13,0.57,0.2988039302825928,7.470098257064819,0.08,0.91,0.12,0.54,0.33019314037293807,16.179463878273964,1713138182,,False,2,447d7330,2024-04-15_01-43-02,74.75876784324646,183.26491236686707,33364,AT-MB-PC-EOS,127.0.0.1,183.26491236686707,2,128,0.0,3,0.001
0.08,0.92,0.13,0.58,0.3033411879749859,51.568001955747604,0.07,0.91,0.13,0.57,0.29519991517066957,7.379997879266739,0.08,0.91,0.12,0.54,0.32871562060044734,16.10706540942192,1713138256,,False,3,447d7330,2024-04-15_01-44-16,74.79045605659485,258.0553684234619,33364,AT-MB-PC-EOS,127.0.0.1,258.0553684234619,3,128,0.0,3,0.001
0.08,0.92,0.15,0.62,0.28140186378184484,47.83831684291363,0.07,0.93,0.12,0.54,0.43066669793799517,10.76666744844988,0.08,0.92,0.12,0.55,0.49191772177511334,24.103968366980553,1713138334,,False,4,447d7330,2024-04-15_01-45-34,77.88013315200806,335.93550157546997,33364,AT-MB-PC-EOS,127.0.0.1,335.93550157546997,4,128,0.0,3,0.001
0.08,0.92,0.18,0.67,0.2591943079057862,44.06303234398365,0.07,0.93,0.2,0.65,0.26708720743656156,6.67718018591404,0.08,0.92,0.2,0.67,0.2845173487249686,13.94135008752346,1713138410,,False,5,447d7330,2024-04-15_01-46-50,76.11719226837158,412.05269384384155,33364,AT-MB-PC-EOS,127.0.0.1,412.05269384384155,5,128,0.0,3,0.001
0.08,0.92,0.2,0.7,0.24572292811730329,41.77289777994156,0.07,0.92,0.2,0.68,0.24673351228237153,6.168337807059288,0.08,0.92,0.21,0.68,0.2602657192215628,12.753020241856575,1713138486,,False,6,447d7330,2024-04-15_01-48-06,75.34919285774231,487.40188670158386,33364,AT-MB-PC-EOS,127.0.0.1,487.40188670158386,6,128,0.0,3,0.001
0.08,0.92,0.22,0.71,0.23891858914319206,40.61616015434265,0.07,0.93,0.23,0.67,0.24707307189702987,6.176826797425747,0.08,0.92,0.23,0.68,0.2591456992893803,12.698139265179634,1713138561,,False,7,447d7330,2024-04-15_01-49-21,75.53243589401245,562.9343225955963,33364,AT-MB-PC-EOS,127.0.0.1,562.9343225955963,7,128,0.0,3,0.001
0.08,0.92,0.25,0.74,0.23095947381328133,39.26311054825783,0.07,0.93,0.25,0.71,0.23459869682788848,5.864967420697212,0.08,0.92,0.26,0.71,0.25572712080819265,12.53062891960144,1713138637,,False,8,447d7330,2024-04-15_01-50-37,75.61139750480652,638.5457201004028,33364,AT-MB-PC-EOS,127.0.0.1,638.5457201004028,8,128,0.0,3,0.001
0.08,0.92,0.26,0.74,0.2302680541487301,39.14556920528412,0.07,0.93,0.23,0.68,0.26148661494255065,6.5371653735637665,0.08,0.92,0.21,0.67,0.2804742732218334,13.743239387869835,1713138713,,False,9,447d7330,2024-04-15_01-51-53,75.55620646476746,714.1019265651703,33364,AT-MB-PC-EOS,127.0.0.1,714.1019265651703,9,128,0.0,3,0.001
0.08,0.93,0.28,0.75,0.22677521504023496,38.55178655683994,0.07,0.93,0.25,0.71,0.23165293365716935,5.7913233414292336,0.08,0.92,0.27,0.73,0.248769148956148,12.189688298851252,1713138788,,False,10,447d7330,2024-04-15_01-53-08,75.08751773834229,789.1894443035126,33364,AT-MB-PC-EOS,127.0.0.1,789.1894443035126,10,128,0.0,3,0.001
