train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/times,config/model/modules/1/parameter/dropout,config/optimizer/base_learning_rate,logdir
0.67,0.64,0.63,0.63,0.74,0.5992854842368294,20.3757064640522,0.57,0.56,0.44,0.5,0.65,0.6506048917770386,3.253024458885193,1712903015,,True,100,8cd5c8c5,2024-04-12_08-23-35,32.029483795166016,3179.2027764320374,111827,jyn,131.130.125.89,3179.2027764320374,100,64,3,0.5,1e-05,8cd5c8c5
0.77,0.72,0.76,0.74,0.86,0.4607158794122584,15.664339900016785,0.73,0.72,0.69,0.71,0.79,0.5796011865139008,2.898005932569504,1712906395,,True,100,4982699e,2024-04-12_09-19-55,60.58979344367981,6553.646777153015,112059,jyn,131.130.125.89,6553.646777153015,100,256,6,0.5,0.001,4982699e
0.67,0.63,0.63,0.63,0.73,0.5997436344623566,20.391283571720123,0.58,0.57,0.44,0.5,0.65,0.6501832365989685,3.2509161829948425,1712903232,,True,100,b80d0b87,2024-04-12_08-27-12,33.98984980583191,3383.6324372291565,112332,jyn,131.130.125.89,3383.6324372291565,100,64,3,0.5,1e-05,b80d0b87
0.56,0.57,0.03,0.05,0.57,0.7738002836704254,26.309209644794464,0.52,0.0,0.0,0.0,0.47,0.8505937099456787,4.2529685497283936,1712903330,,True,5,3cba5c09,2024-04-12_08-28-50,60.27334713935852,309.8990104198456,113595,jyn,131.130.125.89,309.8990104198456,5,64,6,0.5,1e-05,3cba5c09
0.89,0.86,0.89,0.88,0.96,0.2604305185377598,8.854637630283833,0.68,0.7,0.58,0.64,0.79,0.6525266647338868,3.2626333236694336,1712906925,,True,100,d7e403da,2024-04-12_09-28-45,35.46723461151123,3685.6409270763397,113712,jyn,131.130.125.89,3685.6409270763397,100,64,3,0.0,0.0001,d7e403da
0.61,0.56,0.56,0.56,0.66,0.6499636033002067,22.09876251220703,0.5,0.29,0.03,0.05,0.52,0.805665397644043,4.028326988220215,1712903510,,True,5,34a7b92a,2024-04-12_08-31-50,31.810505628585815,173.84886264801025,113813,jyn,131.130.125.89,173.84886264801025,5,256,3,0.5,0.001,34a7b92a
0.69,0.64,0.68,0.66,0.76,0.578512950855143,19.66944032907486,0.62,0.59,0.61,0.6,0.68,0.6739229559898376,3.3696147799491882,1712908161,,True,45,ec7f938e,2024-04-12_09-49-21,104.95456862449646,4644.713493347168,113928,jyn,131.130.125.89,4644.713493347168,45,256,10,0.5,0.0001,ec7f938e
0.56,0.51,0.06,0.11,0.51,0.7712057986680199,26.220997154712677,0.54,0.6,0.08,0.15,0.44,0.7599470734596252,3.799735367298126,1712906916,,True,5,852ef250,2024-04-12_09-28-36,101.40899014472961,515.0444214344025,114818,jyn,131.130.125.89,515.0444214344025,5,256,10,0.2,1e-05,852ef250
0.82,0.79,0.81,0.8,0.9,0.39157943559043545,13.313700810074806,0.7,0.7,0.64,0.67,0.74,0.6777694523334503,3.3888472616672516,1712910014,,True,45,0d225dd8,2024-04-12_10-20-14,63.697988510131836,3090.922384262085,114978,jyn,131.130.125.89,3090.922384262085,45,64,6,0.2,0.0001,0d225dd8
0.48,0.46,0.94,0.62,0.58,0.7885634303092957,26.811156630516052,0.48,0.48,0.97,0.64,0.53,0.7970700979232788,3.985350489616394,1712907103,,True,5,3147df3e,2024-04-12_09-31-43,32.013675928115845,172.1506152153015,115065,jyn,131.130.125.89,172.1506152153015,5,256,3,0.5,1e-05,3147df3e
