train_accuracy,train_precision,train_recall,train_f1,train_auc,train_mean_loss,train_sum_loss,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_mean_loss,val_sum_loss,test_accuracy,test_precision,test_recall,test_f1,test_auc,test_mean_loss,test_sum_loss,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/model/hidden_dimension,config/model/modules/1/parameter/dropout,config/model/modules/1/times,config/optimizer/base_learning_rate,logdir
0.95,0.94,0.93,0.94,0.99,0.1375237083172097,4.6758060827851295,0.68,0.66,0.65,0.66,0.77,0.8302910208702088,4.151455104351044,0.72,0.73,0.67,0.7,0.82,0.7109733015298844,7.109733015298843,1713019518,,False,100,6860dd93,2024-04-13_16-45-18,38.13317513465881,3759.252587556839,28852,AT-MB-PC-E13,127.0.0.1,3759.252587556839,100,256,0.0,6,0.0001,6860dd93
0.95,0.95,0.94,0.94,0.99,0.14082747632089784,4.788134194910526,0.74,0.72,0.72,0.72,0.79,0.7067423582077026,3.533711791038513,0.75,0.75,0.72,0.74,0.83,0.6603296905755996,6.603296905755997,1713019532,,False,100,c8cef357,2024-04-13_16-45-32,30.064024448394775,3768.1003715991974,52084,AT-MB-PC-E13,127.0.0.1,3768.1003715991974,100,128,0.0,6,0.0001,c8cef357
0.94,0.94,0.93,0.93,0.99,0.13850272129125454,4.709092523902655,0.7,0.68,0.68,0.68,0.79,0.7413761973381042,3.7068809866905212,0.75,0.74,0.76,0.75,0.83,0.6514182776212692,6.514182776212692,1713019531,,False,100,7ca2a045,2024-04-13_16-45-31,29.901567935943604,3763.229175567627,52992,AT-MB-PC-E13,127.0.0.1,3763.229175567627,100,256,0.0,6,0.0001,7ca2a045
