train_mae,train_r2,train_spearmanr,train_mse,train_rmse,train_mean_loss,train_sum_loss,val_mae,val_r2,val_spearmanr,val_mse,val_rmse,val_mean_loss,val_sum_loss,test_mae,test_r2,test_spearmanr,test_mse,test_rmse,test_mean_loss,test_sum_loss
5.78,-38.2,-0.04,34.79,5.9,5.775109930120502,8726.191104412079,5.72,-36.31,-0.06,34.16,5.84,5.715912586376991,1851.955677986145,5.76,-39.06,-0.05,34.59,5.88,5.757215907544266,1865.337954044342
1.22,-2.56,0.37,3.16,1.78,1.2243141763301815,1849.938720434904,0.66,0.1,0.58,0.82,0.91,0.660811733684422,214.10300171375275,0.66,0.05,0.58,0.82,0.9,0.6568077391496411,212.80570748448372
0.63,0.2,0.63,0.71,0.84,0.6307725762784442,953.0973627567291,0.54,0.4,0.69,0.55,0.74,0.5413509702976839,175.39771437644958,0.53,0.41,0.68,0.51,0.71,0.5285340817070302,171.24504247307777
0.53,0.43,0.72,0.51,0.71,0.5318115166013088,803.5672015845776,0.47,0.54,0.77,0.42,0.65,0.4731514046405568,153.30105510354042,0.46,0.55,0.77,0.39,0.62,0.45968610103483554,148.9382967352867
0.48,0.53,0.76,0.42,0.65,0.4774184769979776,721.3793187439442,0.44,0.58,0.81,0.39,0.62,0.4443662104047375,143.97465217113495,0.44,0.58,0.8,0.36,0.6,0.43648028907216624,141.41961365938187
0.45,0.57,0.78,0.38,0.61,0.45276871743697666,684.1335320472717,0.48,0.56,0.81,0.4,0.63,0.4833360857985638,156.60089179873466,0.49,0.55,0.8,0.39,0.63,0.48595690727233887,157.4500379562378
0.43,0.61,0.8,0.35,0.59,0.43283958673911094,654.0206155627966,0.4,0.64,0.83,0.33,0.57,0.40395671717914533,130.8819763660431,0.4,0.65,0.83,0.3,0.55,0.3963815339461521,128.42761699855328
0.43,0.61,0.81,0.34,0.59,0.4298899073935281,649.5636500716209,0.4,0.66,0.84,0.32,0.56,0.40217766345099165,130.3055629581213,0.39,0.67,0.84,0.29,0.54,0.39266549317557137,127.22361978888512
0.41,0.64,0.82,0.32,0.57,0.414505900628988,626.3184158504009,0.42,0.6,0.83,0.36,0.6,0.4201672848911933,136.13420030474663,0.4,0.63,0.84,0.32,0.56,0.4045410741718463,131.0713080316782
0.41,0.64,0.82,0.32,0.56,0.4106502396077371,620.4925120472908,0.41,0.63,0.85,0.34,0.58,0.40872937886987204,132.42831875383854,0.4,0.65,0.85,0.3,0.55,0.3954795672109834,128.1353797763586
0.4,0.66,0.83,0.3,0.55,0.40273434532193614,608.5315957814455,0.38,0.69,0.85,0.29,0.54,0.37610956916102656,121.85950040817261,0.36,0.71,0.85,0.25,0.5,0.36419717792743517,117.999885648489
0.4,0.67,0.83,0.29,0.54,0.3951535508243711,597.0770152956247,0.4,0.66,0.87,0.31,0.56,0.39740368181172714,128.7587929069996,0.39,0.67,0.86,0.28,0.53,0.387482211039758,125.5442363768816
0.39,0.68,0.84,0.28,0.53,0.38778141237583325,585.937714099884,0.4,0.65,0.86,0.32,0.57,0.4003568984752084,129.71563510596752,0.39,0.67,0.86,0.29,0.54,0.38781923713323513,125.65343283116817
0.38,0.69,0.84,0.27,0.52,0.3818304722747765,576.9458436071873,0.41,0.63,0.86,0.34,0.58,0.4081313639971209,132.23456193506718,0.39,0.66,0.86,0.3,0.54,0.3903240079037201,126.46497856080532
0.38,0.7,0.85,0.27,0.52,0.3756626316701869,567.6262364536524,0.36,0.71,0.86,0.26,0.51,0.3616425299350126,117.17217969894409,0.35,0.73,0.86,0.23,0.48,0.3511675560823929,113.7782881706953
0.37,0.71,0.85,0.26,0.51,0.36992835151407594,558.9617391377687,0.37,0.71,0.87,0.27,0.52,0.3666083249780867,118.78109729290009,0.36,0.72,0.87,0.24,0.49,0.35861847586469886,116.19238618016243
0.37,0.71,0.85,0.26,0.51,0.3683061889865239,556.5106515586376,0.39,0.67,0.86,0.3,0.55,0.38546138509740063,124.88948877155781,0.38,0.68,0.86,0.28,0.53,0.37755468069219295,122.32771654427052
0.36,0.72,0.86,0.25,0.5,0.3630482753052134,548.5659439861774,0.38,0.69,0.87,0.29,0.53,0.384021167355923,124.42285822331905,0.37,0.7,0.87,0.26,0.51,0.3704734825425678,120.03340834379196
0.36,0.73,0.86,0.24,0.49,0.3568145304050452,539.1467554420233,0.35,0.74,0.88,0.24,0.49,0.3543618635079007,114.81324377655983,0.35,0.74,0.87,0.23,0.48,0.3519387281051389,114.02814790606499
